"country","face","unit","year","type","grade","exchange","value","cost","worth","source","comments"
"philipines","peso","10","NULL","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.19","$0.00","$0.19","arvind natrajan","apolinario mabini"
"philipines","peso","20","NULL","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","arvind natrajan","$0.39","$0.00","$0.39","manuel l. quezon"
"philipines","peso","50","2001","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","arvind natrajan","$0.97","$0.00","$0.97","sergio osmena"
"philipines","peso","100","1944","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.93","$0.00","$1.93","rashmi srinivasa","issued by japanese government"
"philipines","peso","100","2001","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.93","$0.00","$1.93","aruna viswadoss & ravichandran vancheeswaran","manuel a. roxas"
"philipines","peso","200","2010","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$3.87","$0.00","$3.87","arvind natrajan","diosdado p. macapagal"
"philipines","peso","500","2009","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","arvind natrajan","$9.67","$0.00","$9.67","benigno s. aquino jr."
"philipines","peso","1000","2010","note","0.0193448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","arvind natrajan","$19.34","$0.00","$19.34","jose abad santos vicente lim josefa llanes escoda"
"poland","1","groszy","1949","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","john karro"
"poland","1","groszy","1998","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis"
"poland","5","groszy","1968","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","susan harris"
"poland","5","groszy","1998","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.50","$0.50","store in cerillos nm"
"poland","10","groszy","1981","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.00","$0.02","john karro"
"poland","10","groszy","1992","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.00","$0.02","ebay: randall leis"
"poland","20","groszy","1992","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: randall leis","$0.05","$0.00","$0.05"
"poland","50","groszy","1985","coin","NULL","0.002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.12","$0.00","$0.12","john karro"
"poland","2","zloty","1958","coin","NULL","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.19","$0.19","ebay: sean sewell","eagle"
"poland","zloty","2","1994","coin","NULL","0.2448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.49","$1.00","$1.00","miroslaw nazaruk"
"poland","zloty","5","1984","coin","NULL","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey"
"poland","zloty","5","1987","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.00","$0.00","$0.00","ebay: randall leis"
"poland","zloty","10","1994","note","NULL","0.2448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$2.45","$2.51","$2.51","miroslaw nazaruk","mieszko i"
"poland","zloty","20","1976","coin","NULL","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.19","$0.19","ebay: sean sewell","marceli nowotko"
"poland","zloty","20","1982","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.00","$0.22","$0.22","ebay: michael cartz","romuald traugutt"
"poland","zloty","50","1988","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.01","$0.00","$0.01","john karro","karol swierczewski"
"poland","zloty","100","1986","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","john karro","$0.02","$0.00","$0.02","ludwik warynski"
"poland","zloty","500","1982","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.12","$0.00","$0.12","ebay: david steinberg","tadeusz kosciuszko"
"poland","zloty","1000","1982","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.24","$0.00","$0.24","john karro","nikola kopernik"
"poland","zloty","5000","1988","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$1.22","$0.22","$1.22","ebay: michael cartz","fryderyk chopin"
"poland","zloty","10000","1988","0.0002448&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","ebay: michael cartz","$2.45","$0.22","$2.45","stanislaw wyspianski"
"portugal","50","centavo","1928","coin","NULL","0.0000703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","susan harris","victory"
"portugal","50","centavo","1978","coin","f","0.0000703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","amin hassam","cross"
"portugal","1","escudo","1974","coin","f","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","amin hassam","$0.01","$0.00","$0.01","cross"
"portugal","escudo","2.5","1979","coin","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$0.02","$0.00","$0.02","glenn wasson","sailboat"
"portugal","escudo","5","1979","coin","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$0.04","$0.00","$0.04","ebay: randall leis","sailboat"
"portugal","escudo","20","1964","note","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$0.14","$1.82","$1.82","ebay: dimitry bouznik","santo antonio"
"portugal","escudo","20","1966","coin","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.14","$3.00","$3.00","charlottesville coin store","ponte salazar"
"portugal","escudo","20","1988","coin","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.14","$0.00","$0.14","karine & anh nguyen-tuong"
"portugal","escudo","25","1981","coin","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.18","$0.19","$0.19","ebay: sean sewell"
"portugal","escudo","50","1980","note","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.35","$1.82","$1.82","ebay: dimitry bouznik","infanta d maria"
"portugal","escudo","500","1997","note","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$3.52","$2.50","$3.52","ana rolo","joao de barros"
"portugal","escudo","1000","1998","note","0.00703305&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ana rolo","$7.03","$4.50","$7.03","pedro alvares cabral"
"qatar","50","dirham","1393=1973","coin","NULL","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$13.73","$0.00","$13.73","NULL","sailboat"
"qatar","1","riyal","NULL","note","f","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.27","$0.27","$0.27","maribel pinto","birds"
"qatar","riyal","5","NULL","note","vf","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.37","$0.00","$1.37","bruce broker","sheep"
"qatar","riyal","5","NULL","note","f","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.37","$1.37","$1.37","maribel pinto","camels"
"qatar","riyal","10","NULL","note","f","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","maribel pinto","$2.75","$2.75","$2.75","dhow"
"qatar","riyal","50","NULL","note","f","0.27464&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","maribel pinto","$13.73","$13.73","$13.73","oyster building"
"roman empire","NULL","NULL","NULL","coin","NULL","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","bangalore vendor"
"roman empire","1","argentum denarius","155-120bc","coin","vf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$19.00","$19.00","guy whidden","ob. head of roma right roma behind max before rev. ? in quadriga right receiving wreath from ? exergue ?"
"roman empire","argentum denarius","1","69-79","coin","xf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$60.00","$60.00","ob. imp. caesar vespasianus avg. germ. laurel bust rev. iovis custos jupiter standing altar at feet"
"roman empire","argentum denarius","1","101-102","coin","xf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$75.00","$75.00","ob. imp. caes. nerva traian. avg. germ. laurel bust rev. p. m. tr. p. cos. iiii p. p. goddess standing right holding cornucopia and branch"
"roman empire","argentum denarius","1","117-138","coin","xf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$55.00","$55.00","ob. imp. caesar traian. hadrianvs avg. laurel bust rev. p. m. tr. p. cos. iii salus seated left feeding serpent rising from altar exergue libpiid"
"roman empire","argentum denarius","1","213","coin","vf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$37.00","$37.00","ob. antoninvs pivs avg. brit. laurel bust rev. p. m. tr. p. xvi cos. iiii p. p. serapis standing left holding sceptre"
"roman empire","1","argentum antoninianus","238-244","coin","xf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$33.00","$33.00","ob. imp. gordianvs pivs fel. avg. radiate draped bust rev. fort. redux fortune seated left"
"roman empire","argentum antoninianus","1","284-305","coin","vf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$31.00","$31.00","ob. imp. c. c. diocletianvs p. f. avg. radiate draped bust rev. concordia militvm diocletian standing right receiving victory on globe from jupiter standing left b exergue xxi"
"roman empire","1","aes follis","305-311","coin","xf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$70.00","$70.00","ob. gal. val. maximianvs nob. caes. laurel bust rev. genio popvli romani genius standing left exergue htb"
"roman empire","1","argentum 3","307-337","coin","vf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$17.00","$17.00","ob. constantinvs avg. diademed draped cuirassed bust rev. d. n. constantini max. avg. laurel wreath around vot xx exergue asis"
"roman empire","argentum 3","1","364-378","coin","vf","0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","guy whidden","$19.00","$19.00","ob. d. n. valens p. f. avg. diademed draped cuirassed bust rev. securitas republicae victory advancing left p* m exergue asis"
"romania","15","bani","1960","coin","NULL","0.0042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.06","$0.00","$0.06","susan harris"
"romania","25","bani","1966","coin","NULL","0.0042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.11","$0.00","$0.11","constantin reif","tractor"
"romania","1","leu","1966","note","NULL","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.22","$0.22","ebay: michael cartz"
"romania","leu","10","1966","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.22","ebay: michael cartz","$0.22","tractors"
"romania","leu","10","1994","coin","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","vandana sharma"
"romania","leu","50","1992","coin","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","vandana sharma","$0.00","$0.00","$0.00","alexandru ioan cuza"
"romania","leu","100","1966","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","john karro","nicolae balescu blue"
"romania","leu","100","1992","coin","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","vandana sharma","mihai viteazul"
"romania","leu","200","1992","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","john karro","grigore antipa green-pink"
"romania","leu","500","1991","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.02","$0.00","$0.02","constantin brancus blue-green"
"romania","leu","500","1992","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.02","$0.00","$0.02","constantin brancus brown-yellow"
"romania","leu","500","1999","coin","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.02","$0.00","$0.02"
"romania","leu","1000","1991","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.04","$0.00","$0.04","mihai eminescu blue-pink"
"romania","leu","1000","1998","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.04","$0.10","$0.10","mihai eminescu blue-yellow"
"romania","leu","1000","2004","coin","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","xf","$0.04","$0.00","$0.04","cong-duc pham","constantin brancoveanu"
"romania","leu","2000","1999","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.09","$0.00","$0.09","ebay: david steinberg","total solar eclipse plastic"
"romania","leu","5000","1998","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.21","$0.30","$0.30","john karro","lucian blaga yellow-pink"
"romania","leu","10000","1994","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","john karro","$0.43","$0.60","$0.60","nicolae iorga violet-pink"
"romania","leu","10000","2000","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","xf","$0.43","$0.00","$0.43","cong-duc pham","nicolae iorga green plastic"
"romania","leu","100000","2001","note","0.000042959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","xf","cong-duc pham","$4.30","$0.00","$4.30","nicolae grigorescu orange plastic"
"romania","leu","1","2005","note","f","0.42959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.43","$1.00","$1.00","marvin gibson","nicolae iorga green plastic"
"romania","leu","5","2005","0.42959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","f","$2.15","marvin gibson","$2.00","$2.15","george enescu purple plastic"
"romania","leu","10","2005","0.42959&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","f","$4.30","marvin gibson","$4.00","$4.30","nicolae grigorescu pink plastic"
"russia","1","kopek","1899","coin","NULL","0.00032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey"
"russia","1","kopek","1998","coin","NULL","0.00032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","aslan kasimov"
"russia","10","kopek","1999","coin","NULL","0.00032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","aslan kasimov","$0.00","$0.00","$0.00"
"russia","50","kopek","1997","coin","NULL","0.00032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","aslan kasimov","$0.02","$0.00","$0.02"
"russia","1","rouble","1997","coin","g","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","barry shaul"
"russia","rouble","2","1997","coin","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.00","$0.00","barry shaul","$0.00"
"russia","rouble","1","1898","note","NULL","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.00","$0.03","oleg nabrovenkov"
"russia","rouble","3","1905","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.10","oleg nabrovenkov","$0.00","$0.10"
"russia","rouble","5","1909","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.16","$0.00","$0.16","jean ohanessian","two-headed eagle"
"russia","rouble","5","1997","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.16","$0.00","$0.16","oleg nabrovenkov","novgorod kremlin monument commemorating win over teutons"
"russia","rouble","10","1909","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.32","$0.22","$0.32","ebay: michael cartz","orange border"
"russia","rouble","10","1993","coin","NULL","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","kimberly hanks"
"russia","rouble","10","1997","note","NULL","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.32","$0.00","$0.32","oleg nabrovenkov","krasnoyarsk hydroelectric station on enisey river"
"russia","rouble","20","1992","coin","NULL","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","constantin reif"
"russia","rouble","50","1993","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.00","$0.00","$0.00","kimberly hanks"
"russia","rouble","50","1997","note","NULL","0.032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.61","$0.00","$1.61","arvind natrajan","catherine the great st. petersburg vassilievski island"
"russia","rouble","100","1993","note","NULL","0.000032144&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","constantin reif","kremlin"
