"country","city","airport","3lett","4lett"
"south africa","pretoria","wonderboom","pry","fawb"
"south africa","prieska","prieska","prk","fapk"
"south africa","queenstown","queenstown","utw","faqt"
"south africa","reivilo","reivilo","rvo","fari"
"south africa","richards bay","richards bay","rcb","farb"
"south africa","robertson","robertson","rod","fars"
"south africa","secunda","secunda","zec","fasc"
"south africa","sishen","sishen","sis","fass"
"south africa","skukuza","skukuza","szk","fasz"
"south africa","springbok","springbok","sbu","fasb"
"south africa","tzaneen","tzaneen","lta","fatz"
"south africa","ulundi","prince m.buthelezi","uld","faul"
"south africa","umtata","k.d. matanzima","utt","faut"
"south africa","upington","upington","utn","faup"
"south africa","vredendal","vredendal","vre","favr"
"south africa","vryburg","vryburg","vru","favb"
"south africa","vryheid","vryheid","vyd","favy"
"south africa","welkom","welkom","wel","fawm"
"south korea","cheju","cheju intl","cju","rkpc"
"south korea","chinhae","r-813","chf","rkpe"
"south korea","chongju","chongju intl","cjj","rktu"
"south korea","chunchon","a-306","qun","rknc"
"south korea","kangnung","kangnung aero","kag","rknn"
"south korea","kunsan","kunsan ab","kuv","rkjk"
"south korea","kwangju","kwangju aero","kwj","rkjj"
"south korea","mokpo","mokpo","mpk","rkjm"
"south korea","osan","osan ab","osn","rkso"
"south korea","pohang","pohang aero","kpo","rkth"
"south korea","pusan","kimhae intl","pus","rkpk"
"south korea","pyongyang","sunan","fnj","zkpy"
"south korea","seoul","kimpo intl","sel","rkss"
"south korea","seoul","seoul ab","ssn","rksm"
"south korea","sokcho","sokcho aero","sho","rknd"
"south korea","suwon","suwon","swu","rksw"
"south korea","taegu","taegu aero","tae","rktn"
"south korea","ulsan","ulsan","usn","rkpu"
"south korea","wonju","wonju","wju","rknw"
"south korea","yechon","yechon aero","yec","rkty"
"south korea","yeosu","yeosu","rsu","rkjy"
"spain","a coruna","a coruna airport","lcg","leco"
"spain","albacete","albacete airport (mil./civil)","abc","leab"
"spain","alicante","alicante airport","alc","leal"
"spain","almeria","almeria intl airport","lei","leam"
"spain","arrecife lanzarote","lanzarote airport (arrecife ai","ace","gcrr"
"spain","asturias","asturias airport","ovd","leas"
"spain","badajoz","badajoz airport","bjz","lebz"
"spain","barcelona","barcelona intl airport (el pra","bcn","lebl"
"spain","bilbao biscay","bilbao airport","bio","lebb"
"spain","ceuta","ceuta heliport","jcu","gect"
"spain","cordoba","cordoba airport","odb","leba"
"spain","el hierro","el hierro airport","vde","gchi"
"spain","fuerteventura","fuerteventura airport","fue","gcfv"
"spain","girona","girona-costa brava airport","gro","lege"
"spain","granada","federico garcia lorca granada-","grx","legr"
"spain","granadilla de abona tenerife","tenerife reina sofia airport","tfs","gcts"
"spain","ibiza","ibiza airport","ibz","leib"
"spain","jerez de la frontera","jerez airport","xry","lejr"
"spain","la gomera","la gomera airport","gmz","gcgm"
"spain","la laguna tenerife","tenerife los rodeos airport","tfn","gcxo"
"spain","la palma","la palma airport","spc","gcla"
"spain","las palmas gran canaria","gran canaria intl airport","lpa","gclp"
"spain","leon","leon airport (mil./civil)","len","leln"
"spain","logrono","logrono-agoncillo airport","rjl","lelo"
"spain","madrid","madrid barajas intl airport","mad","lemd"
"spain","madrid","madrid torrejon airport","toj","leto"
"spain","malaga","malaga airport","agp","lemg"
"spain","melilla","melilla airport","mln","geml"
"spain","menorca","menorca airport","mah","lemh"
"spain","murcia","murcia-san javier airport","mjv","lelc"
"spain","palma de mallorca","palma de mallorca airport (son","pmi","lepa"
"spain","pamplona","pamplona airport","pna","lepp"
"spain","reus tarragona","reus airport","reu","lers"
"spain","sabadell","sabadell airport","qsa","lell"
"spain","salamanca","salamanca airport (mil./civil)","slm","lesa"
"spain","san sebastian guipuscoa","san sebastian airport","eas","leso"
"spain","santander","santander airport","sdr","lexj"
"spain","santiago de compostela","santiago airport","scq","lest"
"spain","sevilla","seville airport","svq","lezl"
"spain","valencia","valencia airport","vlc","levc"
"spain","valladolid","valladolid airport","vll","levd"
"spain","vigo pontevedra","vigo airport","vgo","levx"
"spain","vitoria-gasteiz","vitoria airport","vit","levt"
"spain","zaragoza","zaragoza airport","zaz","lezg"
"sri lanka","anuradhapura","anuradhapura","adp","vcca"
"sri lanka","batticaloa","batticaloa ab","btc","vccb"
"sri lanka","colombo","bandaranaike intl","cmb","vcbi"
"sri lanka","colombo","ratmalana","rml","vccc"
"sri lanka","gal oya","amparai","goy","vccg"
"sri lanka","jaffna","kankesanturai ab","jaf","vccj"
"sri lanka","trincomalee","china bay ab","trr","vcct"
"st. vincent & grenadines","st vincent","e t joshua","svd","tvsv"
"st. vincent & grenadines","union i.","union i. intl","uni","tvsu"
"sudan","atbara","atbara","atb","hsat"
"sudan","dinder","galegu","dnx","hsgg"
"sudan","dongola","dongola","dog","hsdn"
"sudan","el fasher","el fasher","elf","hsfs"
"sudan","el nahud","el nahud","nud","hsnh"
"sudan","el obeid","el obeid","ebd","hsob"
"sudan","gedaref","gedaref","gsu","hsgf"
"sudan","geneina","geneina","egn","hsgn"
"sudan","juba","juba","jub","hssj"
"sudan","kassala","kassala","ksl","hska"
"sudan","khartoum","khartoum","krt","hsss"
"sudan","kosti","kosti","kst","hski"
"sudan","malakal","malakal","mak","hssm"
"sudan","merowe","merowe","mwe","hsmr"
"sudan","new halfa","new halfa","nhf","hsnw"
"sudan","nyala","nyala","uyl","hsnl"
"sudan","port sudan","port sudan","pzu","hspn"
"sudan","wadi halfa","wadi halfa","whf","hssw"
"sudan","wau","wau","wuu","hsww"
"suriname","paloemeu","vincent faiks","oem","smpa"
"suriname","paramaribo","zorg en hoop","org","smzo"
"suriname","zandery","j.a. pengel intl","pbm","smjp"
"swaziland","manzani","matsapha airport","mts","fdms"
"sweden","angelholm","angelholm","agh","esta"
"sweden","arvidsjaur","arvidsjaur","ajr","esnx"
"sweden","borlange","borlange","ble","essd"
"sweden","eskilstuna","eskilstuna","ekt","essu"
"sweden","gallivare","gallivare","gev","esng"
"sweden","gavle-sandviken","gavle-sandviken","gvx","essk"
"sweden","goteborg","goteborg city airport","gse","esgp"
"sweden","goteborg","landvetter","got","esgg"
"sweden","hagfors","hagfors","hfs","esoh"
"sweden","halmstad","halmstad","had","esmt"
"sweden","hemavan","hemavan","hmv","esut"
"sweden","hudiksvall","hudiksvall","huv","esnh"
"sweden","hultsfred","hultsfred","hlf","essf"
"sweden","idre","idre","idb","esue"
"sweden","jonkoping","jonkoping","jkg","esgj"
"sweden","kalmar","kalmar","klr","esmq"
"sweden","karlskoga","karlskoga","ksk","eskk"
"sweden","karlstad","karlstad","ksd","esok"
"sweden","kiruna","kiruna","krn","esnq"
"sweden","kramfors","kramfors","krf","esnk"
"sweden","kristianstad","kristianstad","kid","esmk"
"sweden","lidkoping","lidkoping","ldk","esgl"
"sweden","linkoping","saab","lpi","essl"
"sweden","lulea","kallax","lla","espa"
"sweden","lycksele","lycksele","lyc","esnl"
"sweden","malmo","sturup","mmx","esms"
"sweden","mora","siljan","mxx","eskm"
"sweden","norrkoping","kungsangen","nrk","essp"
"sweden","orebro","orebro","orb","esoe"
"sweden","ornskoldsvik","ornskoldsvik","oer","esno"
"sweden","oskarshamn","oskarshamn","osk","esmo"
"sweden","ostersund","froson","osd","espc"
"sweden","pajala","pajala","pja","esup"
"sweden","ronneby","ronneby","rnb","esdf"
"sweden","skelleftea","skelleftea","sft","esns"
"sweden","skovde","skovde","kvb","esgr"
"sweden","soderhamn","soderhamn","soo","esny"
"sweden","stockholm","arlanda","arn","essa"
"sweden","stockholm","bromma","bma","essb"
"sweden","stockholm","skavsta","nyo","eskn"
"sweden","storuman","storuman","sqo","esud"
"sweden","sundsvall","sundsvall - harnosand","sdl","esnn"
"sweden","sveg","sveg","evg","esnd"
"sweden","torsby","fryklanda","tyf","esst"
"sweden","trollhattan - vanersborg","trollhattan - vanersborg","thn","esgt"
"sweden","umea","umea","ume","esnu"
"sweden","vasteras","hasslo","vst","esow"
"sweden","vastervik","vastervik","vvk","essw"
"sweden","vaxjo","kronoberg","vxo","esmx"
"sweden","vilhelmina","vilhelmina","vhm","esnv"
"sweden","visby","visby","vby","essv"
"switzerland","bern","bern - belp","brn","lszb"
"switzerland","geneva","geneva - cointrin","gva","lsgg"
"switzerland","lugano","lugano airport","lug","lsza"
"switzerland","samedan","samedan airport","smv","lszs"
"switzerland","sion","sion airport","sir","lsgs"
"switzerland","st gallen","st gallen - altenrhein","ach","lszr"
"switzerland","zurich","zurich airport","zrh","lszh"
"syria","aleppo","aleppo intl","alp","osap"
"syria","damascus","damascus intl","dam","osdi"
"syria","deir zzor","deir zzor","dez","osdz"
"syria","kamishly","kamishly","kac","oskl"
"syria","latakia","bassel al-assad intl","ltk","oslk"
"syria","palmyra","palmyra","pms","ospr"
"taiwan republic of china","kaohsiung city","kaohsiung intl airport","khh","rckh"
"taiwan republic of china","taipei","chiang kai-shek intl airport","tpe","rctp"
"taiwan republic of china","taipei","taipei songshan airport","tsa","rcss"
"tajikistan","dushanbe","dushanbe","dyu","utdd"
"tajikistan","khudzhand","khudzhand","lbd","utdl"
"tanzania","arusha","arusha","ark","htar"
"tanzania","bukoba","bukoba","bkz","htbu"
"tanzania","dar-es-salaam","dar-es-salaam intl","dar","htda"
"tanzania","dodoma","dodoma","dod","htdo"
"tanzania","iringa","iringa","iri","htir"
"tanzania","kigoma","kigoma","tkq","htka"
"tanzania","kilimanjaro","kilimanjaro intl","jro","htkj"
"tanzania","kilwa masoko","kilwa masoko","kiy","htki"
"tanzania","lake manyara","lake manyara","lky","htlm"
"tanzania","lindi","lindi","ldi","htli"
"tanzania","mafia","mafia","mfa","htma"
"tanzania","masasi","masasi","xmi","htmi"
"tanzania","mbeya","mbeya","mbi","htmb"
"tanzania","mtwara","mtwara","myw","htmt"
"tanzania","musoma","musoma","muz","htmu"
"tanzania","mwadui","mwadui","mwn","htmd"
"tanzania","mwanza","mwanza","mwz","htmw"
"tanzania","nachingwea","nachingwea","nch","htna"
"tanzania","njombe","njombe","jom","htnj"
"tanzania","pemba","pemba","pma","htpe"
"tanzania","seronera","seronera","seu","htsn"
"tanzania","shinyanga","shinyanga","shy","htsy"
"tanzania","songea","songea","sgx","htso"
"tanzania","sumbawanga","sumbawanga","sut","htsu"
"tanzania","tabora","tabora","tbo","httb"
"tanzania","tanga","tanga","tgt","httg"
"tanzania","zanzibar","kisauni","znz","htza"
"thailand","bangkok","bangkok intl airport","bkk","vtbd"
"thailand","chiang mai","chiang mai intl airport","cnx","vtcc"
"thailand","chiang rai","chiang rai airport","n/a","vtcr"
"thailand","chiang rai","chiang rai intl airport","cei","vtct"
"thailand","chonburi (chon buri)","sattahip airport","qhi","vtbs"
"thailand","hat yai / songkhla","hat yai intl airport","hdy","vtss"
"thailand","hua hin / prachuap khiri khan","hua hin airport","hhq","vtph"
"thailand","kho samui (ko samui)","samui airport","usm","vtsm"
"thailand","khon kaen","khon kaen airport","kkc","vtuk"
"thailand","krabi","krabi airport","kbv","vtsg"
"thailand","lampang","lampang airport","lpt","vtcl"
"thailand","loei","loei airport","loe","vtul"
"thailand","mae hong son","mae hong son airport","hgn","vtch"
"thailand","mae sot","mae sot airport","maq","vtpm"
"thailand","nakhon phanom","nakhon phanom airport","kop","vtuw"
"thailand","nakhon ratchasima (khorat)","nakhon ratchasima airport","nak","vtuq"
"thailand","nakhon si thammarat","cha ian airport","nst","vtsn"
"thailand","nan","nan airport","nnt","vtcn"
"thailand","narathiwat","narathiwat airport","naw","vtsc"
"thailand","pattani","pattani airport","pan","vtsk"
"thailand","pattaya / rayong","u-tapao intl airport","utp","vtbu"
"thailand","phitsanulok","phitsanulok airport","phs","vtpp"
"thailand","phrae","phrae airport","prh","vtcp"
"thailand","phuket","phuket intl airport","hkt","vtsp"
"thailand","ranong","ranong airport","unn","vtsr"
"thailand","sakon nakhon","sakon nakhon airport","sno","vtui"
"thailand","songkhla","songkhla airport","sgz","vtsh"
"thailand","sukhothai","sukhothai airport","ths","vtpo"
"thailand","surat thani","surat thani airport","urt","vtsb"
"thailand","tak","tak airport","tkt","vtpt"
"thailand","trang","trang airport","tst","vtst"
"thailand","ubon ratchathani","ubon ratchathani airport","ubp","vtuu"
"thailand","udon thani","udon thani airport","uth","vtud"
"thailand","udon thani","udon thani intl airport","utp","vtud"
"thailand","uttaradit","uttaradit airport","utr","vtpu"
"togo","lome","tokoin","lfw","dxxx"
"togo","niamtougou","niamtougou","lrl","dxng"
"tonga","ha'apai-lifuka island","ha'apai-lifuka","hpa","nftl"
"tonga","niuatoputapu","niuatoputapu","ntt","nftp"
"tonga","nuku'alofa","fua'amotu intl","tbu","nftf"
"tonga","vava'u","vava'u","vav","nftv"
"trinidad & tobago","port of spain","piarco intl","pos","ttpp"
"tunesia","djerba","zarzis","dje","dttj"
"tunesia","el borma","el borma","ebm","dttr"
"tunesia","gafsa","ksar","gaf","dttf"
"tunesia","monastir","habib bourguiba","mir","dtmb"
"tunesia","sfax","thyna","sfa","dttx"
"tunesia","tabarka","tabarka 7 novembre","tbj","dtka"
"tunesia","tozeur","nefta","toe","dttz"
"tunesia","tunis","carthage","tun","dtta"
"turkey","adana","adana airport","ada","ltaf"
"turkey","adiyaman","adiyaman airport","adf","ltcp"
"turkey","agri","agri airport","aji","ltco"
"turkey","ankara","ankara esenboga intl airport","esb","ltac"
"turkey","antalya","antalya airport","ayt","ltai"
"turkey","balikesir","edremit korfez airport","edo","ltfd"
"turkey","batman","batman airport","bal","ltcj"
"turkey","bursa","bursa yenisehir airport","yei","ltbr"
"turkey","canakkale","canakkale airport","ckz","ltbh"
"turkey","denizli","denizli cardak airport","dnz","ltay"
"turkey","diyarbakir","diyarbakir airport","diy","ltcc"
"turkey","elazig","elazig airport","ezs","ltca"
"turkey","erzincan","erzincan airport","erc","ltcd"
"turkey","erzurum","erzurum airport","erz","ltce"
"turkey","gaziantep","oguzeli airport","gzt","ltaj"
"turkey","isparta","suleyman demirel airport","ise","ltfc"
"turkey","istanbul","istanbul ataturk intl airport","ist","ltba"
"turkey","istanbul","istanbul sabiha gokcen intl ai","saw","ltfj"
"turkey","izmir","izmir adnan menderes airport","adb","ltbj"
"turkey","kahramanmaras","kahramanmaras airport","kcm","ltcn"
"turkey","kars","kars airport","ksy","ltcf"
"turkey","kayseri","kayseri erkilet intl airport","asr","ltau"
"turkey","konya","konya airport","kya","ltan"
"turkey","malatya","malatya erhac airport","mlx","ltat"
"turkey","mardin","mardin airport","mqm","ltcr"
"turkey","milas","milas-bodrum airport","bjv","ltfe"
"turkey","mugla","dalaman airport","dlm","ltbs"
"turkey","mus","mus airport","msr","ltck"
"turkey","nevsehir","nevsehir kapadokya airport","nav","ltaz"
"turkey","samsun","samsun carsamba airport","szf","ltfh"
"turkey","sanliurfa","sanliurfa airport","sfq","ltch"
"turkey","siirt","siirt airport","sxz","ltcl"
"turkey","sivas","sivas airport","vas","ltar"
"turkey","tekirdag","corlu airport","teq","ltbu"
"turkey","trabzon","trabzon airport","tzx","ltcg"
"turkey","van","van ferit melen airport","van","ltci"
"turkmenistan","ashgabat","ashgabat","asb","utaa"
"turks & caicos","grand turk i.","grand turk intl","gdt","mbgt"
"tuvalu","funafuti","funafuti intl airport","fun","ngfu"
"uganda","arua","arua","rua","huar"
"uganda","entebbe","entebbe intl","ebb","huen"
"uganda","gulu","gulu","ulu","hugu"
"uganda","jinja","jinja","jin","huji"
"uganda","kasese","kasese","kse","huks"
"uganda","masindi","masindi","kcu","humi"
"uganda","mbarara","mbarara","mbq","huma"
"uganda","pakuba","pakuba","paf","hupa"
"uganda","soroti","soroti","srt","huso"
"uganda","tororo","tororo","try","huto"
"ukraine","dnipropetrovsk","dnipropetrovsk airport","dnk","ukdd"
"ukraine","donetsk","donetsk airport","dok","ukcc"
"ukraine","ivano-frankivsk","ivano-frankivsk airport","ifo","ukli"
"ukraine","kharkiv","osnova airport","hrk","ukhh"
"ukraine","kiev","boryspil intl airport","kbp","ukbb"
"ukraine","kiev","zhuliany intl airport","iev","ukkk"
"ukraine","krivoi rog","lozuvatka intl airport","kwg","ukdr"
"ukraine","lviv","lviv airport","lwo","ukll"
"ukraine","mykolaiv","mykolaiv airport","nlv","ukon"
"ukraine","odessa","odessa airport","ods","ukoo"
"ukraine","rivne","rivne airport","rwn","uklr"
"ukraine","simferopol","simferopol airport","sip","ukff"
"ukraine","uzhhorod","uzhhorod airport","udj","uklu"
"ukraine","vinnytsia","vinnytsia airport","vin","ukww"
"ukraine","zaporizhzhia","zaporizhzhia intl airport","ozh","ukde"
"united arab emirates","abu dhabi","abu dhabi intl","auh","omaa"
"united arab emirates","abu dhabi","bateen","azi","omad"
"united arab emirates","al ain","al ain intl","aan","omal"
"united arab emirates","dubai","dubai intl","dxb","omdb"
"united arab emirates","fujairah","fujairah intl","fjr","omfj"
"united arab emirates","ras al khaimah","khaimah intl","rkt","omrk"
"united arab emirates","sharjah","sharjah intl","shj","omsj"
"united kingdom","aberdeen","aberdeen airport","abz","egpd"
"united kingdom","aikerness","westray airport","wry","egew"
"united kingdom","alderney","alderney airport","aci","egja"
"united kingdom","balemartine","tiree airport","tre","egpu"
"united kingdom","barra","barra airport","brr","egpr"
"united kingdom","barrow-in-furness","barrow/walney island airport","bwf","egnl"
"united kingdom","basingstoke","lasham airfield","qla","eghl"
"united kingdom","belfast","belfast intl airport","bfs","egaa"
"united kingdom","belfast","george best belfast city airpo","bhd","egac"
"united kingdom","benbecula","benbecula airport","beb","egpl"
"united kingdom","birmingham","birmingham intl airport","bhx","egbb"
"united kingdom","blackpool","blackpool intl airport","blk","egnh"
"united kingdom","bournemouth","bournemouth airport","boh","eghh"
"united kingdom","bristol","bristol intl airport","brs","eggd"
"united kingdom","camberley","blackbushe airport","bbs","eglk"
"united kingdom","cambridge","cambridge city airport","cbg","egsc"
"united kingdom","campbeltown","campbeltown airport","cal","egec"
"united kingdom","canterbury","kent intl airport","mse","egmh"
"united kingdom","cardiff","cardiff intl airport","cwl","egff"
"united kingdom","carlisle","carlisle airport","cax","egnc"
"united kingdom","chester","hawarden airport","ceg","egnr"
"united kingdom","coventry","coventry airport","cvt","egbe"
"united kingdom","derry","city of derry airport","ldy","egae"
"united kingdom","dundee","dundee airport","dnd","egpn"
"united kingdom","edinburgh","edinburgh airport","edi","egph"
"united kingdom","enniskillen","enniskillen/st angelo airport","enk","egab"
"united kingdom","exeter","exeter intl airport","ext","egte"
"united kingdom","farnborough","farnborough airfield","fab","eglf"
"united kingdom","filton","filton aerodrome","fzo","egtg"
"united kingdom","glasgow","glasgow intl airport","gla","egpf"
"united kingdom","glasgow","glasgow prestwick intl airport","pik","egpk"
"united kingdom","guernsey","guernsey airport","gci","egjb"
"united kingdom","haverfordwest","haverfordwest aerodrome","haw","egfe"
"united kingdom","inverness","inverness airport","inv","egpe"
"united kingdom","islay","islay airport","ily","egpi"
"united kingdom","isle of man","isle of man airport","iom","egns"
"united kingdom","jersey","jersey airport","jer","egjj"
"united kingdom","kingston upon hull","humberside airport","huy","egnj"
"united kingdom","kirkwall","kirkwall airport","koi","egpa"
"united kingdom","lerwick","scatsta airport","scs","egpm"
"united kingdom","lerwick","tingwall airport","lwk","eget"
"united kingdom","liverpool","liverpool john lennon airport","lpl","eggp"
"united kingdom","london","london biggin hill airport","bqh","egkb"
"united kingdom","london","london city airport","lcy","eglc"
"united kingdom","london","london gatwick airport","lgw","egkk"
"united kingdom","london","london heathrow airport","lhr","egll"
"united kingdom","london","london luton airport","ltn","eggw"
"united kingdom","london","london stansted airport","stn","egss"
"united kingdom","lydd","london ashford airport","lyx","egmd"
"united kingdom","manchester","manchester intl airport","man","egcc"
"united kingdom","newcastle upon tyne","newcastle airport","ncl","egnt"
"united kingdom","newquay","newquay cornwall intl airport","nqy","egdq"
"united kingdom","north ronaldsay","north ronaldsay airport","nrl","egen"
"united kingdom","northampton","sywell aerodrome","orm","egbk"
"united kingdom","norwich","norwich intl airport","nwi","egsh"
"united kingdom","nottingham","nottingham airport","nqt","egbn"
"united kingdom","notts/derby/leicester","nottingham east midlands airpo","ema","egnx"
"united kingdom","oxford","oxford airport","oxf","egtk"
"united kingdom","papa westray","papa westray airport","ppw","egep"
"united kingdom","perth","perth airport (scotland)","psl","egpt"
"united kingdom","plymouth","plymouth city airport","plh","eghd"
"united kingdom","redhill","redhill airport","krh","egkr"
"united kingdom","rochester","rochester airport england","rcs","egto"
"united kingdom","sandown","bembridge airport","bbp","eghj"
"united kingdom","sheffield","sheffield city airport","sze","egsy"
"united kingdom","shetland islands","sumburgh airport","lsi","egpb"
"united kingdom","shoreham-by-sea","shoreham airport","esh","egka"
"united kingdom","south yorkshire","robin hood airport doncaster s","dsa","egcn"
"united kingdom","southampton","southampton airport","sou","eghi"
"united kingdom","southend-on-sea","london southend airport","sen","egmc"
"united kingdom","st just in penwith","land's end airport","leq","eghc"
"united kingdom","st. mary's","st. mary's airport","isc","eghe"
"united kingdom","staverton","gloucestershire airport","glo","egbj"
"united kingdom","stornoway","stornoway airport","syy","egpo"
"united kingdom","swansea","swansea airport","sws","egfh"
"united kingdom","tees valley","durham tees valley airport","mme","egnv"
"united kingdom","upavon","upavon airfield","upv","egdj"
"united kingdom","west yorkshire","leeds bradford intl airport","lba","egnm"
"united kingdom","whalsay","whalsay airport","whs","egeh"
"united kingdom","wick","wick airport","wic","egpc"
"uruguay","artigas","artigas intl","ati","suag"
"uruguay","colonia","colonia international","cyr","suca"
"uruguay","durazno","santa bernardina intl","dzo","sudu"
"uruguay","maldonado","capitan curbelo intl","pdp","suls"
"uruguay","melo","cerro largo intl","mlz","sumo"
"uruguay","montevideo","carrasco intl/gen c l berisso","mvd","sumu"
"uruguay","paysandu","tydeo larre borges intl","pdu","supu"
"uruguay","rivera","rivera intl","rvy","surv"
"uruguay","salto","salto nueva hesperides intl","sty","suso"
"uruguay","tacuarembo","tacuarembo","taw","sutb"
"uruguay","treinta y tres","treinta y tres","tyt","sutr"
"uruguay","vichadero","vichadero","vch","suvo"
"us virgin islands","st croix i","henry e rohlsen","stx","tisx"
"us virgin islands","st thomas i/charlotte amalie","king","stt","tist"
"usa","aberdeen south dakota","aberdeen regional airport","abr","kabr"
"usa","abilene texas","abilene regional airport","abi","kabi"
"usa","akron ohio","akron-canton regional airport","cak","kcak"
"usa","albany georgia","southwest georgia regional air","aby","kaby"
"usa","albany new york","albany intl airport","alb","kalb"
"usa","albuquerque new mexico","albuquerque intl sunport","abq","kabq"
"usa","alexandria louisiana","alexandria intl airport","aex","kaex"
"usa","allentown pennsylvania","lehigh valley intl airport","abe","kabe"
"usa","alpena michigan","alpena county regional airport","apn","kapn"
"usa","altoona pennsylvania","altoona-blair county airport","aoo","kaoo"
"usa","amarillo texas","rick husband amarillo intl air","ama","kama"
"usa","anchorage alaska","lake hood seaplane base","lhd","palh"
"usa","anchorage alaska","merrill field","mri","pamr"
"usa","anchorage alaska","ted stevens anchorage intl air","anc","panc"
"usa","aniak alaska","aniak airport","ani","pani"
"usa","appleton wisconsin","outagamie county regional airp","atw","katw"
"usa","arcata/eureka california","arcata airport","acv","kacv"
"usa","arlington (washington d.c.)","ronald reagan washington natio","dca","kdca"
"usa","asheville north carolina","asheville regional airport","avl","kavl"
"usa","aspen colorado","aspen-pitkin county airport (s","ase","kase"
"usa","athens georgia","athens-ben epps airport","ahn","kahn"
"usa","atlanta georgia","hartsfield-jackson atlanta int","atl","katl"
"usa","atlantic city new jersey","atlantic city intl airport","acy","kacy"
"usa","augusta georgia","augusta regional airport at bu","ags","kags"
"usa","austin texas","austin-bergstrom intl airport","aus","kaus"
"usa","bakersfield california","meadows field airport","bfl","kbfl"
"usa","baltimore maryland","baltimore-washington intl thur","bwi","kbwi"
"usa","bangor maine","bangor intl airport","bgr","kbgr"
"usa","bar harbor maine","hancock county-bar harbor airp","bhb","kbhb"
"usa","barrow alaska","wiley post-will rogers memoria","brw","pabr"
"usa","baton rouge louisiana","baton rouge metropolitan airpo","btr","kbtr"
"usa","beaumont texas","southeast texas regional airpo","bpt","kbpt"
"usa","bedford massachusetts","laurence g. hanscom field / ha","bed","kbed"
"usa","bellingham washington","bellingham intl airport","bli","kbli"
"usa","bemidji minnesota","bemidji regional airport","bji","kbji"
"usa","bethel alaska","bethel airport","bet","pabe"
"usa","billings montana","billings logan intl airport","bil","kbil"
"usa","binghamton new york","greater binghamton airport (ed","bgm","kbgm"
"usa","birmingham alabama","birmingham intl airport","bhm","kbhm"
"usa","bismarck north dakota","bismarck municipal airport","bis","kbis"
"usa","bloomington illinois","central illinois regional airp","bmi","kbmi"
"usa","boise idaho","boise air terminal (gowen fiel","boi","kboi"
"usa","boston massachusetts","gen. edward lawrence logan int","bos","kbos"
"usa","bozeman montana","gallatin field airport","bzn","kbzn"
"usa","brainerd minnesota","brainerd lakes regional airpor","brd","kbrd"
"usa","brownsville texas","brownsville/south padre island","bro","kbro"
"usa","brunswick georgia","brunswick golden isles airport","bqk","kbqk"
"usa","buffalo new york","buffalo niagara intl airport","buf","kbuf"
"usa","bullhead city arizona","laughlin/bullhead intl airport","ifp","kifp"
"usa","burbank california","bob hope airport","bur","kbur"
"usa","burlington vermont","burlington intl airport","btv","kbtv"
"usa","butte montana","bert mooney airport","btm","kbtm"
"usa","carlsbad california","mcclellan-palomar airport","crq","kcrq"
"usa","casper wyoming","natrona county intl airport","cpr","kcpr"
"usa","cedar city utah","cedar city regional airport","cdc","kcdc"
"usa","cedar rapids iowa","the eastern iowa airport","cid","kcid"
"usa","champaign / urbana illinois","university of illinois - willa","cmi","kcmi"
"usa","chantilly (washington d.c.)","washington dulles intl airport","iad","kiad"
"usa","charleston south carolina","charleston intl airport (civil","chs","kchs"
"usa","charleston west virginia","yeager airport","crw","kcrw"
"usa","charlevoix michigan","charlevoix municipal airport","cvx","kcvx"
"usa","charlotte north carolina","charlotte/douglas intl airport","clt","kclt"
"usa","charlottesville virginia","charlottesville-albemarle airp","cho","kcho"
"usa","chattanooga tennessee","chattanooga metropolitan airpo","cha","kcha"
"usa","cheyenne wyoming","cheyenne regional airport (jer","cys","kcys"
"usa","chicago illinois","chicago midway intl airport","mdw","kmdw"
"usa","chicago illinois","chicago o'hare intl airport","ord","kord"
"usa","chico california","chico municipal airport","cic","kcic"
"usa","clarksburg west virginia","harrison/marion regional airpo","ckb","kckb"
"usa","cleveland ohio","cleveland-hopkins intl airport","cle","kcle"
"usa","cody wyoming","yellowstone regional airport","cod","kcod"
"usa","college station texas","easterwood airport","cll","kcll"
"usa","colorado springs colorado","city of colorado springs munic","cos","kcos"
"usa","columbia missouri","columbia regional airport","cou","kcou"
"usa","columbia south carolina","columbia metropolitan airport","cae","kcae"
"usa","columbus georgia","columbus metropolitan airport","csg","kcsg"
"usa","columbus mississippi","golden triangle regional airpo","gtr","kgtr"
"usa","columbus ohio","port columbus intl airport","cmh","kcmh"
"usa","cordova alaska","merle k. mudhole smith airport","cdv","pacv"
"usa","corpus christi texas","corpus christi intl airport","crp","kcrp"
"usa","covington kentucky","cincinnati/northern kentucky i","cvg","kcvg"
"usa","crescent city california","jack mcnamara field airport","cec","kcec"
"usa","dallas texas","dallas love field","dal","kdal"
"usa","dallas-fort worth texas","dallas-fort worth intl airport","dfw","kdfw"
"usa","dayton ohio","james m. cox dayton intl airpo","day","kday"
"usa","daytona beach florida","daytona beach intl airport","dab","kdab"
"usa","deadhorse alaska","deadhorse airport","scc","pasc"
"usa","decatur illinois","decatur airport","dec","kdec"
"usa","denver colorado","denver intl airport","den","kden"
"usa","des moines iowa","des moines intl airport","dsm","kdsm"
"usa","detroit michigan","detroit metropolitan wayne cou","dtw","kdtw"
"usa","dillingham alaska","dillingham airport","dlg","padl"
"usa","dothan alabama","dothan regional airport","dhn","kdhn"
