"inverted common name","scientific name","where listed","lead region","listing status"
"quillwort louisiana","isoetes louisianensis","NULL","4","e"
"quillwort mat-forming","isoetes tegetiformans","NULL","4","e"
"quillwort orcutt's","isoetes orcuttii","NULL","1","not listed"
"quillwort pitted","isoetes foveolata","NULL","5","not listed"
"quillwort pygmy","isoetes bolanderi pygmaea","NULL","1","not listed"
"quillwort rock","isoetes lithophylla","NULL","2","not listed"
"quillwort [unnamed]","isoetes flaccida","NULL","4","not listed"
"quillwort virginia","isoetes virginica","NULL","5","not listed"
"quina","antirhea portoricensis","NULL","4","not listed"
"quokka","setonix brachyurus","entire","foreign","e"
"rabbit appalachian cottontail","sylvilagus obscurus","entire","4","not listed"
"rabbit brush","sylvilagus bachmani","entire","1","not listed"
"rabbit davis mountains cottontail","sylvilagus floridanus robustus","entire","2","not listed"
"rabbit lower keys marsh","sylvilagus palustris hefneri","entire","4","e"
"rabbit micco cottontail","sylvilagus floridanus ammophilus","entire","4","not listed"
"rabbit new england cottontail","sylvilagus transitionalis","entire","5","c"
"rabbit pygmy","brachylagus idahoensis","columbia basin dps","1","e"
"rabbit pygmy","brachylagus idahoensis","entire","1","not listed"
"rabbit riparian brush","sylvilagus bachmani riparius","entire","8","e"
"rabbit ryukyu","pentalagus furnessi","entire","foreign","e"
"rabbitsfoot","quadrula cylindrica cylindrica","entire","4","c"
"rabbitsfoot rough","quadrula cylindrica strigillata","entire","5","e"
"rabbit smiths island cottontail","sylvilagus floridanus hitchensi","entire","5","not listed"
"rabbit volcano","romerolagus diazi","entire","foreign","e"
"rabdotus santa rita","naesiotus christenseni","entire","2","not listed"
"raccoon key vaca","procyon lotor auspicatus","entire","4","not listed"
"raccoon key west","procyon lotor incautus","entire","4","not listed"
"racer st. croix","alsophis sancticrucis","entire","4","not listed"
"ragwort ertter's","senecio ertterae","NULL","1","not listed"
"ragwort piedmont","packera millefolia","NULL","4","not listed"
"ragwort pussytoes","senecio antennariifolius","NULL","5","not listed"
"railardella scabrid","raillardella scabrida","NULL","1","not listed"
"rail aukland island","rallus pectoralis muelleri","entire","foreign","e"
"rail barred-wing","rallus poecilopterus","entire","foreign","ur"
"rail black","laterallus jamaicensis","entire","3","not listed"
"rail bogota","rallus semiplumbeus","entire","foreign","ur"
"rail california black","laterallus jamaicensis ssp. coturniculus","entire","8","not listed"
"rail california clapper","rallus longirostris obsoletus","entire","8","e"
"rail clapper","rallus longirostris","entire","4","not listed"
"rail guam","rallus owstoni","entire except rota","1","e"
"rail guam","rallus owstoni","rota","1","expn"
"rail junin","laterallus tuerosi","entire","9","pe"
"rail king","rallus elegans","entire","4","not listed"
"raillardella muir's","raillardella muirii","NULL","1","not listed"
"raillardella showy","raillardella pringlei","NULL","1","not listed"
"railliardia sherff","dubautia sherffiana","NULL","1","not listed"
"rail light-footed clapper","rallus longirostris levipes","u.s.a. only","8","e"
"rail lord howe wood","gallirallus (=tricholimnas) sylvestris","entire","foreign","e"
"rail mangrove clapper","rallus longirostris insularum","entire","4","not listed"
"rail yuma clapper","rallus longirostris yumanensis","u.s.a. only","2","e"
"rams-horn acorn","planorbella multivolvis","entire","3","not listed"
"rams-horn great basin","helisoma newberryi","entire","6","not listed"
"rams-horn greenfield","taphius eucosmius eucosmius","entire","4","not listed"
"rams-horn knobby","vorticifex sp","entire","8","ur"
"rams-horn lamb","planorbella oregonensis","entire","6","not listed"
"ramshorn magnificent","planorbella magnifica","entire","4","c"
"raspberry cuyamaca","rubus glaucifolius ganderi","NULL","1","not listed"
"rat false water","xeromys myoides","entire","foreign","e"
"rat-kangaroo brush-tailed","bettongia penicillata","entire","foreign","e"
"rat-kangaroo desert (=plain)","caloprymnus campestris","entire","foreign","e"
"rat-kangaroo gaimard's","bettongia gaimardi","entire","foreign","e"
"rat-kangaroo lesuer's","bettongia lesueur","entire","foreign","e"
"rat-kangaroo queensland","bettongia tropica","entire","foreign","e"
"rat stick-nest","leporillus conditor","entire","foreign","e"
"rattlesnake arizona ridge-nosed","crotalus willardi willardi","entire","2","not listed"
"rattlesnake aruba island","crotalus unicolor","entire","foreign","t"
"rattlesnake mojave green","crotalus scutulatus ssp. scutulatus","entire","2","not listed"
"rattlesnake new mexican ridge-nosed","crotalus willardi obscurus","entire","2","t"
"rattlesnake northern red diamond","crotalus ruber ruber","entire","1","not listed"
"rattlesnake root barbed","prenanthes barbata","NULL","4","not listed"
"rattlesnake root boott's","prenanthes boottii","NULL","5","not listed"
"rattlesnake root mountain","prenanthes roanensis","NULL","4","not listed"
"rattlesnake speckled","crotalinae mitchellii","entire","6","not listed"
"rattlesnake timber","crotalus horridus","entire","na","not listed"
"rattleweed cima","astragalus cimae cimae","NULL","1","not listed"
"rattleweed hairy","baptisia arachnifera","NULL","4","e"
"redhorse gray","moxostoma congestum","entire","2","not listed"
"redhorse greater","moxostoma valenciennesi","entire","6","not listed"
"redhorse robust","moxostoma robustum","entire","4","not listed"
"redhorse sicklefin","moxostoma sp.","entire","4","c"
"reduviid smith's siacellan","saicella smithi","entire","1","not listed"
"reedgrass cain's","calamagrostis cainii","NULL","4","not listed"
"reedgrass dense","calamagrostis densa","NULL","1","not listed"
"reedgrass hillegrand's","calamagrostis hillebrandii","NULL","1","c"
"reedgrass leafy","calamagrostis foliosa","NULL","1","not listed"
"reedgrass maui","calamagrostis expansa","NULL","1","c"
"reedgrass northern (=new england)","calamagrostis inexpansa novae-angliae","NULL","5","not listed"
"reedgrass ofer hollow","calamagrostis porteri insperata","NULL","3","not listed"
"reedgrass porter's","calamagrostis porteri","NULL","4","not listed"
"reedgrass thurber's","calamagrostis crassiglumis","NULL","1","not listed"
"reedgrass [unnamed]","calamagrostis nubila","NULL","5","not listed"
"reedgrass [unnamed]","calamagrostis tweedyi","NULL","1","not listed"
"reedgrass wood","calamagrostis perplexa","NULL","5","not listed"
"reed-mustard barneby","schoenocrambe barnebyi","NULL","6","e"
"reed-mustard clay","schoenocrambe argillacea","NULL","6","t"
"reed-mustard shrubby","schoenocrambe suffrutescens","NULL","6","e"
"rein orchid alaska","platanthera unalascensis maritima","NULL","1","not listed"
"rein-orchid southern","platanthera flava","NULL","4","not listed"
"remya maui","remya mauiensis","NULL","1","e"
"rhea lesser (incl. darwin's)","rhea (=pterocnemia) pennata","entire","foreign","e"
"rhinoceros black","diceros bicornis","entire","foreign","e"
"rhinoceros great indian","rhinoceros unicornis","entire","foreign","e"
"rhinoceros javan","rhinoceros sondaicus","entire","foreign","e"
"rhinoceros northern white","ceratotherium simum cottoni","entire","foreign","e"
"rhinoceros sumatran","dicerorhinus sumatrensis","entire","foreign","e"
"rhododendron baker's","rhododendron bakeri","NULL","4","not listed"
"rhododendron chapman","rhododendron chapmanii","NULL","4","e"
"rhododendron [unnamed]","rhododendron austrinum","NULL","4","not listed"
"rice rat","oryzomys palustris natator","lower fl keys (west of seven mile bridge)","4","e"
"rice rat coues'","oryzomys couesi aquaticus","entire","2","not listed"
"rice rat pine island","oryzomys palustris planirostris","entire","4","not listed"
"rice rat sanibel island","oryzomys palustris sanibeli","entire","4","not listed"
"rice rat silver","oryzomys argentatus","entire","na","not listed"
"ridge-cress barneby","lepidium barnebyanum","NULL","6","e"
"riffle beetle brownish dubiraphian","dubiraphia brunnescens","entire","1","not listed"
"riffle beetle brown's microcylloepus","microcylloepus browni","entire","6","not listed"
"riffle beetle brown's optioservus","optioservus browni","entire","4","not listed"
"riffle beetle devil's hole warm spring","stenelmis calida calida","entire","1","ur"
"riffle beetle douglas stenelmis","stenelmis douglasensis","entire","3","not listed"
"riffle beetle dubiraphian","dubiraphia sp.","entire","5","not listed"
"riffle beetle gammon's stenelmis","stenelmis gammoni","entire","4","not listed"
"riffle beetle giuliani's dubiraphian","dubiraphia giulianii","entire","1","not listed"
"riffle beetle little","dubiraphia parva","entire","4","not listed"
"riffle beetle marron's san carlos","huleechius marroni carolus","entire","2","not listed"
"riffle beetle moapa warm springs","stenelmis calida moapa","entire","1","ur"
"riffle beetle parker's","cylloepus parkeri","entire","2","not listed"
"riffle beetle pinnacles optioservus","optioservus canus","entire","1","not listed"
"riffle beetle robust dubiraphian","dubiraphia robusta","entire","3","not listed"
"riffle beetle scott optioservus","optioservus phaeus","entire","6","not listed"
"riffle beetle stephan's","heterelmis stephani","entire","2","c"
"riffle beetle [unnamed]","microcylleopus fomicoideus","entire","1","not listed"
"riffle beetle [unnamed]","microcylleopus similis","entire","1","not listed"
"riffle beetle wawona","atractelmis wawona","entire","1","not listed"
"riffleshell angled","epioblasma biemarginata","entire","4","not listed"
"riffleshell northern","epioblasma torulosa rangiana","entire","5","e"
"riffleshell tan","epioblasma florentina walkeri (=e. walkeri)","entire","4","e"
"riffleshell tennessee","epioblasma propinqua","entire","4","not listed"
"ring pink (mussel)","obovaria retusa","entire","4","e"
"ring pink (mussel)","obovaria retusa","u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))","4","expn"
"ringstem sticky","anulocaulis leiosolenus","NULL","6","not listed"
"ringtail","bassariscus astutus","entire","6","not listed"
"riversnail anthony's","athearnia anthonyi","entire range; except where listed as experimental populations","4","e"
"riversnail anthony's","athearnia anthonyi","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
"riversnail anthony's","athearnia anthonyi","u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))","4","expn"
"riversnail spiny","io fluvialis","entire","5","ur"
"roach gualala","lavinia symmetricus parvipinnis","entire","1","not listed"
"roach pit","lavinia symmetricus mitrulus","entire","1","not listed"
"roach red hills","lavinia symmetricus ssp.","entire","1","not listed"
"roach tuna cave","aspiduchus cavernicola","entire","4","not listed"
"robberfly antioch cophuran","cophura hurdi","entire","1","not listed"
"robberfly antioch efferian","efferia antiochi","entire","1","not listed"
"robberfly hurd's metapogon","metapogon hurdi","entire","1","not listed"
"robber fly oso flaco","ablautus schlingeri","entire","1","not listed"
"robin chatham island","petroica traversi","entire","foreign","e"
"robin dappled mountain","arcanator orostruthus","entire","foreign","t"
"robin scarlet-breasted (flycatcher)","petroica multicolor multicolor","entire","foreign","e"
"robin southern ryukyu","erithacus komadori subrufa","entire","foreign","ur"
"rock-aster alexander's","eurybia avitus","NULL","4","not listed"
"rock-cress bodie hills","arabis bodiensis","NULL","1","not listed"
"rock-cress boundary peak","arabis pinzlae","NULL","1","not listed"
"rock-cress braun's","arabis perstellata","NULL","4","e"
"rock-cress chico creek","arabis breweri austinae","NULL","1","not listed"
"rock-cress coast","arabis blepharophylla","NULL","1","not listed"
"rock-cress constance's","arabis constancei","NULL","1","not listed"
"rock-cress daggett","arabis demissa languida","NULL","6","not listed"
"rock-cress daggett","arabis demissa russeola","NULL","6","not listed"
"rockcress fremont county","boechera pusilla","NULL","6","c"
"rock-cress fruit","arabis fructicosa","NULL","6","not listed"
"rock-cress galena creek","arabis rigidissima demota","NULL","1","not listed"
"rockcress georgia","arabis georgiana","NULL","4","c"
"rock-cress hoffmann's","arabis hoffmannii","NULL","8","e"
"rock-cress johnston's","arabis johnstonii","NULL","1","not listed"
"rock-cress koehler's","arabis koehleri koehleri","NULL","1","not listed"
"rock-cress mcdonald's","arabis macdonaldiana","NULL","8","e"
"rock-cress modest","arabis modesta","NULL","1","not listed"
"rock-cress oregon","arabis oregana","NULL","1","not listed"
"rock-cress parish's","arabis parishii","NULL","1","not listed"
"rock-cress park","arabis vivariensis","NULL","6","not listed"
"rock-cress preston peak","arabis serpentinicola","NULL","1","not listed"
"rock-cress pygmy","arabis pygmaea","NULL","1","not listed"
"rock-cress san bernardino","arabis breweri pecuniaria","NULL","1","not listed"
"rockcress santa cruz island","sibara filifolia","NULL","8","e"
"rock-cress sapphire mt.","arabis fecunda","NULL","6","not listed"
"rock cress shale barren","arabis serotina","NULL","5","e"
"rock-cress shockley's","arabis shockleyi","NULL","1","not listed"
"rock-cress sp. nov. ined. (del norte)","arabis sp.","del norte","1","not listed"
"rock-cress sp. nov. ined. (gray knolls)","arabis sp.","gray knolls","6","not listed"
"rock-cress tiehm's","arabis tiehmii","NULL","1","not listed"
"rock-cress [unnamed]","arabis crandallii","NULL","6","not listed"
"rock-cress [unnamed]","arabis dispar","NULL","1","not listed"
"rock-cress [unnamed]","arabis falcatoria","NULL","6","not listed"
"rock-cress [unnamed]","arabis falcifructa","NULL","1","not listed"
"rock-cress [unnamed]","arabis gracilipes","NULL","2","not listed"
"rock-cress [unnamed]","arabis gunnisoniana","NULL","6","not listed"
"rock-cress [unnamed]","arabis koehleri stipitata","NULL","1","not listed"
"rock-cress [unnamed]","arabis ophira","NULL","1","not listed"
"rock-cress [unnamed]","arabis petiolaris","NULL","2","not listed"
"rock-cress [unnamed]","arabis williamsii","NULL","6","not listed"
"rock-cress waldo","arabis aculeolata","NULL","1","not listed"
"rock-daisy ajo","perityle ajoensis","NULL","2","not listed"
"rock-daisy chiricahua","perityle cochisensis","NULL","2","not listed"
"rock-daisy fish creek","perityle saxicola","NULL","2","not listed"
"rock-daisy glass mountain","perityle vitreomontana","NULL","2","not listed"
"rock-daisy gray","perityle cinerea","NULL","2","not listed"
"rock-daisy hueco","perityle huecoensis","NULL","2","not listed"
"rock-daisy nodding","perityle cernua","NULL","2","not listed"
"rock-daisy river","perityle warnockii","NULL","2","not listed"
"rock-daisy stairstep two-bristle","perityle bisetosa scalaris","NULL","2","not listed"
"rock-daisy two-bristle","perityle bisetosa bisetosa","NULL","2","not listed"
"rock-daisy [unnamed]","perityle gilensis salensis","NULL","2","not listed"
"rock-daisy [unnamed]","perityle lindheimeri halimifolia","NULL","2","not listed"
"rock-daisy [unnamed]","perityle lindheimeri lindheimeri","NULL","2","not listed"
"rockfish canary","sebastes pinniger","puget sound�georgia basin dps�u.s.a. (wa) and british columbia including puget sound and georgia basin.","nmfs","t"
"rockfish yelloweye","sebastes ruberrimus","puget sound�georgia basin dps�u.s.a. (wa) and british columbia including puget sound and georgia basin.","nmfs","t"
"rockfowl grey-necked","picathartes oreas","entire","foreign","e"
"rockfowl white-necked","picathartes gymnocephalus","entire","foreign","e"
"rock-fringe siskiyou","epilobium siskiyouense","NULL","1","not listed"
"rock lady","holmgrenanthe petrophila","NULL","1","not listed"
"rockmat chelan","petrophytum cinerascens","NULL","1","not listed"
"rock-mint felt leaf","monardella hypoleuca lanata","NULL","1","not listed"
"rock-rose diablo","helianthella castanea","NULL","1","not listed"
"rocksnail agate","leptoxis clipeata","entire","4","not listed"
"rocksnail armored","lithasia armigera","entire","4","not listed"
"rocksnail bigmouth","leptoxis occulata","entire","4","not listed"
"rocksnail coosa","leptoxis showalteri","entire","4","not listed"
"rocksnail helmet","lithasia duttoniana","entire","4","not listed"
"rocksnail interrupted","leptoxis formani deprecated","entire","4","not listed"
"rocksnail interrupted (=georgia)","leptoxis foremani","entire","4","e"
"rocksnail knobby","lithasia curta","entire","4","not listed"
"rocksnail lyrate","leptoxis lirata","entire","4","not listed"
"rocksnail maiden","leptoxis formosa","entire","4","not listed"
"rocksnail muddy","lithasia salebrosa","entire","4","not listed"
"rocksnail oblong","leptoxis compacta","entire","4","not listed"
"rocksnail onyx","leptoxis praerosa","entire","4","not listed"
"rocksnail ornate","lithasia geniculata","entire","4","not listed"
"rocksnail painted","leptoxis taeniata","entire","4","t"
"rocksnail plicate","leptoxis plicata","entire","4","e"
"rocksnail rotund","leptoxis ligata","entire","4","not listed"
"rocksnail round","leptoxis ampla","entire","4","t"
"rocksnail rugose","lithasia jayana","entire","4","not listed"
"rocksnail smooth","leptoxis virgata","entire","4","not listed"
"rocksnail spotted","leptoxis picta","entire","4","not listed"
"rocksnail striped","leptoxis vittata","entire","4","not listed"
"rocksnail varicose","lithasia verrucosa","entire","4","not listed"
"rocksnail warty","lithasia lima","entire","4","not listed"
"roller long-tailed ground","uratelornis chimaera","entire","foreign","e"
"rose grand canyon","rosa stellata abyssa","NULL","2","not listed"
"rose-mallow neches river","hibiscus dasycalyx","NULL","2","c"
"rosemary apalachicola","conradina glabra","NULL","4","e"
"rosemary cumberland","conradina verticillata","NULL","4","t"
"rosemary etonia","conradina etonia","NULL","4","e"
"rosemary-mint","poliomintha glabrescens","NULL","2","not listed"
"rosemary short-leaved","conradina brevifolia","NULL","4","e"
"rosemary [unnamed]","conradina grandiflora","NULL","4","not listed"
"roseroot leedy's","rhodiola integrifolia ssp. leedyi","NULL","3","t"
"rose small-leaved","rosa minutifolia","NULL","1","not listed"
"rosewood limestone","vauquelinia californica pauciflora","NULL","2","not listed"
"rosinweed fremont's","calycadenia fremontii","NULL","1","not listed"
"rosinweed hoover's","calycadenia hooveri","NULL","1","not listed"
"rosinweed [unnamed]","silphium brachiatum","NULL","4","not listed"
"rosinweed [unnamed]","silphium integrifolium gattingeri","NULL","4","not listed"
"rove beetle black lordithon","lordithon niger","entire","5","not listed"
"rush ahart's dwarf","juncus leiospermus var. ahartii","NULL","1","not listed"
"rush bog barnstable","juncus pervetus","NULL","5","not listed"
"rush new jersey","juncus caesariensis","NULL","5","not listed"
"rushpea broad-pod","caesalpinia brachycarpa","NULL","2","not listed"
"rush-pea slender","hoffmannseggia tenella","NULL","2","e"
"rush red bluff","juncus leiospermus leiospermus","NULL","1","not listed"
"rush-rose amador","helianthemum suffrutescens","NULL","1","not listed"
"rush-rose bushy","helianthemum dumosum","NULL","5","not listed"
"rush-rose island","helianthemum greenei","NULL","8","t"
"rush [unnamed]","juncus gymnocarpus","NULL","4","not listed"
"rush [unnamed]","juncus oronensis","NULL","5","not listed"
"sacahuista sand","nolina arenicola","NULL","2","not listed"
"sage aravaipa","salvia amissa","NULL","2","not listed"
"sage arctic","artemisia senjavinensis","NULL","7","not listed"
"sage big red","salvia penstemonoides","NULL","2","not listed"
"sage blodgett's","salvia blodgettii","NULL","4","not listed"
"sage brandegee's","salvia brandegei","NULL","1","not listed"
"sagebrush bolander's","artemisia cana bolanderi","NULL","1","not listed"
"sagebrush coaltown","artemisia argilosa","NULL","6","not listed"
"sagebrush porter","artemisia porteri","NULL","6","not listed"
"sage death valley","salvia funerea","NULL","1","not listed"
"sage desert","salvia eremostachya","NULL","1","not listed"
"sage-grouse greater","centrocercus urophasianus","bi-state","8","c"
"sage-grouse greater","centrocercus urophasianus","columbia basin dps wa","1","c"
"sage-grouse greater","centrocercus urophasianus","entire","6","c"
"sage-grouse gunnison","centrocercus minimus","entire","6","c"
"sage orocopia","salvia greatai","NULL","1","not listed"
"sage verde valley","salvia dorrii mearnsii","NULL","2","not listed"
"sagewort san diego","artemisia palmeri","NULL","6","not listed"
"sagittaria valley","sagittaria sanfordii","NULL","1","not listed"
"saiga mongolian (antelope)","saiga tatarica mongolica","entire","foreign","e"
"saiya","amoreuxia gonzalezii","NULL","2","not listed"
"saki southern bearded","chiropotes satanas satanas","entire","foreign","e"
"saki white-nosed","chiropotes albinasus","entire","foreign","e"
"salamander austin blind","eurycea waterlooensis","entire","2","c"
"salamander barton springs","eurycea sosorum","entire","2","e"
"salamander bay springs","plethodon ainsworthi","entire","4","not listed"
"salamander berry cave","gyrinophilus gulolineatus","entire","4","c"
"salamander black-bellied slender","batrachoseps nigriventris","entire","6","not listed"
"salamander breckenridge mountain slender","batrachoseps sp.","entire","1","not listed"
"salamander buttercup creek","eurycea sp.","buttercup creek","2","not listed"
"salamander caddo mountain","plethodon caddoensis","entire","4","not listed"
"salamander california tiger","ambystoma californiense","u.s.a. (ca - santa barbara county)","8","e"
"salamander california tiger","ambystoma californiense","u.s.a. (ca - sonoma county)","8","e"
"salamander california tiger","ambystoma californiense","u.s.a. (central ca dps not including santa barbara and sonoma dps)","8","t"
"salamander cascade caverns","eurycea latitans","entire","2","not listed"
"salamander cascade torrent","rhyacotriton cascadae","entire","6","not listed"
"salamander channel islands slender","batrachoseps pacificus pacificus","entire","1","not listed"
"salamander cheat mountain","plethodon nettingi","entire","5","t"
"salamander chinese giant","andrias davidianus (=davidianus d.)","entire","foreign","e"
"salamander coeur d'alene","plethodon idahoensis","entire","1","not listed"
"salamander columbia torrent","rhyacotriton kezeri","entire","6","not listed"
"salamander comal blind","eurycea tridentifera","entire","2","ur"
"salamander cow knob","plethodon punctatus","entire","5","not listed"
"salamander dark-sided","eurycea aquatica","entire","4","not listed"
"salamander del norte","plethodon elongatus","entire","1","not listed"
"salamander desert slender","batrachoseps aridus","entire","8","e"
"salamander dunn's","plethodon dunni","entire","6","not listed"
"salamander fourche mountain","plethodon fourchensis","entire","4","not listed"
"salamander frosted flatwoods","ambystoma cingulatum","entire","4","t"
"salamander georgetown","eurycea naufragia","entire","2","c"
"salamander georgia blind","haideotriton wallacei","entire","4","not listed"
"salamander green","aneides aeneus","entire","4","not listed"
"salamander inyo mountains slender","batrachoseps campi","entire","1","not listed"
"salamander japanese giant","andrias japonicus (=davidianus j.)","entire","foreign","e"
"salamander jemez mountains","plethodon neomexicanus","entire","2","c"
"salamander jollyville plateau","eurycea tonkawae","entire","2","c"
"salamander junaluska","eurycea junaluska","entire","4","not listed"
"salamander kern canyon slender","batrachoseps simatus","entire","1","not listed"
"salamander larch mountain","plethodon larselli","entire","1","ur"
"salamander limestone","hydromantes brunus","entire","1","not listed"
"salamander louisiana slimy","plethodon kisatchie","entire","4","not listed"
"salamander mount lyell","hydromantes platycephalus","entire","1","not listed"
"salamander northwestern","ambystoma gracile","entire","7","not listed"
"salamander oklahoma","eurycea tynerensis","entire","2","not listed"
"salamander olympic torrent","rhyacotriton olympicus","entire","1","not listed"
"salamander oregon slender","batrachoseps wrighti","entire","1","not listed"
"salamander ouachita dusky","desmognathus brimleyorum","entire","4","not listed"
"salamander owens valley web-toes","hydromantes sp.","entire","1","not listed"
"salamander pacific giant","dicamptodon tenebrosus","entire","6","not listed"
"salamander peaks of otter","plethodon hubrichti","entire","5","not listed"
"salamander pygmy","desmognathus wrighti","entire","4","not listed"
"salamander red hills","phaeognathus hubrichti","entire","4","t"
"salamander relictual slender","batrachoseps relictus","entire","1","not listed"
"salamander reticulated flatwoods","ambystoma bishopi","entire","4","e"
"salamander rich mountain","plethodon ouachitae","entire","4","not listed"
"salamander robust blind","typhlomolge robusta","entire","2","not listed"
"salamander sacramento mountain","aneides hardii","entire","2","not listed"
"salamander salado","eurycea chisholmensis","entire","2","c"
"salamander san marcos","eurycea nana","entire","2","t"
"salamander santa cruz long-toed","ambystoma macrodactylum croceum","entire","8","e"
"salamander scott bar","plethodon asupak","entire","1","not listed"
"salamander seepage","desmognathus aeneus","entire","4","not listed"
"salamander shasta","hydromantes shastae","entire","1","not listed"
"salamander shenandoah","plethodon shenandoah","entire","5","e"
"salamander siskiyou mountains","plethodon stormi","entire","8","not listed"
"salamander sonora tiger","ambystoma tigrinum stebbinsi","entire","2","e"
"salamander southern dusky","desmognatus auriculatus","entire","4","not listed"
"salamander southern torrent","rhyacotriton variegatus","entire","1","not listed"
"salamander techachapi slender","batrachoseps stebbinsi","entire","1","not listed"
"salamander tennessee cave","gyrinophilus palleucus","entire","4","not listed"
"salamander texas","eurycea neotenes","entire","2","ur"
"salamander texas blind","typhlomolge rathbuni","entire","2","e"
"salamander valdina farms","eurycea troglodytes","entire","2","not listed"
"salamander van dyke's","plethodon vandykei","entire","6","not listed"
"salamander western redback","plethodon vehiculum","entire","6","not listed"
"salamander west virginia spring","gyrinophilus subterraneus","entire","5","not listed"
"salmon atlantic","salmo salar","kennebec river dps","5","not listed"
"salmon atlantic","salmo salar","u.s.a. me gulf of maine atlantic salmon distinct population segment which includes all naturally reproducing wild populations and those river-specific hatchery populations of atlantic salmon having historical river-specific characteristics found north of and including tributaries of the lower kennebec river to but not including the mouth of the st. croix river at the u.s.-canda border. to date the services have determined that these populations are found in the dennys east machias machias pleasant narraguagus sheepscot and ducktrap rivers and in cove brook maine","5","not listed"
"salmon atlantic","salmo salar","u.s.a. me gulf of maine distinct population segment. the gom dps includes all anadromous atlantic salmon whose freshwater range occurs in the watersheds from the androscoggin river northward along the maine coast to the dennys river and wherever these fish occur in the estuarine and marine environment. the following impassable falls delimit the upstream extent of the freshwater range: rumford falls in the town of rumford on the androscoggin river; snow falls in the town of west paris on the little androscoggin river; grand falls in township 3 range 4 bkp wkr on the dead river in the kennebec basin; the un-named falls (impounded by indian pond dam) immediately above the kennebec river gorge in the town of indian stream township on the kennebec river; big niagara falls on nesowadnehunk stream in township 3 range 10 wels in the penobscot basin; grand pitch on webster brook in trout brook township in the penobscot basin; and grand falls on the passadumkeag river in grand falls township in the penobscot basin. the marine range of the gom dps extends from the gulf of maine throughout the northwest atlantic ocean to the coast of greenland. included are all associated conservation hatchery populations used to supplement these natural populations; currently such conservation hatchery populations are maintained at green lake national fish hatchery (glnfh) and craig brook national fish hatchery (cbnfh). excluded are landlocked salmon and those salmon raised in commercial hatcheries for aquaculture.","5","e"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","central valley spring-run esu�u.s.a. (ca) including all naturally spawned populations of spring-run chinook salmon in the sacramento river and its tributaries in california including the  feather river as well as the feather river hatchery springrun chinook program","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","lower columbia river esu�u.s.a. (or wa) including all naturally spawned populations of chinook salmon from the columbia river and its tributaries from  its mouth at the pacific ocean upstream to a transitional point between washington and oregon east of the hood river and the white salmon river and includes the willamette river to  willamette falls oregon exclusive  of spring-run chinook salmon in the clackamas river as well as 17 artificial propagation programs: see 223.102","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","puget sound esu�u.s.a. (wa) including all naturally spawned populations of chinook salmon from rivers and streams flowing into puget sound including the  straits of juan de fuca from the elwha river eastward including rivers and streams flowing into hood canal south sound north sound and the strait of georgia in washington as well as 26 artificial propagation programs: see  223.102","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","sacramento river winter-run esu�u.s.a. (ca) including all naturally spawned populations of winter-run chinook salmon in the sacramento river and its tributaries in california as well as two artificial propagation programs:  see 224.101(a)","nmfs","e"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","snake river fall-run esu�u.s.a. (id or wa) including all naturally spawned populations of fallrun chinook salmon in the mainstem snake river below  hells canyon dam and in the tucannon river grande ronde river imnaha river salmon river and clearwater river as well as four artificial propagation programs: see 223.102.","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","snake river spring/summer-run esu�u.s.a. (id or wa) including all naturally spawned populations of spring/summer-run chinook salmon in the mainstem snake river and the tucannon  river grande ronde river imnaha river and salmon river subbasins as well as 15 artificial propagation programs: see 223.102.","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","upper columbia spring-run esu� u.s.a. (wa) including all naturally spawned populations of chinook salmon in all river reaches accessible to chinook salmon in columbia river tributaries upstream of the rock island dam and downstream of chief joseph dam in washington (excluding the okanogan river) the columbia river from a straight line connecting the west end of the clatsop jetty (south jetty oregon side) and the west end of the  peacock jetty (north jetty washington  side) upstream to chief joseph dam in washington as well as six artificial propagation programs: see 224.101(a).","nmfs","e"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","upper willamette river esu�u.s.a. (or) including all naturally spawned populations of spring-run chinook salmon in the clackamas river and in the willamette river and its tributaries above willamette falls oregon as well as seven artificial propagation programs: see 223.102.","nmfs","t"
"salmon chinook","oncorhynchus (=salmo) tshawytscha","u.s.a.(ca) from redwood creek south to russian r. inclusive all naturally spawned populations in mainstems and tributaries","nmfs","t"
"salmon chum","oncorhynchus (=salmo) keta","u.s.a. (or wa) all naturally spawned populations in the columbia r. and its tributaries","nmfs","t"
