"photo link","photo id","geographic name","features"
"NULL","sts079-812-87","usa-mississippi","grenada res. enid lake"
"NULL","sts062-98-62","usa-mississippi","jacksonross bennett res"
"NULL","sts062-86-107","usa-mississippi","mississippi r agric."
"NULL","sts079-812-85","usa-mississippi","mississippi rclarksdale"
"NULL","sts091-707-24","usa-mississippi","mississippi r.ar. river"
"NULL","sts073-759-31","usa-mississippi","mississippi r.vicksburg"
"NULL","sts066-158-95","usa-mississippi","mississippi river"
"NULL","sts068-232-43","usa-mississippi","monroeouachita r agric"
"NULL","nm21-765-31","usa-missouri","hannibal mo. quincy il."
"NULL","sts040-88-h","usa-missouri","kansas city"
"NULL","sts073-716-84","usa-missouri","kansas city agriculture"
"NULL","sts062-83-57","usa-missouri","miss. r.flood plainagr"
"NULL","sts066-152-127","usa-missouri","mississippi & illinois r"
"NULL","sts51b-147-16","usa-missouri","mississippi rillinois r"
"NULL","sts058-88-63","usa-missouri","mississippi rs st louis"
"NULL","sts073-725-25","usa-missouri","missouri rdrainageagr."
"NULL","sts058-88-58","usa-missouri","missouri river"
"NULL","sts058-88-52","usa-missouri","missouri river carrolton"
"NULL","sts058-88-54","usa-missouri","missouri river colombia"
"NULL","sts058-88-55","usa-missouri","missouri river jefferson city"
"NULL","sts073-742-47","usa-missouri","mo r.kansas cityagric."
"NULL","sts073-716-86","usa-missouri","mo river agric. rivers"
"NULL","sts073-705-99","usa-missouri","ms & illinois riversagr"
"NULL","sts078-747-4","usa-missouri","oh. & ms. r.agr.barges"
"NULL","sts078-734-54","usa-missouri","st. joseph missouri r."
"NULL","sts090-755-60","usa-missouri","st. louis"
"NULL","sts073-743-5","usa-missouri","st. louisms & mo rivers"
"NULL","sts040-72-23","usa-missouri","st.louisafldms.rmo.r."
"NULL","sts039-604-36","usa-montana","bear paw mtns. mo. r."
"NULL","sts045-152-56","usa-montana","butte area rocky mts."
"NULL","sts059-l13-137","usa-montana","canyon ferry lmissoui r"
"NULL","nasa7-723-48","usa-montana","canyon ferry lake agr."
"NULL","sts068-170-60","usa-montana","flathead l. mission ra."
"NULL","sl3-122-2517","usa-montana","flathead l. rocky mtns"
"NULL","sts51b-38-102","usa-montana","flathead lake"
"NULL","sts068-227-7","usa-montana","ft.peck lake missouri r"
"NULL","sts059-86-30","usa-montana","helena canyon ferry l."
"NULL","sts068-208-95","usa-montana","helena hauser reservoir"
"NULL","sts047-94-35","usa-montana","large stripmining opns."
"NULL","sts068-209-80","usa-montana","missoula valley agric."
"NULL","sts028-76-54","usa-montana","missouri river"
"NULL","sts068-249-36","usa-montana","mts billings red lodge"
"NULL","nm21-765-96","usa-montana","open pit minesriveragr"
"NULL","sts068-161-41","usa-montana","rocky mtskootenay river"
"NULL","sts059-l03-94","usa-montana","yellowstone area"
"NULL","sts059-89-31","usa-montana","yellowstone river"
"NULL","sts028-73-56","usa-nebraska","grand island"
"NULL","nm21-763-30","usa-nebraska","n. platte r. res.dunes"
"NULL","sts068-167-f","usa-nebraska","niobara river sand hills"
"NULL","sts028-78-36","usa-nebraska","omaha council bluffs"
"NULL","sts066-124-45","usa-nebraska","omaha missouri r. agr."
"NULL","sts028-71-91","usa-nebraska","platte river"
"NULL","sts028-76-60","usa-nebraska","platte river grand is."
"NULL","sts073-725-14","usa-nebraska","platte riverlakes agr."
"NULL","sts090-739-36","usa-nevada","lake mead las vegas"
"NULL","sts073-706-24","usa-nevada","lake mead mountains"
"NULL","sts085-710-19","usa-nevada","lake tahoe"
"NULL","sts040-80-16","usa-nevada","lake tahoe area"
"NULL","sts034-72-50","usa-nevada","las vegas"
"NULL","sts059-86-55","usa-nevada","las vegas area"
"NULL","sts073-706-20","usa-nevada","las vegas mountains"
"NULL","sts039-602-46","usa-nevada","mono and walker lakes"
"NULL","sts039-94-6","usa-nevada","owens lake area"
"NULL","sts073-704-84","usa-nevada","pyramid l. carson sink"
"NULL","sts064-110-91","usa-nevada","pyramid lake mountains"
"NULL","sts085-710-16","usa-nevada","reno"
"NULL","sts41g-121-184","usa-nevada","southern nevada"
"NULL","sts073-705-55","usa-new jersey","atlantic city coast r."
"NULL","sts073-741-67","usa-new jersey","coastfor.atlantic city"
"NULL","sts073-741-66","usa-new jersey","de r.agr.philadelphia"
"NULL","sts068-173-106","usa-new jersey","delaware r. & b. cities"
"NULL","sts085-508-24","usa-new jersey","delaware r.barnegat bay"
"NULL","sts040-152-130","usa-new jersey","ne.pa.nycn.new jersey"
"NULL","sts040-614-61","usa-new mexico","albuquerque rio grande"
"NULL","sts066-124-29","usa-new mexico","elephant butte res r."
"NULL","sts090-751-18","usa-new mexico","gallina peak rocky mts."
"NULL","sts034-73-65","usa-new mexico","las cruces rio grande"
"NULL","sts062-98-97","usa-new mexico","las vegas santa fe mts"
"NULL","sts056-109-24","usa-new mexico","lovington hobbs"
"NULL","sts040-151-23","usa-new mexico","panoramanm.to mexico"
"NULL","sts056-109-23","usa-new mexico","pecos r. near loving"
"NULL","sts090-755-75","usa-new mexico","redondo peak reservoirs"
"NULL","sts060-72-44","usa-new mexico","s.andres mtswhite sands"
"NULL","sts056-77-35","usa-new mexico","salt flats e. of sandia"
"NULL","sts060-83-9","usa-new mexico","san juan r. farmington"
"NULL","sts066-124-34","usa-new mexico","sangre de cristo mtsvol"
"NULL","sts056-77-38","usa-new mexico","sierra blanca"
"NULL","sts056-77-37","usa-new mexico","sierra blancalava field"
"NULL","sts040-614-63","usa-new mexico","valles caldera"
"NULL","sts062-100-195","usa-new mexico","valles caldera rivers"
"NULL","sts003-10-613","usa-new mexico","white sands"
"NULL","sts039-96-65","usa-new mexico","white sands area"
"NULL","sts062-87-130","usa-new mexico","white sands andres mts."
"NULL","nm23-761-677","usa-new mexico","white sands el paso"
"NULL","sts040-88-z","usa-new mexico","white sandsalamogordo"
"NULL","sts047-76-54","usa-new mexico","white sandsholloman afb"
"NULL","sts51b-33-32","usa-new york","adirondack mountains"
"NULL","sts61a-33-44","usa-new york","albany"
"NULL","sts068-173-100","usa-new york","buffalo finger l. agr."
"NULL","sts61a-34-20","usa-new york","finger lakes"
"NULL","sts61a-33-46","usa-new york","lake champlain"
"NULL","sts51b-33-29","usa-new york","lake ontario finger lakes"
"NULL","nm21-766-71","usa-new york","long island brookhaven"
"NULL","nm21-766-65","usa-new york","long island manhattan"
"NULL","sts066-127-32","usa-new york","long island new york cy"
"NULL","nm21-766-69","usa-new york","long islandstreetscst."
"NULL","sts066-154-76","usa-new york","new york city area"
"NULL","sts039-88-54","usa-new york","new york city hudson r."
"NULL","sts085-738-51","usa-new york","new york cityship wakes"
"NULL","sts073-707-aa","usa-new york","new york hudson river"
"NULL","sts068-274-32","usa-new york","niagara falls buffalo"
"NULL","sts51b-33-31","usa-new york","st. lawrence river"
"NULL","sts059-208-68","usa-north carolina","ablemar & pamlico sounds"
"NULL","sts034-83-69","usa-north carolina","cape hatteras"
"NULL","sts090-750-95","usa-north carolina","cape lookoutneuse river"
"NULL","sts062-151-30","usa-north carolina","capes lookout & hatteras"
"NULL","sts078-749-28","usa-north carolina","charlotte catawba river"
"NULL","sts062-85-8","usa-north carolina","charlottecatawaba ragr"
"NULL","sts039-83-91","usa-north carolina","current boundry cape hatteras"
"NULL","sts062-98-71","usa-north carolina","durham raleigh agric."
"NULL","sts034-83-67","usa-north carolina","pamlico river"
"NULL","sts078-758-46","usa-north carolina","pamlico river sediment"
"NULL","sts078-758-48","usa-north carolina","pamlico soundlake sed."
"NULL","sts066-86-90","usa-north carolina","pamlico soundouter bnks"
"NULL","sts078-736-42","usa-north carolina","portsmouth dismal swamp"
"NULL","sts062-81-81","usa-north carolina","wilmingtoncape fearsed"
"NULL","sts61a-35-80","usa-north dakota","devils lake"
"NULL","sts036-151-243","usa-north dakota","fargored ragrlakes"
"NULL","sts028-152-165","usa-north dakota","l. sakakawea mo. r agr"
"NULL","nm21-765-97","usa-north dakota","lake sakakawea agr."
"NULL","sts61a-35-77","usa-north dakota","missouri river"
"NULL","sts61a-35-82","usa-north dakota","peace garden"
"NULL","sts059-89-32","usa-north dakota","sakakawea lake"
"NULL","sts078-736-30","usa-ohio","cincinnati ohio r.agr."
"NULL","sts073-704-56","usa-ohio","cincinnatiohio r.agr."
"NULL","sts068-232-26","usa-ohio","cleveland akron agric."
"NULL","sts068-237-47","usa-ohio","cleveland lake erie"
"NULL","sts058-88-76","usa-ohio","columbus"
"NULL","sts073-707-r","usa-ohio","daytonriverres.agr."
"NULL","sts059-234-34","usa-ohio","l. erie clevelandsungl"
"NULL","sts068-209-70","usa-ohio","lake erie cleveland"
"NULL","iss013-e-27871","usa-ohio","lake eriesunglintship wakes"
"NULL","sts068-237-52","usa-ohio","sandusky bayagriculture"
"NULL","sts066-152-121","usa-oklahoma","area w of tulsa"
"NULL","sts068-204-48","usa-oklahoma","broken bow lake"
"NULL","sts068-205-9","usa-oklahoma","canadian river"
"NULL","sts068-174-163","usa-oklahoma","canadian cimarron r."
"NULL","sts068-257-43","usa-oklahoma","cimarron r canton lake"
"NULL","sts073-726-21","usa-oklahoma","lake texoma red r.agr."
"NULL","sts068-247-79","usa-oklahoma","lake texoma red r.soft"
"NULL","sts61a-41-85","usa-oklahoma","lawton"
"NULL","sts040-74-68","usa-oklahoma","lawtonafldsagrred r."
"NULL","sts073-702-23","usa-oklahoma","mangumr.l.agrrunways"
"NULL","sts059-239-9","usa-oklahoma","oklahoma city res.riv."
"NULL","sts059-l15-7","usa-oklahoma","oklahoma citycanadian r"
"NULL","sts040-74-69","usa-oklahoma","oklahoma citynorman"
"NULL","sts062-151-40","usa-oklahoma","ouachitas tulsa ar. r."
"NULL","sts062-83-48","usa-oklahoma","ponca cityrflint hills"
"NULL","sts073-726-25","usa-oklahoma","red river agric. res."
"NULL","sts073-731-80","usa-oklahoma","tulsa arkansas r. agr."
"NULL","nasa7-723-69","usa-oklahoma","tulsa arkansas river"
"NULL","sts064-89-47","usa-oklahoma","tulsasapulpaarkansas r"
"NULL","sts066-152-117","usa-oklahoma","wichita falls lawton"
"NULL","sts028-82-5","usa-oregon","alvord desert"
"NULL","sts068-273-38","usa-oregon","cape blanco"
"NULL","sts068-162-166","usa-oregon","cape blanco coos bay"
"NULL","sts51f-37-97","usa-oregon","cascade mountains"
"NULL","sts51b-38-91","usa-oregon","cascade range"
"NULL","sts068-273-39","usa-oregon","coast near crescent city"
"NULL","sts068-170-107a","usa-oregon","coos baycape blancomts"
"NULL","sts068-262-34","usa-oregon","crater lake diamond l."
"NULL","sts060-105-26","usa-oregon","cresent lakecrater lake"
"NULL","sts068-264-53","usa-oregon","medfordupper klamath l."
"NULL","sts068-262-32","usa-oregon","mt. jefferson mt. hood"
"NULL","sts068-262-33","usa-oregon","mts.lakesreservoirs"
"NULL","sts068-227-22","usa-oregon","pan-crater lake cascade range"
"NULL","sts047-96-66","usa-oregon","portland area"
"NULL","sts059-205-67","usa-pennsylvania","allegheny mountains"
"NULL","sts068-173-103","usa-pennsylvania","appalachian mts. rivcy"
"NULL","sts040-152-125","usa-pennsylvania","area around washington"
"NULL","sts068-212-44","usa-pennsylvania","eriel. erie sediment"
"NULL","sts059-217-73","usa-pennsylvania","harrisburgsusquehanna r"
"NULL","sts059-217-74","usa-pennsylvania","harrisburgyorkcarlisle"
"NULL","sts059-205-65","usa-pennsylvania","l. erie & chautauqua"
"NULL","nm21-774-44","usa-pennsylvania","pittsburghmonongahela r"
"NULL","sts068-201-74","usa-pennsylvania","susqhehanna river"
"NULL","sts058-88-95","usa-pennsylvania","susquehanna river"
"NULL","sts062-83-65","usa-south carolina","augusta clark hill res."
"NULL","sts073-706-7","usa-south carolina","beaufort hilton head i."
"NULL","sts073-750-32","usa-south carolina","charleston riversmarsh"
"NULL","sts073-706-9","usa-south carolina","charlestonbulls bay r."
"NULL","sts056-76-7","usa-south carolina","clark hill reservior"
"NULL","sts073-706-5","usa-south carolina","hilton head i.beaufort"
"NULL","sts056-76-13","usa-south carolina","savannah r.townsagr."
"NULL","sts027-34-76","usa-south dakota","black hills"
"NULL","sts068-167-c","usa-south dakota","black hills rapid city"
"NULL","sts41g-45-46","usa-south dakota","black hills/rapid city"
"NULL","sts068-167-d","usa-south dakota","cheyenne river bad lands"
"NULL","sts047-109-70","usa-south dakota","lake oahe"
"NULL","sts028-76-58","usa-south dakota","missouri r. lake sharpe"
"NULL","sts059-89-36","usa-south dakota","missouri river"
"NULL","sts028-76-56","usa-south dakota","missouri riverlake oahe"
"NULL","sts085-713-58","usa-south dakota","oahe reservoir"
"NULL","sts51b-53-20","usa-tennessee","chattanooga"
"NULL","sts062-83-60","usa-tennessee","cumberland mts. resagr"
"NULL","sts066-158-98","usa-tennessee","dyersburg area ms.river"
"NULL","sts073-756-94","usa-tennessee","kentucky lakeagr.mtsr"
"NULL","sts078-758-44","usa-tennessee","lake cumberland"
"NULL","sts066-158-97","usa-tennessee","memphis area"
"NULL","sts058-98-35","usa-tennessee","memphis miss. r. agric"
"NULL","sts079-812-86","usa-tennessee","memphis mississippi r."
"NULL","sts073-746-61","usa-tennessee","mountainstn. riveragr."
"NULL","sts058-94-98","usa-texas","abilene"
"NULL","sts062-76-116","usa-texas","abilene agriculture"
"NULL","sts026-44-37","usa-texas","alice l. corpus christi"
"NULL","nm21-765-16","usa-texas","amarillored r.res.agr"
"NULL","sts056-77-51","usa-texas","amistad res.pecos river"
"NULL","sts056-109-27","usa-texas","amistad reservoir"
"NULL","sts060-83-34","usa-texas","amistad reservoirmexico"
"NULL","sts039-85-32","usa-texas","arlington love field"
"NULL","sts095-716-46","usa-texas","austin"
"NULL","sts034-73-70","usa-texas","austin colorado river"
"NULL","sts062-152-246","usa-texas","austin waco area reservoirs"
"NULL","sts073-706-45","usa-texas","austinlake travisco r."
"NULL","sts068-205-19","usa-texas","beaumont port arthur orange"
"NULL","sts068-235-88","usa-texas","beaumont sabine lake agr."
"NULL","sts090-751-27","usa-texas","beaumont smoke"
"NULL","sts028-98-34","usa-texas","belton temple little r"
"NULL","sts056-77-45","usa-texas","big springmidland"
"NULL","sts038-86-15","usa-texas","brownsville ship channel sediment"
"NULL","sts060-83-50","usa-texas","brownsville matamoros"
"NULL","sts056-77-61","usa-texas","brownsvillelaguna madre"
"NULL","sts066-88-73","usa-texas","bryanbrazos river"
"NULL","sts073-706-48","usa-texas","canyon l.san marcosr."
"NULL","sts060-83-25","usa-texas","city of el paso"
"NULL","sts61a-48-70","usa-texas","corpus christi"
"NULL","sts038-86-16","usa-texas","corpus christi coast"
"NULL","sts61a-41-84","usa-texas","crosbyton"
"NULL","sts052-153-56","usa-texas","cstcorpus christi area"
"NULL","sts052-153-58","usa-texas","csthouston areadelta"
"NULL","sts039-151-172","usa-texas","dallas-fort worth area"
"NULL","sts071-745-65","usa-texas","dallas-ft.worthpart.frm"
"NULL","sts062-97-143","usa-texas","edwards plateau g.coast"
"NULL","sts61a-44-19","usa-texas","el paso"
"NULL","sts038-86-13","usa-texas","falcon reservoir"
"NULL","sts61b-52-42","usa-texas","falfurrias kingsville"
"NULL","sts062-104-8","usa-texas","fort stocktonpivot irr."
"NULL","sts056-109-26","usa-texas","ft. stockton test track"
"NULL","sts039-85-31","usa-texas","ft.worth-arlington"
"NULL","sts075-723-21","usa-texas","galveston & trinty bay"
"NULL","sts61a-42-46","usa-texas","galveston bay"
"NULL","sts51j-39-56","usa-texas","galveston bay houston"
"NULL","sts068-174-170","usa-texas","greenville l tawakoni"
"NULL","sts039-96-69","usa-texas","guadalupe mtns area"
"NULL","sts058-94-93","usa-texas","guadalupe mts agric."
"NULL","sts090-712-5","usa-texas","guadalupe mts.pivot agr"
"NULL","sts61a-48-76","usa-texas","houston"
"NULL","sts068-205-20","usa-texas","houston area"
"NULL","sts039-85-40","usa-texas","houston clear lake"
"NULL","sts095-716-18","usa-texas","houston galveston"
"NULL","sts075-723-16","usa-texas","houston lake houston"
"NULL","sts028-98-37","usa-texas","houston ship channel"
"NULL","sts039-151-175","usa-texas","houston-galveston area"
"NULL","sts090-721-72","usa-texas","killeen belton res."
"NULL","sts61b-52-43","usa-texas","kingsville"
"NULL","sts068-174-169","usa-texas","l.texoma to n dallas"
"NULL","sts056-109-33","usa-texas","laguna madre"
"NULL","sts056-109-34","usa-texas","laguna madre pt. isabel"
"NULL","sts065-100-6","usa-texas","laredo rio grande"
"NULL","sts056-109-30","usa-texas","laredo-nueva laredo"
"NULL","sts073-744-124","usa-texas","lubbock agric. lakes"
"NULL","sts61a-48-71","usa-texas","matagorda bay"
"NULL","sts058-101-56","usa-texas","matagorda bay port lavaca"
"NULL","sts075-723-38","usa-texas","mc allenrio grandeagr."
"NULL","sts060-83-31","usa-texas","monahans oil fileds"
"NULL","sts058-80-34","usa-texas","n garza little elm res."
"NULL","sts066-152-115","usa-texas","near possum kingdom l."
"NULL","sts039-85-33","usa-texas","no.dallas reservoirs"
"NULL","sts039-85-35","usa-texas","no.houstonint.airport"
"NULL","sts062-152-252","usa-texas","north houston area lake houston conroe"
"NULL","sts61a-41-82","usa-texas","o'donnell"
"NULL","sts61a-41-79","usa-texas","oil fields agr. hobbs"
"NULL","sts073-706-36","usa-texas","oil fieldssand deposits"
"NULL","sts050-88-62","usa-texas","pearsall areahighway"
"NULL","sts060-83-30","usa-texas","pecos rpecosoil fields"
"NULL","sts090-751-22","usa-texas","possum kingdom l.snglnt"
"NULL","sts073-726-28","usa-texas","red river agric. res."
"NULL","sts058-80-35","usa-texas","richland chambers res. trinity river"
"NULL","sts075-723-15","usa-texas","rockportcopano baycst."
"NULL","sts073-708-23","usa-texas","sabine lake smoke city"
"NULL","sts060-83-28","usa-texas","salt flats el capitan agriculture"
"NULL","sts034-88-28","usa-texas","sam rayburn reservoir"
"NULL","sts062-104-9","usa-texas","san angelo"
"NULL","sts090-732-73","usa-texas","san antonio"
"NULL","sts050-71-97","usa-texas","san antonio area"
"NULL","sts058-101-53","usa-texas","san antonio riv. res."
"NULL","sts039-85-38","usa-texas","se.houston clear lake"
"NULL","sts040-74-71","usa-texas","squalls-protr.conv.cells"
"NULL","sts61a-35-38","usa-texas","texarkana"
"NULL","sts068-174-171","usa-texas","tyler kilgore longview"
"NULL","sts068-247-85","usa-texas","tyler lakesagriculture"
"NULL","sts034-73-71","usa-texas","waco brazos river"
"NULL","sts090-721-76","usa-texas","waco l. waco brazos r."
"NULL","sts078-734-7","usa-texas","wichita fallsred r.agr"
"NULL","sts040-80-20","usa-utah","area around beaver"
"NULL","sts047-97-23","usa-utah","bear lake area"
"NULL","sts074-711-17","usa-utah","desert great salt lake"
"NULL","sts51b-146-119","usa-utah","gr. salt lake eddy"
"NULL","sts51b-146-122","usa-utah","gr. salt lakesalt lk ct"
"NULL","sts036-81-54","usa-utah","great salt lake"
"NULL","nm21-775-75","usa-utah","great salt lake & desert"
"NULL","sts047-97-21","usa-utah","great salt lake area"
"NULL","sts048-603-34","usa-utah","great salt lake desert"
"NULL","sts074-711-18","usa-utah","great salt lake desert"
"NULL","sts064-110-92","usa-utah","great salt lake ogden"
"NULL","sts040-604-62","usa-utah","great salt lake wasatch range"
"NULL","sts062-104-106","usa-utah","green r. san rafael r."
"NULL","sts073-725-46","usa-utah","green riverdrainagemts"
"NULL","sts61a-48-92","usa-utah","lake powell"
"NULL","sts066-121-5","usa-utah","lake powell colorado r."
"NULL","sts060-83-1","usa-utah","lake powell navajo mt."
"NULL","sts090-752-94","usa-utah","pan-great salt l. & des."
"NULL","sts062-100-63","usa-utah","pan-view of salt l.& des"
"NULL","sts085-707-11","usa-utah","salt lake city"
"NULL","sts047-75-11","usa-utah","salt works"
"NULL","sts090-751-14","usa-utah","san juan r. co. plateau"
"NULL","sts090-751-10","usa-utah","san juan riverl. powell"
"NULL","sts084-706-14","usa-utah","southern great salt lake"
"NULL","sts090-721-55","usa-utah","st. george hurricane"
"NULL","sts073-725-44","usa-utah","utah lake uinta mts."
"NULL","sts61a-33-48","usa-vermont","lake champlain"
"NULL","sts062-104-26","usa-virginia","appalachian mts."
"NULL","sts078-760-8","usa-virginia","appalachians winchester"
"NULL","sts062-104-29","usa-virginia","appalachiansharrisonbur"
"NULL","sts073-746-71","usa-virginia","bay sed.peninsulaagr."
"NULL","sts040-151-128","usa-virginia","charlottesville area"
"NULL","sts040-151-127","usa-virginia","harrisonburg areai81"
"NULL","sts062-105-184","usa-virginia","james r. norfolk bay"
"NULL","sts073-746-68","usa-virginia","norfolk areabayjames r"
"NULL","sts059-234-45","usa-virginia","norfolk james riversed"
"NULL","nm21-774-49","usa-virginia","norfolk newport news"
"NULL","sts062-89-1","usa-virginia","norfolkchesapeake bay"
"NULL","sts090-712-58","usa-virginia","norkolk newport news"
"NULL","sts095-709-14","usa-virginia","pan-pamlico sound coast"
"NULL","sts090-752-62","usa-virginia","richmond james river"
"NULL","sts078-760-4","usa-virginia","roanoke allegheny mts."
"NULL","sts059-225-71","usa-virginia","virginia cities rivers"
"NULL","sts068-248-68","usa-virginia","winchester area"
"NULL","sts068-174-150","usa-washington","columbia r agr.patterns"
"NULL","sts068-174-151","usa-washington","columbia r moses lake"
"NULL","sts068-237-70","usa-washington","columbia rl.chelan mts"
"NULL","sts068-262-25","usa-washington","columbia r. kelso"
"NULL","sts51b-38-96","usa-washington","columbia river"
"NULL","sts064-112-93","usa-washington","columbia river agriculture richland"
"NULL","sts085-734-85","usa-washington","columbia river mt. hood"
"NULL","sts068-209-76","usa-washington","l.chelan columbia rmts"
"NULL","sts51f-35-12","usa-washington","moses lake"
"NULL","sts064-51-27","usa-washington","mount rainier"
"NULL","sts028-88-26","usa-washington","mount saint helens"
"NULL","sts064-112-92","usa-washington","mt. adams mount st. helens"
"NULL","sts064-51-25","usa-washington","mt. st. helens"
"NULL","sts047-73-56","usa-washington","mt. st. helensriffe l."
"NULL","nm21-770-7","usa-washington","mt.rainier cascade mts."
"NULL","sts066-121-64","usa-washington","mt.rainiercascade range"
"NULL","sts066-121-61","usa-washington","mt.st.helenscascade ra."
"NULL","sts085-707-55","usa-washington","mts. rainer & st. helens"
"NULL","sts036-152-11","usa-washington","puget sndbellingham"
"NULL","sts036-152-13","usa-washington","puget sndseattletacoma"
"NULL","nm21-768-5","usa-washington","saratoga pass everett"
"NULL","sts039-96-62","usa-washington","seattletacoma area"
"NULL","sts068-174-152","usa-washington","snake r near richland"
"NULL","sts068-174-153","usa-washington","snake r pullman area"
"NULL","nm21-768-18","usa-washington","spokane spokane r.agr."
"NULL","nm21-768-11","usa-washington","totten inletagr.cities"
"NULL","sts040-152-127","usa-west virginia","martinsburg wv.area"
"NULL","sts073-704-60","usa-west virginia","ohio & new rivers agr."
"NULL","sts058-88-82","usa-west virginia","otter creek wilderness"
"NULL","sts058-88-78","usa-west virginia","parkersburg area ohio r"
"NULL","sts058-88-86","usa-west virginia","s branch of potomac r."
"NULL","sts068-237-44","usa-wisconsin","green bmenominee r agr"
"NULL","nm21-763-37","usa-wisconsin","green bayfox riveragr."
"NULL","sts066-153-175","usa-wisconsin","green baylake winnebago"
"NULL","nm21-765-47","usa-wisconsin","milwaukee lake michigan"
"NULL","sts066-124-46","usa-wisconsin","minneapolis mississippi"
"NULL","sts056-80-92","usa-wisconsin","mississippiwisconsin r."
"NULL","nm21-765-50","usa-wisconsin","oshkoshl. winnebagoagr"
"NULL","nm23-746-713","usa-wisconsin","rock river cities"
"NULL","sts059-l15-1","usa-wyoming","absaroka ra big horn r."
"NULL","sts068-172-172","usa-wyoming","absaroka range drainage"
"NULL","sts068-249-41","usa-wyoming","big horn mountains"
"NULL","sts047-97-28","usa-wyoming","big horn mts."
"NULL","sts059-l03-98","usa-wyoming","great divide basin"
"NULL","sts51f-42-38","usa-wyoming","great salt lake"
"NULL","sts068-247-59","usa-wyoming","jackson l. grand tetons"
"NULL","iss011-e-12863","usa-wyoming","little thunder cr. strip mine"
"NULL","sts068-249-37","usa-wyoming","mts yellowstone lake"
"NULL","sts059-l15-2","usa-wyoming","n platte r. big horn r."
"NULL","sts059-l03-96","usa-wyoming","yellowstone area"
"NULL","nm21-774-82","usa-wyoming","yellowstone l. drainage"
"NULL","sts058-85-91","usa-wyoming","yellowstone lake mts."
"NULL","sl3-121-2357","usa-wyoming","yellowstone pkgr.tetons"
"NULL","sts059-l22-140","uzbekistan","aral sea ice"
"NULL","nm21-746-24","uzbekistan","aral sea sunglint"
"NULL","sts066-157-144","uzbekistan","dry lake sw aral sea"
"NULL","sts066-157-147","uzbekistan","s aral sea island"
"NULL","sts066-157-145","uzbekistan","sw aral sea sediment"
"NULL","sts075-706-38","venezuela","bay of ablazo maracaibo"
"NULL","sts060-84-76","venezuela","cstpuero la cruz area"
"NULL","nasa7-717-59","venezuela","cumana porlamarislands"
"NULL","sts51g-35-38","venezuela","gulf venezuelaparaguana"
"NULL","sts51f-46-77","venezuela","lago de maracaibo"
"NULL","sts070-729-67","venezuela","paraguana pen. coro g."
"NULL","sts61a-489-12","venezuela","rio caroni-resorinoco r"
"NULL","sts61c-36-28","venezuela","rio orinocor.capanaparo"
"NULL","sts61c-36-29","venezuela","rio orinocorio meta"
"NULL","nasa6-712-31","venezuela","tablazo bay"
"NULL","sts032-71-40","venezuela","tablazo bay maracaibo"
"NULL","sts075-721-47","vietnam","mekong delta sed. plume"
"NULL","sts079-818-25","vietnam","mekong rice fields"
"NULL","sts046-93-62","vietnam","red river delta sedimnt"
"NULL","sts061-79-24","yemen","hijaz massif hawdramat"
"NULL","sts038-83-15","yemen","kraytar coast"
"NULL","sts059-230-28","yemen","pan-ne to empty quarter"
"NULL","sts057-104-63","zambia","lake mweru south end"
"NULL","sts054-152-16","zimbabwe","great dike"
