"land","stadt","stadion","gr��e","heimatverein"
"italien","la spezia","stadio alberto picco","9.248","spezia calcio"
"italien","lecco","stadio rigamonti ceppi","5.000","calcio lecco"
"italien","mantova","stadio danilo martelli","14.844","ac mantova"
"italien","massa","stadio degli oliveti","3.200","us massese"
"italien","milano","{guiseppe meazza|(ii)|(iii)}","85.433","ac milan internazionale fc"
"italien","modena","alberto braglia","17.000","modena fc"
"italien","monza","stadio brianteo","18.568","ac monza brianza"
"italien","napoli","stadio san paolo","76.824","ssc napoli"
"italien","parma","ennio tardini","28.783","fc parma"
"italien","perugia","renato curi","28.450","a.c. perugia"
"italien","piacenza","stadio leonardo garilli","21.608","piacenza fc"
"italien","pisa","arena garibaldi","17.500","pisa calcio"
"italien","reggio calabria","stadio oreste granillo","27.763","reggina calcio"
"italien","reggio emilia","stadio giglio","29.546","ac reggiana"
"italien","roma","olimpico","81.811","as romass lazio"
"italien","siena","artemio franchi","10.156","a.c. siena"
"italien","torino","delle alpi","69.401","fr�her juventus fc"
"italien","torino","stadio comunale grande torino","26.000","torino fcjuventus fc"
"italien","triest","stadio nereo rocco","32.454","us triestina calcio"
"italien","udine","stadio friuli","41.652","udinese calcio"
"italien","verona","stadio marc antonio bentegodi","42.160","chievo veronahellas verona"
"italien","vicenza","stadio romeo menti","20.920","vicenza calcio"
"schweiz","aarau","br�gglifeld","13.500","fc aarau"
"schweiz","baden","stadion esp","6.900","fc baden"
"schweiz","basel","st. jakob park","28.000","fc basel"
"schweiz","basel","rankhof-stadion","8.000","fc concordia basel"
"schweiz","bellinzona","stadio communale","12.740","ac bellinzona"
"schweiz","bern","stade de suisse","32.000","bsc young boys bern"
"schweiz","bern","stadion neufeld","12.000","bsc young boys bern ii"
"schweiz","chiasso","stadio comunale","12.168","fc chiasso"
"schweiz","delemont","stade de la blanchiere","5.263","s.r. delemont"
"schweiz","genf","stade de gen�ve","30.000","servette fc gen�ve"
"schweiz","kriens","stadion kleinfeld","4.170","sc kriens"
"schweiz","la chaux de fonds","la charri�re","18.000","fc la chaux de fonds"
"schweiz","lausanne","stade olympique de la pontaise","15.850","fc lausanne-sport"
"schweiz","lugano","stadio cornaredo","15.000","fc lugano"
"schweiz","luzern","stadion allmend","13.500","fr�her fc luzern"
"schweiz","mendrisio","campo sportivo comunale","3.260","fc mendrisio-stabio"
"schweiz","neuchatel","stade de la maladiere","11.977","neuchatel xamax fc"
"schweiz","schaffhausen","stadion breite","7.500","fc schaffhausen"
"schweiz","sion","stade tourbillon","19.526","fc sion"
"schweiz","st. gallen","afg-arena","19.500","fc st.gallen"
"schweiz","st. gallen","espenmoos","11.610","fr�her fc st.gallen"
"schweiz","tuggen","stadion linthstrasse","1.800","fc tuggen"
"schweiz","winterthur","stadion sch�tzenwiese","14.987","fc winterthur"
"schweiz","z�rich","{letzigrund|(ii)}","30.000","fc z�rich grashopper-club z�rich"
"schweiz","z�rich","hardturm","17.666","abgerissen; fr�her grashopper-club z�rich"
"�sterreich","altach","stadion schnabelholz","7.000","sc rheindorf altach"
"�sterreich","bregenz","casino-stadion","12.000","casino sw bregenz"
"�sterreich","graz","{upc-arena|ii}","15.400","sk sturm graz grazer ak"
"�sterreich","gratkorn","sportstadion marktgemeinde gratkorn","3.000","fc gratkorn"
"�sterreich","hartberg","tsv-stadion","4.500","tsv hartberg"
"�sterreich","innsbruck","tivoli neu","31.000","fc wacker innsbruck"
"�sterreich","kapfenberg","franz-fekete-stadion","12.000","sv kapfenberg"
"�sterreich","klagenfurt","hypo-group-arena","32.000","sk austria k�rnten"
"�sterreich","leoben","stadion donawitz","6.000","dsv leoben"
"�sterreich","linz","linzer stadion auf der gugl","21.328","linzer ask"
"�sterreich","lustenau","reichshofstadion","8.800","sc austria lustenau fc lustenau"
"�sterreich","lustenau","stadion holzstrasse","5.000","fr�her fc lustenau"
"�sterreich","mattersburg","pappelstadion","14.000","sv mattersburg"
"�sterreich","m�dling","bundesstadion s�dstadt","12.000","vfb admira/wacker m�dling"
"�sterreich","parndorf","heidebodenstadion","5.000","sc/esv parndorf"
"�sterreich","pasching","waldstadion","7.000","sv pasching"
"�sterreich","ried","homelife-arena","7.604","sv ried"
"�sterreich","salzburg","stadion wals-siezenheim","18.200","rb salzburg"
"�sterreich","salzburg","casino-stadion","14.457","fr�her sv salzburg"
"�sterreich","wagna","r�merstadion","9.000","sv flavia solva"
"�sterreich","wien","ernst-happel-stadion","55.000","nationalmannschaft"
"�sterreich","wien","franz-horr-stadion","11.800","fk austria wien"
"�sterreich","wien","gerhard-hanappi-stadion","17.500","sk rapid wien"
"�sterreich","wien","sportclubplatz","11.000","wiener sc"
"�sterreich","wien","stadion hohe warte","6.120","first vienna fc"
"�sterreich","wien","favac-platz","3.500","favoritner ac"
"�sterreich","wiener neustadt","stadion der stadt","7.500","fc wiener neustadt"
"liechtenstein","triesen","sportplatz blumenau","5.250","fc triesen"
"liechtenstein","vaduz","rheinparkstadion","4.548","fc vaduz"
"malta","ta�qali","centenary stadium","2.000","verschiedene teams"
"polen","belchatow","stadion gks-u","7.000","gks belchatow"
"polen","bielsko-biala","stadion bks stal","6.000","bks stal bielsko-bialaposbedkidzie bielsko-biala"
"polen","bydgoszcz","stadion im. zdislawa krzyskowiaka","20.247","zawisza bydgoszcz"
"polen","bydgoszcz","stadion ul. sportowa","17.000","polonia bydgoszcz"
"polen","bydgoszcz","stadion chemik","10.000","chemik bydgoszcz"
"polen","chorzow","{stadion ruch|(ii)}","17.000","ruch chorzow"
"polen","chorzow","stadion slaski","47.246","nationalmannschaft"
"polen","ciechocinek","stadion miedzy tezniami","1.000","zdroj ciechocinek"
"polen","gdansk","stadion lechia","15.000","lechia gdansk"
"polen","gdynia","stadion gosir","12.000","arka gdynia"
"polen","gliwice","stadion przy ul. okrzei","6.000","piast gliwice"
"polen","gliwice","stadion carbo","3.000","carbo gliwice"
"polen","grodzisk wielkopolski","groclin","5.383","groclin dyskobolia"
"polen","janikowo","stadion miejski","4.500","unia janikowo"
"polen","jaworzno","stadion miejski (victoria)","7.000","szczakowianka jaworzno"
"polen","katowice","gks","9.511","gks katowice"
"polen","kielce","stadion pilkarskiego","15.000","korona kielce"
"polen","krakow","wisla","9.264","wisla krakow"
"polen","krakow","cracovia","9.000","cracovia krakow"
"polen","krakow","stadion garbarnia","7.000","garbarnia krakow"
"polen","leczna","stadion gornik","6.419","gornik leczna"
"polen","legnica","stadion im. orla bialego","9.000","miedz legnica"
"polen","lodz","widzew-stadion","25.000","widzew lodz"
"polen","lodz","{stadion lks|(ii)}","28.000","lks lodz"
"polen","lowicz","stadion pelikan","4.000","pelikan lowicz"
"polen","lubin","gos","30.000","zaglebie lubin"
"polen","lublin","stadion ul. leszczyynskiego","20.000","lublinianka lublin"
"polen","lubliniec","stadion pulku piechoty","2.000","sparta lubliniec"
"polen","nowe miasto lubawskie","stadion ks drweca","2.000","drweca nowe miasto lubawskie"
"polen","nowy dwor mazowiecki","stadion miejski","4.000","swit nowy dwor mazowiecki"
"polen","opoczno","stadion aleja sportowa","5.000","woy opoczno"
"polen","opole","stadion miejski","5.500","odra opole"
"polen","plock","stadion im. kazimierza g�rskiego","12.290","wisla plock"
"polen","poznan","stadion lecha","26.000","lech poznan"
"polen","radom","stadion radomiak","10.000","radomiak radom"
"polen","radomsko","stadion rks","6.000","rks radomsko"
"polen","radzionkow","stadion ul. narutowicza","9.500","ruch radzionkow"
"polen","ruda slaska","stadion ul. klodnicka","5.000","grunwald ruda slaska"
"polen","rydultowy","stadion sportowy","5.500","ks naprzod rydultowy"
"polen","rzeszow","stadion resovia","7.000","cwks resovia rzeszow"
"polen","swinoujscie","stadion osir wyspiarz","4.500","flota swinoujscie"
"polen","szczecin","stadion floriana krygiera","17.783","mks pogon szczecin"
"polen","warszawa","stadion wojska polskiego","14.500","legia warszawa"
"polen","warszawa","stadion polonia","6.059","polonia warszawa"
"polen","warszawa","stadion ul. raclawicka","9.000","gwardia warszawa"
"polen","wieliczka","stadion wieliczka","1.500","gornik wieliczka"
"polen","wodzislaw slaski","stadion mosir","6.620","mks odra wodzislaw"
"polen","wroclaw","slask","10.000","slask wroclaw"
"polen","wronki","stadion glowny","5.296","amica wronki"
"polen","zabrze","{stadion gornik|(ii)}","17.722","gornik zabrze"
"tschechien","blsany","u stadionu","3.300","fk chmel blsany"
"tschechien","brno","mestsky fotbalovy stadion","12.550","1.fc brno"
"tschechien","brozany","stadion sokol","1.500","sk sokol brozany"
"tschechien","ceske budejovice","strelecky ostrov","8.500","sk dynamo ceske budejovice"
"tschechien","drnovice","fotbalovy stadion drnovice","6.291","1.fk drnovice"
"tschechien","frydek-mistek","stadion stovky","12.400","fk frydek-mistek"
"tschechien","jablonec nad nisou","stadion strelnice","3.188","fk jablonec"
"tschechien","karlovy vary-drahovice","stadion drahovice","11.000","sk buldoci karlovy vary"
"tschechien","karlovy vary","tj karlovy vary-dwory","2.000","fr�her sk buldoci karlovy vary-dwory"
"tschechien","karvina","mestsky stadion kovona","12.000","mfk karvina"
"tschechien","kladno","stadion frantiska kloze","10.000","sk kladno"
"tschechien","kravare","stadion sk kravare","5.500","sk kravare"
"tschechien","kunovice","na belince","3.500","1.fc slovacko b"
"tschechien","letohrad","stadion fk oez letohrad","3.000","fk oez letohrad"
"tschechien","liberec","{u nisy|(ii)}","9.090","fc slovan liberec"
"tschechien","liberec","mestsky stadion","7.000","fc slovan liberec b"
"tschechien","lutyne","sportovni areal","4.000","fk slavia orlova-lutyne"
"tschechien","mlada boleslav","mestsky stadion","4.280","fk mlada boleslav"
"tschechien","nachod","stadion sk nachod v belovsi","5.000","fk nachod-destne"
"tschechien","olomouc","{andruv stadion|(ii)}","12.119","sk sigma olomouc"
"tschechien","olomouc-holice","stadion fk holice","3.030","1. hfk olomouc"
"tschechien","ostrava","bazaly","17.372","fc banik ostrava"
"tschechien","ostrava-vitkovice","mestsky stadion","12.465","fc vitkovice"
"tschechien","plzen","stadion mesta plzne (struncovy sady)","7.475","fc viktoria plzen"
"tschechien","praha","axa arena (letna)","21.362","ac sparta prag"
"tschechien","praha","stadion strahov","19.336","fr�her sk slavia praha"
"tschechien","praha","juliska","18.000","fk dukla praha"
"tschechien","praha","stadion eden","16.328","abgerissen; fr�her sk slavia praha"
"tschechien","praha","treninkove centrum strahov","20.000","ac sparta praha b"
"tschechien","praha","stadion slavoj vysehrad","2.500","fk slavoj vysehrad"
"tschechien","praha","sportovni areal liben","3.500","fk meteor praha"
"tschechien","praha","na plynarne","3.000","fk loko vltavin"
"tschechien","praha-horni pocernice","na chvalech","3.750","sc xaverov"
"tschechien","praha-kobylisy","na pecich","4.000","fk admira praha"
"tschechien","praha-krc","stadion sk sparta krc","3.000","sk sparta krc"
"tschechien","praha-zizkov","viktoria","5.700","fk viktoria zizkov"
"tschechien","pribram","na litavce","9.000","fc marila pribram"
"tschechien","prostejov","stadion sk lerk","7.500","sk lerk prostejov"
"tschechien","sezimovo usti","stadion soukenik","5.000","fk spartak mas sezimovo usti"
"tschechien","teplice","na stinadlech","18.500","fk teplice"
"tschechien","trinec","stadion rudolfa labaje","2.000","fotbal trinec"
"tschechien","trinec","stadion lesni","18.000","fr�her fotbal trinec"
"tschechien","uherske hradiste","stadion stonky","8.000","1.fc slovacko"
"tschechien","unicov","stadion sk unicov","4.000","sk unicov"
"tschechien","usti nad labem","mestsky stadion","3.000","fk usti nad labem"
"tschechien","zlin","letn�","4.541","fc tescoma zlin"
"slowakei","banska bystrica","stadion snp stiavnicky","9.881","fk dukla banska bystrica"
"slowakei","bratislava","tehelne poli","30.000","sk slovan bratislava"
"slowakei","bratislava","stadion hradna","10.500","skp dubravka"
"slowakei","dubnica n/ vahom","stadion dubnica","8.000","fk dubnica n/ vahom"
"slowakei","dunajska streda","stadion dac","16.410","dac dunajska streda"
"slowakei","humenne","stadion chemlon","10.000","hfc humenne"
"slowakei","kosice","logovy","8.787","mfk kosice"
"slowakei","nitra","futbalovy stadion fc nitra","10.020","fc nitra"
"slowakei","petrzalka","petrzalka","9.500","fc artmedia bratislava"
"slowakei","presov","tatran stadion","14.000","1.fc tatran presov"
"slowakei","ruzomberok","{stadion ruzomberok|(ii)}","5.030","mfk ruzomberok"
"slowakei","senec","narodne trainingove centrum","3.264","fc senec"
"slowakei","trencin","na sihoti","15.712","fk as trencin"
"slowakei","velky lapas","stadion velky lapas","1.500","fc nitra b"
"slowakei","zilina","pod dubnom","6.218","msk zilina"
"slowakei","zlate moravce","stadion fc vion","4.000","fc vion zlate moravce"
"ungarn","ajka","sport utcai stadion","5.000","fc ajka"
"ungarn","budapest","puskas ferenc stadion","56.000","nationalmannschaft ungarn"
"ungarn","budapest","{albert stadion|(ii)}","18.100","ferencv�rosi tc"
"ungarn","budapest","szusza ferenc stadion","13.501","ujpest fc budapest"
"ungarn","budapest","{illovszky rudolf stadion|(ii)}","18.000","budapesti vasas sc"
"ungarn","budapest","bozsik stadion","9.500","budapest honv�d fc"
"ungarn","budapest","budai ii laszlo stadion","11.200","rakospalotai aec"
"ungarn","budapest","sport utcai stadion","2.500","bkv el�re sc"
"ungarn","budapest","haraszti uti stadion","3.500","soroksar sc"
"ungarn","dunaujvaros","eszperanto �t","10.000","dunaujvarosi fc"
"ungarn","gy�r","raba stadion","26.000","abgerissen; fr�her eto gy�r fc"
"ungarn","heviz","varosi stadion","4.000","heviz fc"
"ungarn","siofok","r�v�sz g�za utcai stadion","6.500","bodaijk fc siofok"
"ungarn","szekesfehervar","sostoi stadion","19.000","videoton fc fehervar"
"ungarn","szombathelyi","rohonci �ti stadion","12.564","szombathelyi haladas fc"
"ungarn","tatabanya","lakat karoly stadion","15.500","fc tatabanya"
"ungarn","zalaegerszeg","zte arena","11.474","zalaegerszegi te fc"
"rum�nien","arad","stadionul von neumann","18.000","fc uta arad"
"rum�nien","bacau","dumitru sechelariu","19.000","fcm bacau"
"rum�nien","bucuresti","stadionul stefan cel mare","15.138","fc dinamo bucuresti"
"rum�nien","bucuresti","stadionul giulesti - valentin stanescu","19.100","afc rapid bucuresti"
"rum�nien","bucuresti","stadionul aurica radulescu","12.000","fc sportul studentesc"
"rum�nien","cluj-napoca","stadionul cfr","10.000","cfr cluj"
"rum�nien","cluj-napoca","ion moina","28.000","fc universitatea cluj"
"rum�nien","moinesti","stadion petrolul","5.000","petrolul moinesti"
"rum�nien","ploiesti","stadionul astra","8.000","cs otopeni"
"rum�nien","ploiesti","stadion conpet","2.000","conpet ploiesti"
"rum�nien","targu jiu","stadionul municipal","9.200","cs pandurii lignitul targu jiu"
"rum�nien","timisoara","stadionul dan paltinisanu","32.019","fcu politehnica timisoara"
"moldawien","chisinau","baza zimbru","3.000","csf zimbru chisinau"
"bulgarien","lovech","gradski stadion","15.000","litex lovech"
"bulgarien","pleven","stadion slavi aleksiyev","25.100","pfk spartak pleven"
"bulgarien","plovdiv","stadion hristo botev","21.000","botev plovdiv"
"bulgarien","plovdiv","stadion lokomotiv","20.000","fk lokomotiv plovdiv"
"bulgarien","sofia","stadion vassil levski","43.632","#non-league#"
"bulgarien","sofia","bulgarska armia","22.015","cska sofia"
"bulgarien","sofia","slavia","18.000","slavia sofia"
"slowenien","celje","arena petrol","9.500","cmc publikum celje"
"slowenien","celje","skalna klet","2.130","fr�her cmc publikum celje"
"slowenien","domzale","sportni park","2.500","nk domzale"
"slowenien","ljubljana","zsd ljubljana","5.000","nk factor ljubljana"
"slowenien","maribor","ljudski vrt","10.000","nk maribor"
"slowenien","murska sobota","fazanerija","6.000","nk mura"
"kroatien","kostrena","stadion zuknica","4.000","nk pomorac kostrena"
"kroatien","osijek","stadion gradski vrt","19.220","nk osijek"
"kroatien","rijeka","kantrida","12.124","hnk rijeka"
"kroatien","split","stadion poljud","34.448","hajduk split"
"kroatien","varazdin","stadion varteksa","9.099","nk varteks varazdin"
"kroatien","vinkovci","stadion cibalia","12.108","hnk cibalia vinkovci"
"kroatien","zadar","stadion stanovi","8.000","nk zadar"
"kroatien","zagreb","maksimir","39.000","nk dinamo zagreb"
"bosnien-herzegovina","sarajevo","olimpijski stadion kosevo","35.630","fk sarajevo"
"bosnien-herzegovina","sarajevo","stadion grbavica","16.100","fk zeljeznicar sarajevo"
"bosnien-herzegovina","siroki brijeg","stadion pecara","10.162","nk siroki brijeg"
"bosnien-herzegovina","tuzla","stadion tusanj","8.444","fk sloboda tuzla"
"serbien","beograd","crvena zvezda","51.538","fk crvena zvezda"
"serbien","beograd","partizan","29.679","fk partizan"
"serbien","beograd","omladinski stadion","13.912","ofk beograd"
"serbien","beograd","stadion rad","6.000","fk rad"
"serbien","beograd","stadion fk sindelic","6.000","fk sindelic"
"serbien","novi sad","vojvodina","15.754","nk vojvodina novi sad"
"serbien","smederevo","sportski kompleks fk smederevo","16.656","fk smederevo"
"serbien","zemun","gradski","15.000","fk zemun"
"montenegro","niksic","stadion sutjeska","10.800","fk sutjeska niksic"
"mazedonien","prilep","goce delcev","20.000","fk pobeda prilep"
"griechenland","athen","olympiako stadio spyros louis","66.132","aek athenpanathinaikos athen"
"griechenland","athen-aigaleo","stadio stavros mavrothalassitis","3.530","aigaleo fc"
"griechenland","athen-haidari","stadio dasous haidariou","1.500","haidari fc"
"griechenland","athen","akratitos stadion","6.000","akratitos athen"
"griechenland","athen","tavros stadium","4.000","fostiras fc athen"
"griechenland","kavala","stadio kavalas anthi karagianni","12.500","ao kavala"
"griechenland","pir�us","stadiom karaiskaki","33.296","olympiakos pir�us"
"griechenland","thessaloniki","stadio toumbas","28.701","paok saloniki fc"
"griechenland","thessaloniki","stadio harilaou kleanthis vikelidis","23.220","aris saloniki fc"
"griechenland","thessaloniki","kaftanzoglio stadio","27.770","iraklis saloniki fc"
"griechenland","thessaloniki","stadium makedonikos","8.100","makedonikos fc"
"israel","jerusalem","teddy malcha stadium","21.600","beitar jerusalem fc"
"israel","nazareth-ilut","stadium ilut","4.932","maccabi ahi nazareth fc"
"israel","netanya","shar-tov stadium","7.500","maccabi netanya fc"
"israel","tel-aviv","bloomfield stadium","15.353","maccabi tel-aviv fchapoel tel-aviv fcbnei-yahuda tel-aviv fc"
"zypern","agiou athanasiou","stadio agiou athanasiou","1.500","sek agiou athanasiou"
"zypern","larnaca","athlitiko kentro zenon","13.032","aek larnaca fcalki larnaca fc"
"zypern","limassol","tsirion athlitiko kentro","13.261","ael limassolaris limassolapollon limassol"
"zypern","nicosia","neo g.s.p.","23.671","apeol nicosiaomonia nicosiaolympiakos nicosia"
"albanien","durres","stadiumi niko dovana","12.040","teuta durres"
"albanien","lezhe","beselidhja stadiumi","4.000","beselidhija lezhe"
"albanien","tirana","qemal stafa","16.230","nationalmannschaft albanien"
"t�rkei","ankara","ankara ondokuz mayis","19.209","mke ankarag�c�genclerbirligi skgenclerbirligi oftasspor"
"t�rkei","istanbul","ali sami yen","23.785","galatasaray sk"
"t�rkei","istanbul","bjk in�n� stadyumu","32.086","besiktas jk"
"t�rkei","izmit","ismet pasa","12.710","kocaelispor kul�b�"
"t�rkei","kartal","istanbul kartal stadyumu","15.000","kartalspor kul�b�"
"estland","kothla-j�rve","spordikeskuse staadion","2.200","fc lootus alutaguse"
"estland","tallinn","le coq arena","12.500","fc flora tallinn"
"estland","tartu","tamme staadion","1.500","jk maag tammeka tartu"
"estland","valga","linnastadion","6.000","fc warrior valga"
"lettland","daugavpils","celtnieks","3.000","fc dinaburg daugavpils"
"lettland","liepaja","daugava","5.000","sk liepajas metalurgs"
"lettland","riga","{skonto|(ii)}","8.000","fc skonto riga"
"lettland","riga","latvijas universitates stadions","5.000","fk jauniba riga"
"lettland","riga","daugava","5.083","fk rigajfk olipms riga"
"lettland","riga","alberta seibela stadiona","1.000","fsk daugava riga"
"lettland","ventspils","olimpisk� centra ventspils stadion�","3.085","fk ventspils"
"litauen","alytus","city","2.000","fk alytis alytus"
"litauen","kaunas","inkaras","2.000","fk atletas kaunas"
"russland","moskva","{stadion lokomotiv|(ii)}","30.979","lokomotiv moskva"
"russland","moskva","stadion dinamo","37.684","cska moskvadinamo moskva"
"russland","st. petersburg","stadion petrovskij","21.838","zenit st. petersburg"
"russland","yaroslavl","stadion shinnik","22.984","shinnik yaroslavl"
"wei�russland","borisov","gradski","4.000","fk bate borisov"
"wei�russland","minsk","dinamo","42.375","dinamo minsk"
"ukraine","ivano-frankovsk","stadion rukh","16.000","fk prykarpattja ivano-frankovsk"
"ukraine","kiev","centralnyi stadion","83.000","fr�her fk arsenal kiev"
"ukraine","kiev","stadion dynamo valery lobanovsky","16.888","fk dynamo kiev"
"ukraine","kryvyj rih","stadion metalurh","29.782","fk kryvbas kryvyj rih"
"ukraine","lvov","stadion ukrajina","28.051","fk karpaty lvov"
"ukraine","simferopol","stadion lokomotiv","19.978","sc tavriya simferopol"
"ukraine","uzhgorod","stadion avanhard","8.350","fk osk zakarpattya uzhgorod"
"georgien","rustavi","stadion poladi","10.720","fk olimpi rustavi"
"aserbaidschan","baku","tofiq bahramov stadion","37.010","neftchi bakufk baku"
"armenien","yerevan","respublikan stadion (vazgen sargsyan)","14.968","pyunik yerevanbanants yerevan"
"armenien","yerevan","stadion nairi","6.000","ararat yerevan"
"s�dkorea","busan","busan sport complex asiad stadium","53.864","busan i�park"
"s�dkorea","incheon","incheon munhak stadium","50.256","incheon united fc"
"s�dkorea","pohang","steelyard stadium","20.242","pohang steelers fc"
"s�dkorea","seoul","seoul world cup stadium","68.476","fc seoul"
"s�dkorea","suwon","big bird stadium","43.923","suwon bluewings"
"s�dkorea","ulsan","ulsan civil stadium","19.625","ulsan mipo dockyard fc"
"guatemala","ciudad de guatemala","estadio nacional mateo flores","29.950","club syd municipal"
"guatemala","mazatenango","estadio municipal carlos salazar hijo","12.000","cd suchitepequez"
"guatemala","san miguel petapa","estadio municipal julio a. cobar","7.000","club petapa"
"guatemala","zacapa","estadio david ordonez bardales","8.000","club deportivo zacapa"
"honduras","la ceiba","estadio municipal ceibeno nilmo edwards","15.000","club syd vidaclub deportivo victoria"
"el salvador","metapan","estadio jorge calero suarez","8.000","ad isidro metapan"
"el salvador","san salvador","estadio cuscatlan","58.360","alianza fc"
"nicaragua","ocotal","estadio roy fernandez","3.000","club depertivo ocotal"
"paraguay","asuncion","estadio manuel ferreira","22.000","club olimpia"
"paraguay","asuncion","estadio dr. nicolas leoz","10.000","club libertad"
"uruguay","montevideo","estadio centenario","73.609","nationalmannschaft uruguay"
"argentinien","avellaneda","estadio presidente juan dom. peron","64.161","racing club de avellaneda"
"argentinien","buenos aires","la bombonera","57.395","ca boca juniors"
"argentinien","buenos aires","estadio pedro bidegain","43.494","ca san lorenzo de almagro"
"argentinien","buenos aires","estadio diego armando maradona","24.380","aa argentinos juniors"
"argentinien","buenos aires","estadio jose amalfitani","49.540","ca velez sarsfield"
"argentinien","buenos aires","estadio ciudad de caseros","16.500","ca estudiantes"
"argentinien","la plata","estadio ciudad","40.000","club de gimnasia y esgrimaestudiantes la plata"
"argentinien","lanus","estadio ciudad de lanus","42.619","ca lanus"
"argentinien","lomas de zamora","estadio eduardo gallardon","33.532","ca los andes"
"argentinien","sarandi","estadio julio humberto","19.300","arsenal fc"
"argentinien","vicente lopez","estadio de vicente lopez","31.000","ca platense"
"marokko","rabat","stade du fus","8.000","fatih union sport rabat"
"algerien","blida","stade moustapha tchaker","35.000","usm blida"
"tunesien","bizerte","stade 15 octobre","20.000","club athletique bizertin"
"tunesien","monastir","stade mustapha ben jannet","20.000","union sportive de monastir"
"tunesien","rades","stade 7 novembre","60.000","nationalmannschaft tunesien"
"tunesien","sousse","stade olympique","25.000","etoile sportive du sahel"
"tunesien","tunis","stade olympique d�el menzah","45.000","club africaineesperance sportive de tunis"
"�gypten","alexandria","border guard stadium","22.000","al itihadsawahel haras el-hedoudkoroum co"
"�gypten","kairo","cairo international stadium","74.100","nationalmannschaft �gypten"
"�gypten","kairo","military stadium","28.500","al-jaish"
"�gypten","kairo","al-ahly stadium","6.000","al-ahly sports club"
"�gypten","port said","port said stadium","24.060","al-masry"
"eritrea","asmara","cicero stadium","15.000","nationalmannschaft eritrea"
"�thiopien","addis abeba","national stadium","25.000","mehrere ligamannschaften"
"uganda","kampala","mandela national stadium","40.000","nationalmannschaft uganda"
"ruanda","kigali","stade amahoro","20.000","nationalmannschaft ruanda"
"burundi","bujumbura","stade prince luis rwagasore","10.000","nationalmannschaft burundi"
"ghana","accra","ohene djan stadium","44.000","accra hearts of oak sc"
"ghana","kumasi","baba yara stadium","44.000","asante kotokoking faisal babes"
"ghana","sekondi-takoradi","sekondi stadium","20.000","sekondi hasaacas fc"
"sudan","khartoum-omdurman","al-merreikh stadium","40.000","al-merreikh fc"
"suedafrika","johannesburg","rand stadium","20.000","kaizer chiefs fc"
"suedafrika","pretoria","lucas masterpieces moripe stadium","28.900","supersport united fc"
"mosambik","maputo","estadio da machava","64.000","ferroviario de maputo"
"botswana","gaborone","sskb-stadium","1.500","black peril fc"
"swasiland","lobamba","somholo national stadium","20.000","mbabane swallows fc"
"lesotho","maseru","lcs-field","2.000","lcs fc"
"turkmenistan","ashgabat","olympic stadium","30.000","nationalmannschaft turkmenistan"
"malediven","mal�","rasmee dhandu stadium","11.885","nationalmannschaft malediven"
"indien","kolkata","{yuba bharati krirangan (salt lake stadium)|(ii)}","120.000","mohun bagan aceast bengal fcchirag united sc"
"bangladesch","dhaka","bangabandhu national stadium","36.000","verschiedene teams"
"nepal","kathmandu","dasrath rangasala stadium","25.000","nationalmannschaft nepal"
"indonesien","palembang","stadion gelora sriwijaya jakabaring","40.000","sriwijaya fc palembang"
"indonesien","teluk kuantan","kuantan singingi sports stadium","30.000","z.z. psps pekanbaru"
"malaysia","johor bahru","tan sri dato hji hassan yunos stadium","30.000","johor fa"
"malaysia","kelana jaya","stadion mbpj","25.000","kelab bolasepak pkns fc"
"malaysia","kuantan","stadium darulmakmur","35.000","persatuan bolasepak pahang"
"malaysia","pasir gudang","corporation stadium","15.000","kb johor fc"
"singapur","singapur","bishan stadium","3.800","home united fc"
"singapur","singapur","woodlands stadium","4.300","woodlands wellington fc"
"singapur","singapur","queenstown stadium","3.800","etoile fc"
"singapur","singapur","jurong west stadium","3.178","gombak united fc"
"singapur","singapur","clementi stadium","4.000","tanjong pagar united fc"
"brunei","bandar seri begawan","balapan stadium","4.000","verschiedene teams"
"v.a.e.","abu dhabi","{zayed sports city|(ii)|(iii)}","49.500","nationalstadion vae"
"v.a.e.","abu dhabi","{mohammed bin zayed stadium|(ii)|(iii)|(iv)|(iii)|(v)}","42.056","al-jazira club"
"v.a.e.","abu dhabi","{al-nahyan stadium|(ii)}","12.000","al-wahda club"
"v.a.e.","ajman","rashid bin saeed stadium","6.000","ajman clubal-arabi umm al quwain"
"v.a.e.","al-ain","{khalifa bin zayed stadium|(ii)}","12.000","al-ain club"
"v.a.e.","al-ain","tahnoun bin mohammed stadium","10.000","gelegentlich al-ain club"
"v.a.e.","al-jazeera al-hamra","al-jazeera al-hamra club stadium","2.000","al-jazeera al-hamra club"
"v.a.e.","bani yas","bani yas club stadium","10.000","baniyas sc"
"v.a.e.","dhaid","dhaid stadium","5.000","al-dhaid club"
"v.a.e.","dubai","{zabeel stadium|(ii)}","12.000","al-wasl club"
"v.a.e.","dubai","al-rashid stadium","12.000","al-ahli club"
"v.a.e.","dubai","al-maktoum stadium","12.000","al-nasr club"
"v.a.e.","dubai","maktoum bin rashid al maktoum stadium","12.000","al-shabab al-arabi club"
"v.a.e.","dubai","{dubai club stadium|(ii)}","3.000","dubai club"
"v.a.e.","dubai","the sevens stadium","10.000","#non-league#"
"v.a.e.","fujairah","al-fujairah stadium","3.000","al-fujairah sports club"
"v.a.e.","kalba","ittihad kalba-club stadium","3.000","al-ittihad kalba club"
