"majorgroup","family","species","essexthreat"
"flies (hoverflies)","syrphidae","melangyna quadrimaculata","essex endangered"
"flies (hoverflies)","syrphidae","melanogaster aerosa","essex threatened"
"flies (hoverflies)","syrphidae","meligramma euchromum","essex threatened"
"flies (hoverflies)","syrphidae","meligramma trianguliferum","&nbsp;"
"flies (hoverflies)","syrphidae","myolepta dubia","&nbsp;"
"flies (hoverflies)","syrphidae","neoascia geniculata","essex threatened"
"flies (hoverflies)","syrphidae","neoascia interrupta","&nbsp;"
"flies (hoverflies)","syrphidae","neoascia obliqua","essex threatened"
"flies (hoverflies)","syrphidae","orthonevra brevicornis","essex threatened"
"flies (hoverflies)","syrphidae","paragus albifrons","essex endangered"
"flies (hoverflies)","syrphidae","parasyrphus annulatus","essex endangered"
"flies (hoverflies)","syrphidae","parasyrphus lineola","essex vulnerable"
"flies (hoverflies)","syrphidae","parasyrphus malinellus","essex vulnerable"
"flies (hoverflies)","syrphidae","pipizella maculipennis","essex vulnerable"
"flies (hoverflies)","syrphidae","pipizella virens","regionally important"
"flies (hoverflies)","syrphidae","platycheirus discimanus","essex vulnerable"
"flies (hoverflies)","syrphidae","platycheirus europaeus","&nbsp;"
"flies (hoverflies)","syrphidae","platycheirus immarginatus","essex threatened"
"flies (hoverflies)","syrphidae","platycheirus occultus","&nbsp;"
"flies (hoverflies)","syrphidae","platycheirus scambus","essex threatened"
"flies (hoverflies)","syrphidae","pocota personata","essex endangered"
"flies (hoverflies)","syrphidae","portevinia maculata","essex threatened"
"flies (hoverflies)","syrphidae","psilota anthracina","essex vulnerable"
"flies (hoverflies)","syrphidae","scaeva selenitica","&nbsp;"
"flies (hoverflies)","syrphidae","sericomyia silentis","essex vulnerable"
"flies (hoverflies)","syrphidae","sphaerophoria bankowskae","essex vulnerable"
"flies (hoverflies)","syrphidae","sphaerophoria batava","essex vulnerable"
"flies (hoverflies)","syrphidae","sphaerophoria interrupta","essex threatened"
"flies (hoverflies)","syrphidae","sphaerophoria loewi","essex endangered"
"flies (hoverflies)","syrphidae","sphaerophoria taeniata","essex threatened"
"flies (hoverflies)","syrphidae","trichopsomyia flavitarsis","essex vulnerable"
"flies (hoverflies)","syrphidae","triglyphus primus","&nbsp;"
"flies (hoverflies)","syrphidae","volucella inanis","regionally important"
"flies (hoverflies)","syrphidae","volucella inflata","essex threatened"
"flies (hoverflies)","syrphidae","volucella zonaria","regionally important"
"flies (hoverflies)","syrphidae","xanthandrus comtus","essex threatened"
"flies (hoverflies)","syrphidae","xylota abiens","essex endangered"
"flies (hoverflies)","syrphidae","xylota florum","&nbsp;"
"flies (hoverflies)","syrphidae","xylota tarda","essex endangered"
"flies (hoverflies)","syrphidae","xylota xanthocnema","&nbsp;"
"flies (larger brachycera)","acroceridae","acrocera orbiculus","essex threatened"
"flies (larger brachycera)","acroceridae","ogcodes gibbosus","&nbsp;"
"flies (larger brachycera)","acroceridae","ogcodes pallipes","essex unknown"
"flies (larger brachycera)","asilidae","asilus crabroniformis","essex threatened"
"flies (larger brachycera)","asilidae","choerades marginatus","regionally important"
"flies (larger brachycera)","asilidae","dioctria oelandica","essex unknown"
"flies (larger brachycera)","asilidae","eutolmus rufibarbis","essex endangered"
"flies (larger brachycera)","asilidae","lasiopogon cinctus","&nbsp;"
"flies (larger brachycera)","asilidae","neoitamus cyanurus","&nbsp;"
"flies (larger brachycera)","asilidae","philonicus albiceps","essex threatened"
"flies (larger brachycera)","bombyliidae","bombylius discolor","essex endangered"
"flies (larger brachycera)","bombyliidae","phthiria pulicaria","essex endangered"
"flies (larger brachycera)","bombyliidae","villa modesta","essex vulnerable"
"flies (larger brachycera)","rhagionidae","symphoromyia immaculata","regionally important"
"flies (larger brachycera)","scenopinidae","scenopinus niger","essex unknown"
"flies (larger brachycera)","stratiomyidae","beris morrisii","&nbsp;"
"flies (larger brachycera)","stratiomyidae","chorisops nagatomii","regionally important"
"flies (larger brachycera)","stratiomyidae","eupachygaster tarsalis","essex vulnerable"
"flies (larger brachycera)","stratiomyidae","microchrysa cyaneiventris","essex endangered"
"flies (larger brachycera)","stratiomyidae","neopachygaster meromelas","essex vulnerable"
"flies (larger brachycera)","stratiomyidae","odontomyia argentata","essex endangered"
"flies (larger brachycera)","stratiomyidae","odontomyia ornata","essex vulnerable"
"flies (larger brachycera)","stratiomyidae","odontomyia tigrina","regionally important"
"flies (larger brachycera)","stratiomyidae","oxycera morrisii","essex endangered"
"flies (larger brachycera)","stratiomyidae","oxycera nigricornis","&nbsp;"
"flies (larger brachycera)","stratiomyidae","oxycera rara","&nbsp;"
"flies (larger brachycera)","stratiomyidae","stratiomys longicornis","regionally important"
"flies (larger brachycera)","stratiomyidae","stratiomys potamida","regionally important"
"flies (larger brachycera)","stratiomyidae","stratiomys singularior","regionally important"
"flies (larger brachycera)","stratiomyidae","vanoyia tenuicornis","regionally important"
"flies (larger brachycera)","tabanidae","atylotus latistriatus","regionally important"
"flies (larger brachycera)","tabanidae","chrysops viduatus","&nbsp;"
"flies (larger brachycera)","tabanidae","haematopota bigoti","essex vulnerable"
"flies (larger brachycera)","tabanidae","haematopota grandis","regionally important"
"flies (larger brachycera)","tabanidae","haematopota subcylindrica","essex threatened"
"flies (larger brachycera)","tabanidae","hybomitra bimaculata","&nbsp;"
"flies (larger brachycera)","tabanidae","hybomitra ciureai","regionally important"
"flies (larger brachycera)","tabanidae","hybomitra distinguenda","essex threatened"
"flies (larger brachycera)","tabanidae","hybomitra expollicata","regionally important"
"flies (larger brachycera)","tabanidae","tabanus bromius","essex endangered"
"flies (larger brachycera)","tabanidae","tabanus sudeticus","&nbsp;"
"flies (larger brachycera)","therevidae","acrosathe annulata","essex threatened"
"flies (larger brachycera)","therevidae","thereva bipunctata","essex vulnerable"
"flies (larger brachycera)","therevidae","thereva fulva","essex endangered"
"flies (larger brachycera)","therevidae","thereva plebeja","regionally important"
"flies (larger brachycera)","xylomyidae","solva marginata","regionally important"
"flies (larger brachycera)","xylomyidae","xylomya maculata","essex endangered"
"flies (larger brachycera)","xylophagidae","xylophagus ater","essex endangered"
"freshwater invertebrates (other)","baetidae","procloeon pennulatum","&nbsp;"
"freshwater invertebrates (other)","bryozoa lophopidae","lophopus crystallinus","&nbsp;"
"freshwater invertebrates (other)","decapod astacidae","austropotamobius pallipes","&nbsp;"
"freshwater invertebrates (other)","ephemeroptera baetidae","baetis buceratus","&nbsp;"
"freshwater invertebrates (other)","ephemeroptera baetidae","centroptilium pennulatum","&nbsp;"
"freshwater invertebrates (other)","erpobdellidae","dina lineata","&nbsp;"
"freshwater invertebrates (other)","mollusca hydrobiidae","bithynia leachi","&nbsp;"
"freshwater invertebrates (other)","mollusca pisidiidae","pisidium personatum","&nbsp;"
"freshwater invertebrates (other)","trichoptera beraeidae","beraeodes minutus","&nbsp;"
"freshwater invertebrates (other)","trichoptera psychomyiidae","lype phaeopa","&nbsp;"
"freshwater invertebrates (other)","tricladida dendrocoelidae","bdellocephala punctata","&nbsp;"
"fungi","agaricaceae","leucoagaricus macrorhizus","&nbsp;"
"fungi","agaricaceae","leucoagaricus subcretaceous","&nbsp;"
"fungi","amanitaceae","amanita echinocephala","&nbsp;"
"fungi","amanitaceae","amanita inopinata","&nbsp;"
"fungi","amanitaceae","amanita virosa","&nbsp;"
"fungi","astraeaceae","astraeus hygrometricus","&nbsp;"
"fungi","battarreaceae","battarrea phalloides","&nbsp;"
"fungi","boletaceae","boletus impolitus","&nbsp;"
"fungi","boletaceae","boletus luridus var luridus","rarely recorded"
"fungi","boletaceae","boletus purpureus","&nbsp;"
"fungi","boletaceae","boletus queletii","&nbsp;"
"fungi","boletaceae","boletus regius","&nbsp;"
"fungi","boletaceae","boletus satanas","&nbsp;"
"fungi","boletaceae","pulveroboletus cramesinus","&nbsp;"
"fungi","boletaceae","suillus collinitus","&nbsp;"
"fungi","cantharellaceae","cantharellus cinereus","&nbsp;"
"fungi","cantharellaceae","cantharellus friesii","&nbsp;"
"fungi","clathraceae","clathrus ruber","&nbsp;"
"fungi","clavariaceae","clavaria zollingeri","&nbsp;"
"fungi","coprinaceae","psathyrella sacchariolens","&nbsp;"
"fungi","coriolaceae","piptoporus quercinus","&nbsp;"
"fungi","coriolaceae","pycnoporus cinnabarinus","&nbsp;"
"fungi","cortinariaceae","cortinarius cyanopus","&nbsp;"
"fungi","cortinariaceae","cortinarius multiformis","&nbsp;"
"fungi","cortinariaceae","cortinarius olidus","&nbsp;"
"fungi","cortinariaceae","cortinarius subpurpurascens","&nbsp;"
"fungi","cortinariaceae","cortinarius talus","&nbsp;"
"fungi","cortinariaceae","cortinarius turbinatus","&nbsp;"
"fungi","cortinariaceae","cortinarius variicolor","&nbsp;"
"fungi","cortinariaceae","cortinarius varius","&nbsp;"
"fungi","cortinariaceae","cortinarius violaceus","&nbsp;"
"fungi","cortinariaceae","flammulaster limulatus","&nbsp;"
"fungi","cortinariaceae","hebeloma vaccinum","&nbsp;"
"fungi","cortinariaceae","leucocortinarius bulbiger","&nbsp;"
"fungi","craterellaceae","pseudocraterellus sinuosus","&nbsp;"
"fungi","entolomataceae","entoloma bloxamii","&nbsp;"
"fungi","ganodermataceae","ganoderma lucidum","&nbsp;"
"fungi","ganodermataceae","ganoderma pfeifferi","&nbsp;"
"fungi","ganodermataceae","ganoderma resinaceum","&nbsp;"
"fungi","gomphaceae","gomphus clavatus","&nbsp;"
"fungi","hapalopilaceae","hapalopilus croceus","&nbsp;"
"fungi","hericiaceae","hericium cirrhatum","&nbsp;"
"fungi","hericiaceae","hericium coralloides","&nbsp;"
"fungi","hericiaceae","hericium erinaceum","&nbsp;"
"fungi","hydnaceae","hydnum repandum","&nbsp;"
"fungi","hygrophoraceae","hygrocybe aurantiosplendens","&nbsp;"
"fungi","hygrophoraceae","hygrocybe calyptriformis","&nbsp;"
"fungi","hygrophoraceae","hygrocybe coccineocrenata","&nbsp;"
"fungi","hygrophoraceae","hygrocybe spadicea","&nbsp;"
"fungi","hygrophoraceae","hygrophorus penarius","&nbsp;"
"fungi","hymenochaetaceae","inonotus cuticularis","&nbsp;"
"fungi","pluteaceae","pluteus leoninus","&nbsp;"
"fungi","pluteaceae","pluteus pellitus","&nbsp;"
"fungi","polyporaceae","polyporus umbellatus","&nbsp;"
"fungi","russulaceae","russula amarissima","&nbsp;"
"fungi","russulaceae","russula carminea","&nbsp;"
"fungi","russulaceae","russula carminipes","&nbsp;"
"fungi","russulaceae","russula laccata","&nbsp;"
"fungi","russulaceae","russula lilacea","&nbsp;"
"fungi","russulaceae","russula melzeri","&nbsp;"
"fungi","russulaceae","russula persicina","&nbsp;"
"fungi","russulaceae","russula raoultii","&nbsp;"
"fungi","russulaceae","russula viscida","&nbsp;"
"fungi","sclerodermataceae","pisolithus arhizus","&nbsp;"
"fungi","sparassidaceae","sparassis brevipes","&nbsp;"
"fungi","strobilomycetaceae","chalciporus rubinus","&nbsp;"
"fungi","strophariaceae","hemipholiota populnea","&nbsp;"
"fungi","strophariaceae","pholiota destruens","&nbsp;"
"fungi","taphrinaceae","taphrina johansonii","&nbsp;"
"fungi","thelephoraceae","hydnellum aurantiacum","&nbsp;"
"fungi","thelephoraceae","hydnellum ferrugineum","&nbsp;"
"fungi","thelephoraceae","hydnellum velutinum","&nbsp;"
"fungi","tricholomataceae","collybia prolixa var. distorta","&nbsp;"
"fungi","tricholomataceae","hypsizygus ulmarius","&nbsp;"
"fungi","tricholomataceae","rhodotus palmatus","&nbsp;"
"fungi","tricholomataceae","tricholoma acerbum","&nbsp;"
"fungi","tricholomataceae","tricholoma atrosquamosum","&nbsp;"
"fungi","tricholomataceae","tricholoma pessundatum","&nbsp;"
"fungi","tricholomataceae","tricholoma sejunctum","&nbsp;"
"fungi","tulostomataceae","queletia mirabilis","&nbsp;"
"fungi","tulostomataceae","tulostoma brumale","&nbsp;"
"fungi","xerocomaceae","xerocomus leonis","&nbsp;"
"grasshoppers & allied orders","acrididae","myrmeleotettix maculatus","essex vulnerable"
"grasshoppers & allied orders","acrididae","omocestus rufipes","&nbsp;"
"grasshoppers & allied orders","acrididae","omocestus viridulus","&nbsp;"
"grasshoppers & allied orders","blattellidae","ectobius lapponicus","essex endangered"
"grasshoppers & allied orders","blattellidae","ectobius pallidus","essex endangered"
"grasshoppers & allied orders","blattellidae","ectobius panzeri","essex vulnerable"
"grasshoppers & allied orders","forficulidae","apterygida media","essex threatened?"
"grasshoppers & allied orders","forficulidae","forficula lesnei","essex threatened?"
"grasshoppers & allied orders","gryllidae","acheta domesticus","&nbsp;"
"grasshoppers & allied orders","gryllidae","gryllus campestris","essex endangered"
"grasshoppers & allied orders","gryllotalpidae","gryllotalpa gryllotalpa","essex endangered"
"grasshoppers & allied orders","tettigoniidae","platycleis albopunctata","essex endangered"
"grasshoppers & allied orders","tettigoniidae","tettigonia viridissima","&nbsp;"
"harvestmen","leiobunidae","nelima gothica","essex threatened"
"harvestmen","phalangiidae","megabunus diadema","essex threatened"
"harvestmen","phalangiidae","oligolophus hanseni","essex threatened"
"lacewings & allied orders","boreidae","boreus hyemalis","&nbsp;"
"lacewings & allied orders","chrysopidae","chrysopa dorsalis","essex endangered"
"lacewings & allied orders","chrysopidae","nineta inpunctata","essex endangered"
"lacewings & allied orders","coniopterygidae","coniopteryx (coniopteryx) pygmaea","&nbsp;"
"lacewings & allied orders","hemerobiidae","chrysoperla carnea seg. 2 (pale haired)","essex endangered"
"lacewings & allied orders","hemerobiidae","hemerobius atrifrons","&nbsp;"
"lacewings & allied orders","hemerobiidae","sympherobius (niremberge) klapaleki","&nbsp;"
"lacewings & allied orders","hemerobiidae","wesmaelius (wesmaelius) quadrifasciatus","essex endangered"
"lacewings & allied orders","osmylidae","osmylus fulvicephalus","essex vulnerable"
"lacewings & allied orders","panorpidae","panorpa cognata","&nbsp;"
"lacewings & allied orders","sialidae","sialis fuliginosa","&nbsp;"
"larger moths","arctiidae","arctia caja","&nbsp;"
"larger moths","arctiidae","atolmis rubricollis","&nbsp;"
"larger moths","arctiidae","coscinia cribraria","&nbsp;"
"larger moths","arctiidae","eilema caniola","&nbsp;"
"larger moths","arctiidae","eilema pygmaeola","&nbsp;"
"larger moths","arctiidae","pelosia muscerda","&nbsp;"
"larger moths","arctiidae","spilosoma urticae","&nbsp;"
"larger moths","cossidae","cossus cossus","&nbsp;"
"larger moths","geometridae","aleucis distinctata","&nbsp;"
"larger moths","geometridae","anticollix sparsata","&nbsp;"
"larger moths","geometridae","thetidia smaragdaria","&nbsp;"
"larger moths","geometridae","aplasta ononaria","&nbsp;"
"larger moths","geometridae","aplocera efformata","&nbsp;"
"larger moths","geometridae","archiearis notha","&nbsp;"
"larger moths","geometridae","aspitates gilvaria","&nbsp;"
"larger moths","geometridae","catarhoe rubidata","&nbsp;"
"larger moths","geometridae","chesias rufata","&nbsp;"
"larger moths","geometridae","chlorissa viridata","&nbsp;"
"larger moths","geometridae","cyclophora annularia","&nbsp;"
"larger moths","geometridae","discoloxia blomeri","&nbsp;"
"larger moths","geometridae","ennomos autumnaria","&nbsp;"
"larger moths","geometridae","euphyia biangulata","&nbsp;"
"larger moths","geometridae","eupithecia abietaria","&nbsp;"
"larger moths","geometridae","eupithecia denotata","&nbsp;"
"larger moths","geometridae","eupithecia expallidata","&nbsp;"
"larger moths","geometridae","eupithecia extensaria","&nbsp;"
"larger moths","geometridae","eupithecia haworthiata","&nbsp;"
"larger moths","geometridae","eupithecia insigniata","&nbsp;"
"larger moths","geometridae","eupithecia inturbata","&nbsp;"
"larger moths","geometridae","eupithecia irriguata","&nbsp;"
"larger moths","geometridae","eupithecia millefoliata","&nbsp;"
"larger moths","geometridae","eupithecia pimpinellata","&nbsp;"
"larger moths","geometridae","eupithecia plumbeolata","&nbsp;"
"larger moths","geometridae","eupithecia pygmaeata","&nbsp;"
"larger moths","geometridae","eupithecia valerianata","&nbsp;"
"larger moths","geometridae","hypomecis roboraria","&nbsp;"
"larger moths","geometridae","idaea ochrata cantiata","&nbsp;"
"larger moths","geometridae","lithostege griseata","&nbsp;"
"larger moths","geometridae","minoa murinata","&nbsp;"
"larger moths","geometridae","pareulype berberata","&nbsp;"
"larger moths","geometridae","peribatodes secundaria","&nbsp;"
"larger moths","geometridae","phibalapteryx virgata","&nbsp;"
"larger moths","geometridae","rheumaptera cervinalis","&nbsp;"
"larger moths","geometridae","rheumaptera hastata","&nbsp;"
"larger moths","geometridae","scopula emutaria","&nbsp;"
"larger moths","geometridae","scopula rubiginata","&nbsp;"
"larger moths","geometridae","scotopteryx bipunctaria","&nbsp;"
"larger moths","geometridae","scotopteryx luridata","&nbsp;"
"larger moths","geometridae","siona lineata","&nbsp;"
"larger moths","geometridae","spargania luctuata","&nbsp;"
"larger moths","geometridae","thalera fimbrialis","&nbsp;"
"larger moths","geometridae","trichopteryx polycommata","&nbsp;"
"larger moths","lasiocampidae","eriogaster lanestris","&nbsp;"
"larger moths","lasiocampidae","gastropacha quercifolia","&nbsp;"
"larger moths","lasiocampidae","lasiocampa trifolii","&nbsp;"
"larger moths","lasiocampidae","malacosoma castrensis","&nbsp;"
"larger moths","limacodidae","apoda limacodes","&nbsp;"
"larger moths","limacodidae","heterogenea asella","&nbsp;"
"larger moths","lymantriidae","orgyia recens","&nbsp;"
"larger moths","noctuidae","actebia praecox","&nbsp;"
"larger moths","noctuidae","agrotis ripae","&nbsp;"
"larger moths","noctuidae","amphipoea fucosa","&nbsp;"
"larger moths","noctuidae","amphipoea lucens","&nbsp;"
"larger moths","noctuidae","apamea lateritia","&nbsp;"
"larger moths","noctuidae","apamea oblonga","&nbsp;"
"larger moths","noctuidae","aporophyla australis","&nbsp;"
"larger moths","noctuidae","archanara sparganii","&nbsp;"
"larger moths","noctuidae","blepharita adusta","&nbsp;"
"larger moths","noctuidae","calophasia lunula","&nbsp;"
"larger moths","noctuidae","catocala sponsa","&nbsp;"
"larger moths","noctuidae","cerastis leucographa","&nbsp;"
"larger moths","noctuidae","chilodes maritimus","&nbsp;"
"larger moths","noctuidae","chortodes elymi","&nbsp;"
"larger moths","noctuidae","chortodes extrema","&nbsp;"
"larger moths","noctuidae","chortodes fluxa","&nbsp;"
"larger moths","noctuidae","conistra rubiginea","&nbsp;"
"larger moths","noctuidae","cosmia diffinis","&nbsp;"
"larger moths","noctuidae","cucullia absinthii","&nbsp;"
"larger moths","noctuidae","cucullia asteris","&nbsp;"
"larger moths","noctuidae","deltote bankiana","&nbsp;"
"larger moths","noctuidae","dicycla oo","&nbsp;"
"larger moths","noctuidae","egira conspicillaris","&nbsp;"
"larger moths","noctuidae","elaphria venustula","&nbsp;"
"larger moths","noctuidae","emmelia trabealis","&nbsp;"
"larger moths","noctuidae","enargia paleacea","&nbsp;"
"larger moths","noctuidae","euxoa cursoria","&nbsp;"
"larger moths","noctuidae","gortyna borelii","&nbsp;"
"larger moths","noctuidae","hecatera dysodea","&nbsp;"
"larger moths","noctuidae","heliophobus reticulata","&nbsp;"
"larger moths","noctuidae","heliothis viriplaca","&nbsp;"
"larger moths","noctuidae","herminia tarsicrinalis","&nbsp;"
"larger moths","noctuidae","hypena rostralis","&nbsp;"
"larger moths","noctuidae","jodia croceago","&nbsp;"
"larger moths","noctuidae","laspeyria flexula","&nbsp;"
"larger moths","noctuidae","luperina nickerlii","&nbsp;"
"larger moths","noctuidae","macrochilo cribrumalis","&nbsp;"
"larger moths","noctuidae","moma alpium","&nbsp;"
"larger moths","noctuidae","mythimna favicolor","&nbsp;"
"larger moths","noctuidae","mythimna flammea","&nbsp;"
"larger moths","noctuidae","mythimna l-album","&nbsp;"
"larger moths","noctuidae","mythimna litoralis","&nbsp;"
"larger moths","noctuidae","mythimna turca","&nbsp;"
"larger moths","noctuidae","noctua orbona","&nbsp;"
"larger moths","noctuidae","orthosia opima","&nbsp;"
"larger moths","noctuidae","paracolax tristalis","&nbsp;"
"larger moths","noctuidae","parascotia fuliginaria","&nbsp;"
"larger moths","noctuidae","pechipogo strigilata","&nbsp;"
"larger moths","noctuidae","polia bombycina","&nbsp;"
"larger moths","noctuidae","polia trimaculosa","&nbsp;"
"larger moths","noctuidae","rhyacia simulans","&nbsp;"
"larger moths","noctuidae","sedina buettneri","&nbsp;"
"larger moths","noctuidae","shargacucullia lychnitis","&nbsp;"
"larger moths","noctuidae","sideridis albicolon","&nbsp;"
"larger moths","noctuidae","simyra albovenosa","&nbsp;"
"larger moths","noctuidae","spaelotis ravida","&nbsp;"
"larger moths","noctuidae","trachea atriplicis","&nbsp;"
"larger moths","noctuidae","trisateles emortualis","&nbsp;"
"larger moths","noctuidae","tyta luctuosa","&nbsp;"
"larger moths","noctuidae","xanthia gilvago","&nbsp;"
"larger moths","noctuidae","xanthia ocellaris","&nbsp;"
"larger moths","noctuidae","xestia baja","&nbsp;"
"larger moths","noctuidae","xestia castanea","&nbsp;"
"larger moths","noctuidae","xestia ditrapezium","&nbsp;"
"larger moths","noctuidae","xestia rhomboidea","&nbsp;"
"larger moths","noctuidae","xylena exsoleta","&nbsp;"
"larger moths","nolidae","meganola albula","&nbsp;"
"larger moths","nolidae","meganola strigula","&nbsp;"
"larger moths","nolidae","nola aerugula","&nbsp;"
"larger moths","notodontidae","clostera anachoreta","&nbsp;"
"larger moths","notodontidae","clostera pigra","&nbsp;"
"larger moths","notodontidae","furcula bicuspis","&nbsp;"
"larger moths","notodontidae","odontosia carmelita","&nbsp;"
"larger moths","sesiidae","bembecia ichneumoniformis","&nbsp;"
"larger moths","sesiidae","sesia apiformis","&nbsp;"
"larger moths","sesiidae","sesia bembeciformis","&nbsp;"
"larger moths","sesiidae","synanthedon andrenaeformis","&nbsp;"
"larger moths","sesiidae","synanthedon culiciformis","&nbsp;"
"larger moths","sesiidae","synanthedon formicaeformis","&nbsp;"
"larger moths","sesiidae","synanthedon myopaeformis","&nbsp;"
"larger moths","sesiidae","synanthedon spheciformis","&nbsp;"
"larger moths","sesiidae","synanthedon tipuliformis","&nbsp;"
"larger moths","sesiidae","synanthedon vespiformis","&nbsp;"
"larger moths","sphingidae","hemaris fuciformis","&nbsp;"
"larger moths","sphingidae","hemaris tityus","&nbsp;"
"larger moths","thyatiridae","tetheella fluctuosa","&nbsp;"
"larger moths","zygaenidae","adscita statices","&nbsp;"
"mammals","balaenopteridae","balaenoptera acutorostrata","&nbsp;"
"mammals","balaenopteridae","balaenoptera borealis","&nbsp;"
"mammals","balaenopteridae","balaenoptera physalus","&nbsp;"
"mammals","balaenopteridae","megaptera novaeangliae","&nbsp;"
"mammals","carnivora","cystophora cristata","&nbsp;"
"mammals","carnivora","halichoerus grypus","&nbsp;"
"mammals","carnivora","martes martes","&nbsp;"
"mammals","carnivora","phoca vitulina","&nbsp;"
"mammals","delphinidae","delphinus delphis","&nbsp;"
"mammals","delphinidae","grampus griseus","&nbsp;"
"mammals","delphinidae","lagenorhynchus albirostris","&nbsp;"
"mammals","delphinidae","orcinus orca","&nbsp;"
"mammals","delphinidae","tursiops truncatus","&nbsp;"
"mammals","erinaceidae","erinaceus europaeus","&nbsp;"
"mammals","leporidae","lepus europaeus","&nbsp;"
"mammals","monodontidae","monodon monoceros","&nbsp;"
"mammals","muridae","apodemus flavicollis","&nbsp;"
"mammals","muridae","arvicola terrestris","&nbsp;"
"mammals","muridae","rattus rattus","&nbsp;"
"mammals","mustelidae","lutra lutra","increasing"
"mammals","mustelidae","meles meles","&nbsp;"
"mammals","mustelidae","mustela putorius","&nbsp;"
"mammals","myoxidae","muscardinus avellanarius","&nbsp;"
"mammals","phocoenidae","phocoena phocoena","&nbsp;"
"mammals","rodentia","sciurus vulgaris","&nbsp;"
"mammals","sirenia","sus scrofa","&nbsp;"
"mammals","vespertilionidae","barbastella barbastellus","&nbsp;"
"mammals","vespertilionidae","eptesicus serotinus","&nbsp;"
"mammals","vespertilionidae","myotis daubentonii","&nbsp;"
"mammals","vespertilionidae","myotis mystacinus","&nbsp;"
"mammals","vespertilionidae","myotis nattereri","&nbsp;"
"mammals","vespertilionidae","nyctalus leisleri","&nbsp;"
"mammals","vespertilionidae","nyctalus noctula","&nbsp;"
"mammals","vespertilionidae","pipistrellus nathusii","&nbsp;"
"mammals","vespertilionidae","pipistrellus pipistrellus","&nbsp;"
"mammals","vespertilionidae","pipistrellus pygmaeus","&nbsp;"
"mammals","vespertilionidae","plecotus auritus","&nbsp;"
"mammals","vespertilionidae","vespertilio murinus","&nbsp;"
"mammals","ziphiidae","hyperoodon ampullatus","&nbsp;"
"mammals","ziphiidae","mesoplodon bidens","&nbsp;"
"marine fish","&nbsp;","aphanopus carbo","&nbsp;"
"marine fish","&nbsp;","coryphaenoides rupestris","&nbsp;"
"marine fish","&nbsp;","hoplostethus atlanticus","&nbsp;"
"marine fish","&nbsp;","macrourus berglax","&nbsp;"
"marine fish","&nbsp;","sebastes spp.","&nbsp;"
"marine fish","argentinidae","argentina silus","&nbsp;"
"marine fish","carangidae","trachurus trachurus","&nbsp;"
"marine fish","cetorhinidae","cetorhinus maximus","&nbsp;"
"marine fish","clupeidae","alosa alosa","&nbsp;"
"marine fish","clupeidae","alosa fallax","&nbsp;"
"marine fish","clupeidae","clupea harengus","&nbsp;"
"marine fish","coregonidae","coregonus albula","&nbsp;"
"marine fish","coregonidae","coregonus autumnalis","&nbsp;"
"marine fish","coregonidae","coregonus oxyrinchus","&nbsp;"
"marine fish","gadidae","gadus morhua","&nbsp;"
"marine fish","gadidae","lota lota","&nbsp;"
"marine fish","gadidae","merlangius merlangus","&nbsp;"
"marine fish","gadidae","micromesistius poutassou","&nbsp;"
"marine fish","gadidae","molva dipterygia","&nbsp;"
"marine fish","gadidae","molva molva","&nbsp;"
"marine fish","gadidae","pollachius virens","&nbsp;"
"marine fish","gobiidae","pomatoschistus microps","&nbsp;"
"marine fish","lophiidae","lophius piscatorius","&nbsp;"
"marine fish","merlucciidae","merluccius bilinearis","&nbsp;"
"marine fish","merlucciidae","merluccius merluccius","&nbsp;"
"marine fish","osmeridae","osmerus eperlanus","&nbsp;"
"marine fish","phycidae","brosme brosme","&nbsp;"
"marine fish","pleuronectidae","pleuronectes platessa","&nbsp;"
"marine fish","pleuronectidae","reinhardtius hippoglossoides","&nbsp;"
"marine fish","rajidae","raja batis","&nbsp;"
"marine fish","rajidae","raja hyperborea","&nbsp;"
"marine fish","scombridae","scomber scombrus","&nbsp;"
"marine fish","soleidae","solea solea","&nbsp;"
"marine invertebrates","mollusca mytilidae","modiolus modiolus","&nbsp;"
"marine invertebrates","mollusca ostreidae","&nbsp;","&nbsp;"
"micro moths","autostichidae","oegoconia caradjai","&nbsp;"
"micro moths","autostichidae","oegoconia deauratella","&nbsp;"
"micro moths","batrachedridae","batrachedra pinicolella","&nbsp;"
"micro moths","choreutidae","prochoreutis sehestediana","&nbsp;"
"micro moths","coleophoridae","augasma aeratella","&nbsp;"
"micro moths","coleophoridae","coleophora adjunctella","&nbsp;"
"micro moths","coleophoridae","coleophora aestuariella","&nbsp;"
"micro moths","coleophoridae","coleophora alnifoliae","&nbsp;"
"micro moths","coleophoridae","coleophora clypeiferella","&nbsp;"
"micro moths","coleophoridae","coleophora conspicuella","&nbsp;"
"micro moths","coleophoridae","coleophora conyzae","&nbsp;"
"micro moths","coleophoridae","coleophora currucipennella","&nbsp;"
"micro moths","coleophoridae","coleophora deviella","&nbsp;"
"micro moths","coleophoridae","coleophora fuscicornis","&nbsp;"
"micro moths","coleophoridae","coleophora gardesanella","&nbsp;"
"micro moths","coleophoridae","coleophora genistae","&nbsp;"
"micro moths","coleophoridae","coleophora hemerobiella","&nbsp;"
"micro moths","coleophoridae","coleophora linosyridella","&nbsp;"
"micro moths","coleophoridae","coleophora lithargyrinella","&nbsp;"
"micro moths","coleophoridae","coleophora orbitella","&nbsp;"
