"{|1}","ist autor von","wird erw�hnt in"
"herman van der merwe","mlearn 2005(2005)","{mobile technology for children|mobile learning|mobiles lernen}"
"corinna merz","die positionierung der medienp�dagogik an deutschschweizer p�dagogischen hochschulen(2005) &nbsp;&nbsp;&nbsp;medienkompetenz in der informationsgesellschaft(2003) &nbsp;&nbsp;&nbsp;","{ict und medienbildung in der lehrpersonenausbildung|expertise medien und ict|stand der aus- und weiterbildung der lehrpersonen im bereich ict und medienp�dagogik|it im schulischen kontext|computer (ict) grundschule kindergarten und neue lernkultur|ict und bildung in der schweiz 2007|internetnutzung von 12- bis 16-j�hrigen jugendlichen|medienbildung und medienkompetenz|digitale medien in der lehrerinnen- und lehrerbildung|medienkompetenzf�rderung: das iphone im unterricht|medienkompetenz und medienerzieherisches handeln von eltern|kritische informations- und medienkompetenz}"
"karin merz","software ausw�hlen(2004)",""
"thomas merz","mit pdf ins web(2001)die postscript- & pdf-bibel(2002)","{internet und computerspiele: die fdp fordert tests und einen ausweis f�r sch�ler|lernstudio swisscom}"
"thomas merz-abt","siehe thomas merz-abt","siehe thomas merz-abt"
"klaus meschede","","{das ipad im schuleinsatz}"
"helmut meschenmoser","crashkurs - kind und lernsoftware(2006)lernen mit multimedia und internet","{it im schulischen kontext|medienbildung in neuen kulturr�umen|lernplattformen in schulen|neue digitale kultur- und bildungsr�ume|medienbildung und medienkompetenz}"
"timo meseil","bildung im neuen medium - education within a new medium(2007)",""
"anabela mesquita","technology for creativity and innovation(2011) &nbsp;&nbsp;",""
"rolf messerschmidt","zwischen vision�rer euphorie und praktischer ern�chterung(2005) &nbsp;&nbsp;","{notebook-klassen an einer hauptschule}"
"ferdinand messner","konstruktivistische erwachsenenbildung(2002)","{wirkungen und wirksamkeit neuer medien|begleitetes selbststudium|der nutzen wird vertagt ...|selbstgesteuertes lernen und lernberatung|gemeinsam lernen im netz|literatur- und forschungsreport weiterbildung nr. 49}"
"helmut messner","rekrutierung eignungsabkl�rung und selektion f�r den lehrerinnen- und lehrerberuf(2006) &nbsp;&nbsp;lehrpl�ne und bildungsstandards(2006) &nbsp;professionalisierung von lehrerinnen und lehrern(2009)","{selbstselektion bei der wahl eines lehramtsstudiums|qualit�t entwickeln standards sichern mit differenz umgehen|digitale medien in der lehrerinnen- und lehrerbildung}"
"rudolf messner","arbeitsplatz schule(1998) &nbsp;&nbsp;",""
"gerard meszaros","","{design patterns zur dokumentation von erfahrungswissen|investigations of e-learning patterns}"
"amy scott metcalfe","knowledge management and higher education(2006) &nbsp;&nbsp;",""
"robert m. metcalfe","beyond calculation(1998)","{technologie imagination und lernen|e-learning: eine zwischenbilanz}"
"johannes metscher","wissenschaftliche begleitung von blended learning in der lehrerfortbildung(2009) &nbsp;&nbsp;&nbsp;","{e-learning 2009|das ipad im schuleinsatz}"
"adrian mettauer","buchkultur im mittelalter(2006)",""
"peter metz","professionalisierung von lehrerinnen und lehrern(2009)","{selbstselektion bei der wahl eines lehramtsstudiums}"
"christiane metzger","die workload im bachelor: zeitbudget und studierverhalten(2011)","{jahrbuch elearning & wissensmanagement 2011}"
"susanne metzger","expertise zu naturwissenschaft und technik in der allgemeinbildung im kanton z�rich(2009) &nbsp;&nbsp;",""
"thomas metzinger","siehe thomas metzinger","siehe thomas metzinger"
"dirk metzmacher","dr. web buch 5(2006) &nbsp;&nbsp;&nbsp;",""
"stefan meye","comics super easy(2002)",""
"bertrand meyer","siehe bertrand meyer","siehe bertrand meyer"
"h. a. meyer","das experimentalpsychologische praktikum im labor und im www(2002)",""
"hilbert meyer","siehe hilbert meyer","siehe hilbert meyer"
"philip meyer","","{e-learning 2009}"
"ruth meyer","soft skills f�rdern(2009)",""
"thomas meyer","i-learning statt e-learning(2002) &nbsp;&nbsp;&nbsp;",""
"torsten meyer","siehe torsten meyer","siehe torsten meyer"
"joshua meyrowitz","no sense of place(1985)","{a tale of two online communities|a sense of place|hanging out messing around and geeking out}"
"ben mezrich","the accidental billionaires(2009) &nbsp;&nbsp;",""
"yongwu miao","","{informatikunterricht und medienbildung|virtuelle wissensr�ume|scripting computer-supported collaborative learning}"
"joel a. michael","","{a pedagogical framework for mobile learning|one-to-one educational computing|using wiki technology to support student engagement|bringing schools into the 21st century|lehrbuch f�r lernen und lehren mit technologien}"
"florian michahelles","virtual freedom(2009) &nbsp;&nbsp;",""
"vera michalchik","using technology to enhance connections between home and school(2002) &nbsp;&nbsp;&nbsp;","{das virtuelle klassenbuch|notebook-klassen an einer hauptschule}"
"zbigniew michalewicz","how to solve it(2004) &nbsp;&nbsp;",""
"lutz p. michel","digitales lernen(2006)","{bildung und schule auf dem weg in die wissensgesellschaft}"
"paul michel","allgemeinwissen und gesellschaft(2006)","{allgemeinwissen und gesellschaft|computer und internet in der primarschule}"
"peter micheuz","siehe peter micheuz","siehe peter micheuz"
"julia michl","collaborative blended learning(2006) &nbsp;",""
"andrew b. mickel","","{the architecture of concurrent programs}"
"microsoft","siehe microsoft","siehe microsoft"
"malte mienert","p�dagogische psychologie(2011) &nbsp;&nbsp;",""
"daniel mies","webseiten erstellen f�r einsteiger(2010) &nbsp;&nbsp;",""
"gerd mietzel","p�dagogische psychologie des lernens und lehrens(1999) &nbsp;&nbsp;","{p�dagogische psychologie}"
"s. mihulka","evolution(2010) &nbsp;&nbsp;",""
"stanley milgram","siehe stanley milgram","siehe stanley milgram"
"damian miller","siehe damian miller","siehe damian miller"
"edward miller","fool's gold(2000) &nbsp;&nbsp;&nbsp;","{handheld devices are ready-at-hand|stop teaching our kids to kill|sugar - not necessarily unhealthy}"
"george miller","siehe george miller","siehe george miller"
"john w. miller","","{the strategic management of e-learning support}"
"philip miller","","{lowering the barriers to programming|kara finite state machines and the case for programming as part of general education|programming in schools - why and how?|theory of computation as a vehicle for teaching fundamental concepts of computer science|programmieren mit kara|unterrichtskonzepte f�r informatische bildung|infos 2007 - didaktik der informatik in theorie und praxis}"
"rolf miller","mobiles lernen - besser lernen(2005) &nbsp;&nbsp;&nbsp;","{blended learning an p�dagogischen hochschulen}"
"colin milligan","","{offener bildungsraum hochschule}"
"amon millner","","{25 jahre schulinformatik|lernen in der netzwerkgesellschaft}"
"robin milner","","{vision�re der programmierung}"
"m. milrad","","{one-to-one technology-enhanced learning|lernplattformen in schulen|lehrbuch f�r lernen und lehren mit technologien}"
"jan miluska","","{e-learning aus sicht der studierenden|digitale medien f�r lehre und forschung}"
"stefan minder","","{looking toward the future of technology-enhanced education}"
"john mingers","realising systems thinking(2006)",""
"marvin minsky","siehe marvin minsky","siehe marvin minsky"
"joel mintzes","assessing science understanding(2000)teaching science for understanding(1998)","{the theory underlying concept maps and how to construct them|knowledge and information visualization|concept maps: theory methodology technology}"
"doris miotto","bits 4 kids(2001)","{ict in primarschulen|leitfaden f�r den einsatz von ict an den primarschulen der stadt olten|computer und internet in der primarschule}"
"andrea misch","","{informatik im herstellungs- und nutzungskontext}"
"punya mishra","","{epistemological and methodological issues for the conceptualization development and assessment of ict-tpck|teachers� technological pedagogical content knowledge and learning activity types|teachers� technological pedagogical content knowledge|developing technology policies for effective classroom practice|handbook of technological pedagogical content knowledge (tpck) for educators|digitale medien in der lehrerinnen- und lehrerbildung|educational technology teacher knowledge and classroom impact|jahrbuch medienp�dagogik 9}"
"alice mitchell","the use of computer and video games for learning(2004)","{e-learning|computerspiele und videogames in formellen und informellen bildungskontexten}"
"william j. mitchell","high technology and low-income communities(1998)",""
"kevin mitnick","die kunst der t�uschung(2006) &nbsp;&nbsp;",""
"joseph mitterer","","{die gewissheit der ungewissheit}"
"roland mittermeir","siehe roland mittermeir","siehe roland mittermeir"
"hartmut mitzlaff","siehe hartmut mitzlaff","siehe hartmut mitzlaff"
"naomi miyake","cscl 2(2002) &nbsp;&nbsp;cscl 2011(2011) &nbsp;&nbsp;&nbsp;","{using learning protocols for knowledge acquisition and problem solving with individual and group incentives|what we know about cscl and implementing it in higher education}"
"keiko t. miyashita","","{jahrbuch medienp�dagogik 9}"
"kati mkitalo-siegl","classroom of the future(2009)",""
"august m�bius","","{im hyperraum}"
"claus m�bius","web-kommunikation mit opensource(2005)",""
"r�diger modell","","{1:1-ausstattung}"
"eckart modrow","siehe eckart modrow","siehe eckart modrow"
"henk f. moed","citation analysis in research evaluation(2005)",""
"anja mohr","","{ict in primarschulen}"
"hans mohr","einf�hrung in (natur-)wissenschaftliches denken(2008) &nbsp;&nbsp;",""
"carsten m�hrke","php pear &nbsp;&nbsp;",""
"m. moisseeva","","{lebenslanges (e-)learning: lust oder frust?|handbuch e-learning|bildungsportale}"
"andres molina","singapore tablet pc program study(2005) &nbsp;&nbsp;&nbsp;","{integration von tablet pcs im rahmen des medieneinsatzes einer gymnasialen oberstufe}"
"s. molitor","kognitive prozesse beim schreiben(1984)","{prozessorientierte schreibdidaktik}"
"erik m�ller","die heimliche medienrevolution(2004) &nbsp;&nbsp;&nbsp;&nbsp;","{bologna in zeiten des web 2.0|die google-gesellschaft|wikitools|wikis in der schule|das weblog als instrument f�r das schulische wissensmanagement|wissensmanagement 3/2006|social skills durch social software|weblogs in der wissensgesellschaft|exploration innovativer virtueller lernr�ume im internet|geschriebene sprache|social software als wesentlicher bestandteil eines blended learning designs|wissensarbeit mit social software|erkundungen des bloggens|wiki-systeme im elearning|web 2.0 - internet interaktiv|wikis - diskurse theorien und anwendungen|unterst�tzung von wissensgemeinschaften im pflichtschulbereich durch social software am beispiel der wiener radiobande|zum beitrag von weblogs zur konstitution einer organisationsidentit�t|weblog und wiki als theorie- und regelheftersatz|ver�nderungen wissenschaftlicher literalit�t durch digitale medien|offener bildungsraum hochschule|bloggen - pflicht�bung oder passion?|konzeption und erprobung des lernstick im schulischen und ausserschulischen umfeld|nutzergenerierte inhalte als gegenstand des privatrechts|die werkwiedergabe im web 2.0}"
"marcel monanari","","{2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband}"
"lora f. monfils","the ambiguity of teaching to the test(2004) &nbsp;&nbsp;",""
"john monk","","{mini-languages|theory of computation as a vehicle for teaching fundamental concepts of computer science|programmieren mit kara|infos 2007 - didaktik der informatik in theorie und praxis|informatik f�r alle}"
"andr�s monroy-hern�ndez","","{empowering kids to create and share programmable media|scratch: programming for all|children's participation patterns in online communities|25 jahre schulinformatik|lernen in der netzwerkgesellschaft}"
"leo montada","entwicklungspsychologie &nbsp;","{more for less - live systems learning|f�hlen - denken - handeln|lehren und lernen mit begriffsnetzdarstellungen|medienp�dagogik internet und elearning|entwicklung und evaluation eines unterrichtskonzeptes f�r computergest�tztes kooperatives lernen|konstruktivistische erwachsenenbildung|gespr�chsformen und gespr�chsstrategien im alltag der sozialp�dagogischen familienhilfe|2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband|kritische informations- und medienkompetenz|netzguidance f�r jugendliche}"
"thomas montasser","weil die erde keine google ist(2010)",""
"montessori","","{teaching children thinking|kurs auf den eisberg|entwicklung hypermedialer lernsysteme|the disappearance of childhood|towards a theory of instruction|mind in society|lernen f�rs leben}"
"nick montfort","the new media reader(2003) &nbsp;","{didaktik der notebook-universit�t|space invaders bonus level|globale medienkultur|technologie imagination und lernen|tracing the dynabook|edmedia 2008}"
"kathryn c. montgomery","generation digital(2008) &nbsp;&nbsp;",""
"geoffrey a. moore","inside the tornado(1998)crossing the chasm(1999) &nbsp;&nbsp;","{one-to-one technology-enhanced learning|recentering computer science|beyond adoption to invention|masterplan lernstick|monitoring internationaler trends des schulisches einsatzes neuer medien|der tipping point|e-man|inside the tornado|extreme programming explained|les wikis|six degrees|dueck's panopticon|mlearning in der schule}"
"gordon moore","","{one-to-one technology-enhanced learning|sch�ne neue welt?|total vernetzt|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen|personal information organisation|web based training 2005|das internet der dinge|ambient findability|beyond the desktop metaphor|computer (ict) grundschule kindergarten und neue lernkultur|linking physical and virtual worlds with visual markers and handheld devices|das gl�ck der unerreichbarkeit|personal learning environments in der schule|lernplattformen in schulen|looking toward the future of technology-enhanced education|2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband|switching codes|a brief history of computing}"
"joi moore","learning to solve problems with technology (2nd ed.)(2003) &nbsp;","{does ict contribute to powerful learning environments in primary education?}"
"michael moore","stupid white men(2002)bowling for columbine(2002)","{die heimliche medienrevolution}"
"michael grahame moore","handbook of distance education(2003) &nbsp;&nbsp;","{a pedagogical framework for mobile learning}"
"stephanie moore","","{the tablet pc classroom}"
"shaun moores","konnektivit�t netzwerk und fluss(2006) &nbsp;&nbsp;","{mythos wissensgesellschaft}"
"helfried moosbrugger","testtheorie und fragebogenkonstruktion(2007) &nbsp;&nbsp;",""
"yishay mor","","{investigations of e-learning patterns}"
"p. m. mora","","{teil der welt|90 jahre heinz von foerster|so l�gt man mit statistik}"
"mark j. moran","college students� acceptance of tablet personal computers(2006) &nbsp;&nbsp;&nbsp;",""
"hans moravec","mind children","{die m�r von den intelligenten monstern|intelligence without reason|computerdenken|shadows of the mind|input|die konsequenzen von informationsassistenten|the age of spiritual machines|computermacht und gesellschaft|gr�ndungsversammlung der fachgruppe informatik & gesellschaft der schweiz. informatiker gesellschaft|die virtuelle triade|der computer als didaktisches medium}"
"raymond morel","sec iii(2002) &nbsp;die einf�hrung der informatik an den mittelschulen(1978) &nbsp;&nbsp;die einf�hrung der informatik an den mittelschulen(1982)","{25 jahre schulinformatik}"
"c. lloyd morgan","","{f�hlen - denken - handeln}"
"oscar morgenstern","theory of games and economic behaviour(1944)","{studium generale zur komplexit�t|ansichten der wissenschaftsgeschichte}"
"jill j. morin","better make it real(2010) &nbsp;&nbsp;",""
"karsten morisse","","{kritische informations- und medienkompetenz}"
"christine moritz","videographie praktizieren(2010) &nbsp;&nbsp;",""
"tom morley","","{using an unstructured collaboration tool to support peer interaction in large college classes|wiki as a teaching tool|when collaboration doesn't work|uses and potentials of wikis in the classroom|community content and collaboration management systems|wiki as a tool for web-based collaborative story telling in primary school|arbeiten im netz|community content and collaboration management systems in education|recognizing and supporting roles in cscw|writing citing and participatory media|beyond adoption to invention|from usenet to cowebs|computer support for collaborative learning|fernausbildung geht weiter...|infos 2007 - didaktik der informatik in theorie und praxis|wikisym 2007|looking toward the future of technology-enhanced education|international journal of computer-supported collaborative learning volume 1}"
"gary r. morrison","","{ubiquitous computing in k-12 classrooms|implementation and effects of one-to-one computing initiatives|bildung und schule auf dem weg in die wissensgesellschaft|integration von tablet pcs im rahmen des medieneinsatzes einer gymnasialen oberstufe}"
"elke morun","","{bildung und schule auf dem weg in die wissensgesellschaft}"
"peter morville","ambient findability(2005) &nbsp;information architecture for the world wide web(1998) &nbsp;search patterns(2010) &nbsp;&nbsp;","{don't make me think|the elements of user experience|web 2.0-based e-learning}"
"vincent mosco","the digital sublime(2005) &nbsp;&nbsp;",""
"stephan mosel","praktiken selbstgesteuerten lernens anhand der nutzung von web-basierten personal-publishing-systemen(2005) &nbsp;&nbsp;&nbsp;","{wer nutzt weblogs f�r kollaborative lern- und wissensprozesse?|handbuch e-learning|weblogs in der wissensgesellschaft|foren wikis weblogs und chats im unterricht|erkundungen des bloggens|web 2.0 - schlagwort oder megatrend?|micromedia and corporate learning|weblog und wiki als theorie- und regelheftersatz|mobiles lernen in der praxis}"
"franziska mosele","medienkompetenz in der informationsgesellschaft(2003) &nbsp;&nbsp;&nbsp;","{it im schulischen kontext|computer (ict) grundschule kindergarten und neue lernkultur|internetnutzung von 12- bis 16-j�hrigen jugendlichen|medienbildung und medienkompetenz|medienkompetenzf�rderung: das iphone im unterricht|medienkompetenz und medienerzieherisches handeln von eltern|kritische informations- und medienkompetenz}"
"heinz moser","siehe heinz moser","siehe heinz moser"
"klaus moser","aktuelle online-forschung(1999)",""
"mirjana moser","risikopotenzial von drahtlosen netzwerken(2007) &nbsp;&nbsp;&nbsp;","{bildung schweiz 11a/2007|nichtionisierende strahlung und gesundheitsschutz in der schweiz}"
"ren� moser","dossier bildung im netz 2010-2015(2011) &nbsp;&nbsp;&nbsp;","{bildung im netz}"
"thomas moser","siehe thomas moser","siehe thomas moser"
"urs moser","siehe urs moser","siehe urs moser"
"moses","","{die kunst des liebens}"
"johannes moskaliuk","siehe johannes moskaliuk","siehe johannes moskaliuk"
"gemma moss","the interactive whiteboards pedagogy and pupil performance evaluation(2007) &nbsp;&nbsp;&nbsp;","{interaktive whiteboards|why do i need a teacher when i've got google?}"
"hanspeter m�ssenb�ck","objektorientierte programmierung &nbsp;","{zur wissenschaftlichen fundierung der schulinformatik}"
"thomas m�ck","topic maps(2002)","{die eignung des einsatzes von topic maps f�r e-learning}"
"petra muckel","zertifizierung und nachweis von it-kompetenzen(2004) &nbsp;&nbsp;&nbsp;","{25 jahre schulinformatik}"
"martin muehlenbrock","","{the mechanics of cscl macro scripts|what we know about cscl and implementing it in higher education|computer support for interaction regulation in collaborative problem-solving|scripting computer-supported collaborative learning|wiki supporting formal and informal learning}"
"susanne m�hlbauer","wissensmanagement(2000)","{virtuelle wissensr�ume|vom e-learning zum blended-learning}"
"max m�hlh�user","siehe max m�hlh�user","siehe max m�hlh�user"
"martin m�hlpfordt","","{kooperationsskripts als lernstrategie|using learning protocols for knowledge acquisition and problem solving with individual and group incentives|scripting computer-supported collaborative learning}"
"mala mukherjee-s�ss","medienkonzept olpc f�r die projektschule im.puls(2008) &nbsp;&nbsp;",""
"fred mulder","informatics in higher education(1998) &nbsp;","{didaktisches system f�r objektorientiertes modellieren im informatikunterricht der sekundarstufe ii}"
"michael c. mulder","","{konflikt oder review|great principles of computing|is computer science science?|theory of computation as a vehicle for teaching fundamental concepts of computer science|unterrichtskonzepte f�r informatische bildung}"
"heiko m�lleneisen","informationsverhalten von jugendlichen(2007)",""
"albert m�ller","heinz von foerster 90(2001)konstruktivismus und kognitionswissenschaft(1997) &nbsp;der anfang von himmel und erde hat keinen namen(1997) &nbsp;","{lernen lehren - lehren lernen|konstruktivistische erwachsenenbildung}"
"antje m�ller","","{bildung im netz}"
"axel m�ller","zur strukturgenese von und kommunikation in innovationsnetzwerken(2004) &nbsp;&nbsp;&nbsp;",""
"burkhard m�ller","netzwerke(2003) &nbsp;&nbsp;&nbsp;",""
"edith m�ller","inform@ kgu(2006)inform@ msp/os(2006)","{computer und internet in der primarschule}"
"elisabeth m�ller","begleitetes selbststudium(2006) &nbsp;&nbsp;&nbsp;","{�berfachliche kompetenzen|digitale medien f�r lehre und forschung}"
"fr�nzi m�ller","digital natives - realit�t oder wunschdenken?(2007) &nbsp;",""
"jennifer ch. m�ller","bildung in zeiten von bologna?(2011) &nbsp;&nbsp;",""
"karl h. m�ller","der anfang von himmel und erde hat keinen namen(1997) &nbsp;konstruktivismus und kognitionswissenschaft(1997) &nbsp;","{lernen lehren - lehren lernen|konstruktivistische erwachsenenbildung}"
"klaus m�ller","konstruktivistische schulpraxis(2001)",""
"lorenz m�ller","","{mobiles cscl in der universit�ren lehre}"
"m. m�ller","","{risikopotenzial von drahtlosen netzwerken}"
"patrik m�ller","","{medienkompetenz in der schule ben�tigt verbindlichkeit}"
"peter m�ller","","{kritische informations- und medienkompetenz}"
"werner m�ller","","{using learning protocols for knowledge acquisition and problem solving with individual and group incentives|kooperationsskripts als lernstrategie|scripting computer-supported collaborative learning}"
"volker m�ller-benedict","grundkurs statistik in den sozialwissenschaften(2006) &nbsp;&nbsp;",""
"j�rg m�ller-lietzkow","gegenwart und zukunft der computer- und videospielindustrie in deutschland(2006)",""
"rosa m�ller-nietlispach","methodik und didaktik f�r das tastaturschreiben(2002) &nbsp;&nbsp;",""
"heinz m�ller-sch�rer","wissenschaftliche integrit�t(2008) &nbsp;&nbsp;&nbsp;",""
"ursula mulley","neue chancen f�r kinder mit legasthenie(2010) &nbsp;&nbsp;","{25 jahre schulinformatik|das ipad im schuleinsatz}"
"ursula m�nch","freie lernorte - raum f�r mehr(2006) &nbsp;&nbsp;&nbsp;","{freie lernorte - raum f�r mehr}"
"sabine m�nchow","computer internet & co. im franz�sisch-unterricht(2004)",""
"martin mundhenk","mathematische grundlagen der informatik(2011) &nbsp;&nbsp;",""
"brendan munnelly","ecdl - der europ�ische computer f�hrerschein(2001)ecdl - der europ�ische computer f�hrerschein(2002)",""
"robert munro","informatics and the digital society(2003) &nbsp;sec iii(2002) &nbsp;","{fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht}"
"stephan m�nte-goussar","bildung im neuen medium(2006)kontrolle und selbstkontrolle(2011)bildung im neuen medium - education within a new medium(2007)","{neue digitale kultur- und bildungsr�ume|konstruktionst�tigkeit mit digitalen medien|medien & bildung|wissensgemeinschaften|bildung im netz}"
"stefan m�nz","html 4.0 handbuch &nbsp;&nbsp;&nbsp;professionelle websites(2005) &nbsp;&nbsp;&nbsp;","{schule online}"
"georges murbach","mit web 2.0 das internet aktiv mitgestalten(2008)",""
"robert murphy","using technology to enhance connections between home and school(2002) &nbsp;&nbsp;&nbsp;evaluation of evidence-based practices in online learning(2009) &nbsp;&nbsp;&nbsp;","{das virtuelle klassenbuch|notebook-klassen an einer hauptschule}"
"marshall r. murray","","{bringing schools into the 21st century}"
"adolf muschg","","{wahrheit ist die erfindung eines l�gners|lesen statt klettern}"
"chuck musciano","html &nbsp;&nbsp;",""
"robert musil","der mann ohne eigenschaften","{der mensch und sein gehirn|teil der welt|zettelwirtschaft}"
"wolfgang m�skens","zertifizierung und nachweis von it-kompetenzen(2004) &nbsp;&nbsp;&nbsp;","{25 jahre schulinformatik}"
"jochen m�sseler","computer und schriftspracherwerb(1993) &nbsp;",""
"ulrike mu�mann","gml2 2010(2010) &nbsp;&nbsp;&nbsp;gml2 2009(2009) &nbsp;&nbsp;&nbsp;",""
"bernhard von mutius","die andere intelligenz(2004)","{computerbasierte wirkungsnetzmodellierung und -simulation}"
"j�ran muu�-merholz","","{kompetente nutzer inkompetente medien und das komplett pers�nliche netz|die podcast-pauker}"
"brad myers","creativity support tools(2005) &nbsp;&nbsp;&nbsp;","{creativity support tools|creativity support tools|kreativit�t im informatikunterricht}"
"greg myers","discourse of blogs and wikis(2010) &nbsp;&nbsp;",""
"g�nter myrell","daten-schatten(1984)","{total unter kontrolle}"
"{|n}","ist autor von","wird erw�hnt in"
"michael n�f","siehe michael n�f","siehe michael n�f"
"ueli nagel","siehe ueli nagel","siehe ueli nagel"
"walther nagler","","{digital native students?|handbuch e-learning|digitale medien f�r lehre und forschung|25 jahre schulinformatik|l3t - ein innovatives lehrbuchprojekt im detail}"
"vandad nahavandipoor","ios 4 programming cookbook(2011) &nbsp;&nbsp;",""
"laura naismith","literature review in mobile technologies and learning(2006) &nbsp;&nbsp;&nbsp;","{smartphones im klassenzimmer|digitale medien in der lehrerinnen- und lehrerbildung|mobiles lernen}"
"yuka maya nakamura","theorie versus praxis?(2006) &nbsp;",""
"f. nake","�sthetik als informationsverarbeitung(1974)","{das allm�hliche verschwinden der informationstechnischen grundbildung}"
"frieder nake","","{medienbildung und medienkompetenz|konstruktionst�tigkeit mit digitalen medien}"
"katrin napp","lan-party an schulen(2003) &nbsp;&nbsp;&nbsp;",""
"thomas l. naps","iticse 2011(2011)",""
"giorgio nardone","kurzzeittherapie und wirklichkeit(2001)","{selbstgesteuertes lernen und lernberatung}"
"c. nass","the media equation(1996)","{persuasive technology}"
"nces national center for educational statistics (usa)","technology in schools(2002) &nbsp;",""
"axel nattland","siehe axel nattland","siehe axel nattland"
"guido nauer","ict- und medienkonzept kantonsschule berom�nster(2008) &nbsp;&nbsp;",""
"ewald naumann","quantitative methoden 2(2009) &nbsp;&nbsp;quantitative methoden 1(2008) &nbsp;&nbsp;",""
"johannes naumann","","{studierendenbarometer 2007|validierung des incobi anhand eines vergleichs von anwendungsexperten und anwendungsnovizen|gemeinsame wissenskonstruktion in computervermittelter kommunikation|eine revidierte fassung des inventars zur computerbildung (incobi-r)|flexibel studieren an der notebook-universit�t?|lehr- lernprozesse im informatik-anfangsunterricht|informationssuche im internet|bildung und betreuung 4- bis 8-j�hriger kinder|wissensgemeinschaften}"
"peter naur","","{die gestaltung des unsichtbaren|pioniere der informatik|software development and reality construction|systematisches programmieren}"
"peter nausner","online-communities weblogs und die soziale r�ckeroberung des netzes(2003) &nbsp;","{weblogs in der wissensgesellschaft}"
"hartmut neckel","unterrichten mit internet und co(2001)","{it im schulischen kontext}"
"christian neff","siehe christian neff","siehe christian neff"
"wolfgang nefzger","html 4.0 handbuch &nbsp;&nbsp;&nbsp;","{schule online}"
"nicholas negroponte","siehe nicholas negroponte","siehe nicholas negroponte"
"j�rgen nehmer","gi - 12. jahrestagung(1982)",""
"wolfgang nejdl","","{kooperative technologien in arbeit ausbildung und zivilgesellschaft}"
"tobias nelkner","the ple conference(2010)",""
"wolfgang nelles","","{log in 169/170/2011}"
"cary nelson","academic keywords(1999) &nbsp;&nbsp;",""
"jon nelson","","{the autism of knowledge management}"
"ted nelson","siehe ted nelson","siehe ted nelson"
"friedemann nerdinger","arbeits- und organisationspsychologie(2008) &nbsp;&nbsp;","{bloggen - pflicht�bung oder passion?}"
"francisco milton mendes neto","advances in computer-supported learning(2006) &nbsp;&nbsp;",""
"jachen c. nett","sozialisationsbedingungen und soziale integration jugendlicher(2011) &nbsp;&nbsp;&nbsp;",""
"aljoscha neubauer","lernen macht intelligent(2007)","{intelligentes wissen als der schl�ssel zum k�nnen|bildung braucht pers�nlichkeit}"
"andrea neubauer","wissensmanagement lernen(2001) &nbsp;","{lernkompetenz f�r die wissensgesellschaft|psychologie des wissensmanagements|p�dagogischer mehrwert und implementierung von notebooks an der hochschule|studieren neu erfinden - hochschule neu denken|erfolgsfaktoren bei der nutzung von wiki und blog als wissenstransfertools|schule mit medienprofil|wissensmanagement}"
"christoph neuberger","studivz(2011) &nbsp;&nbsp;",""
"benedikta neuenhausen","bildung in der digitale(2002) &nbsp;&nbsp;&nbsp;",""
"markus p. neuenschwander","schule und familie(2005)","{lernplattformen in schulen}"
"wolfgang neuhaus","","{fokus medienp�dagogik}"
"erich neuhold","","{delfi 2006}"
"delia neuman","learning in information-rich environments(2011) &nbsp;&nbsp;",""
"david l. neumann","","{using wikis for collaborative learning}"
"g. neumann","wirtschaftinformatik i(1978)","{schulinformatik in �sterreich}"
"john von neumann","siehe john von neumann","siehe john von neumann"
"j�rg neumann","wissensgemeinschaften(2011) &nbsp;&nbsp;&nbsp;&nbsp;","{digitale medien in der lehrerinnen- und lehrerbildung}"
"julia neumann","","{bildung im netz}"
"christa neuper","lehr-lern-forschung und neurowissenschaften(2005) &nbsp;&nbsp;&nbsp;",""
"walther neuper","","{25 jahre schulinformatik}"
"otto neurath","international picture language(1936) &nbsp;&nbsp;&nbsp;","{medienphilosophie|bildersprache|wissenserwerb mit bildern}"
"jasmin neuroth","concept mapping als lernstrategie(2007)","{concept mapping - eine lernstrategie muss man lernen}"
"andrea neusius","fernausbildung geht weiter...(2006) &nbsp;",""
"norbert neu�","teletubbies & co.(2001) &nbsp;fernsehen zum thema machen(1997)online_offline(2011) &nbsp;&nbsp;","{ict in primarschulen}"
"georg hans neuweg","k�nnerschaft und implizites wissen(1999) &nbsp;","{wissen managen|lernen lehren - lehren lernen|auf dem weg zu expertise beim unterrichten|e-collaboration|lehren und lernen mit ikt i|selbstorganisiertes lernen im internet}"
"martin newald","eee-pc@school(2010) &nbsp;eee-pc@school(2009) &nbsp;&nbsp;&nbsp;",""
"alan newell","siehe alan newell","siehe alan newell"
"s. e. newmann","siehe s. e. newmann","siehe s. e. newmann"
"isaac newton","siehe isaac newton","siehe isaac newton"
"david h. nguyen","","{visualizing email content}"
"jeffrey nichols","no code required(2010) &nbsp;&nbsp;",""
