"name","latest version","description"
"secs3d-oct361","0.0.1-2","3d drift-diffusion simulator for octave"
"sed","4.2.1-2","the stream editor gnu version"
"semantic","1.4.4-4","emacs - semantic bovinator"
"semi","1.14.6-11","library to provide mime feature for gnu emacs"
"sendip","2.5-1002","cli tool for sending arbitrary ip packets"
"session-el","2.2a-2","session management for emacs"
"set-intspan-pm","1.16-1","manage sets of integers for long runs of ints"
"set-object-pm5100","1.28-1","perl module set of objects"
"set-object-pm586","1.28-1","perl module set of objects"
"set-object-pm588","1.28-1","perl module set of objects"
"set-scalar-pm","1.25-1","perl module basic set operations"
"setiathome","3.03-1","distributed seti data-analysis client"
"setupdocs-py24","1.0.2-1","setuptools plugin for building docs from rest"
"setupdocs-py25","1.0.2-1","setuptools plugin for building docs from rest"
"setupdocs-py26","1.0.2-1","setuptools plugin for building docs from rest"
"setuptools-py24","0.6c11-2","easyinstall and python eggs"
"setuptools-py25","0.6c11-2","easyinstall and python eggs"
"setuptools-py26","0.6c11-2","easyinstall and python eggs"
"setuptools-py27","0.6c11-2","easyinstall and python eggs"
"sextractor","2.8.6-4","catalogue of objects from astronomical images"
"sgml-entities-iso8879","1986-4","sgml (iso 8879) entity sets for special chars"
"sgmls-pm","1.03ii-1004","perl lib for use with the onsgmls parser"
"shapelib","1.3.0b1-1","shape library binaries"
"shapelib-dev","1.3.0b1-1","shape library headers"
"shapelib-shlibs","1.3.0b1-1","shapefile library"
"shapely-py25","1.2.10-1","geospatial geometries predicates operations"
"shapely-py26","1.2.10-1","geospatial geometries predicates operations"
"shapely-py27","1.2.10-1","geospatial geometries predicates operations"
"shared-desktop-ontologies","0.6.0-1","semantic desktop ontologies"
"shared-mime-info","1.0-1","shared mime system"
"shellutils","8.12-1","placeholder to help migration coreutils"
"shinonome","0.9.11p1-1","japanese bitmap fonts for x11"
"shlist","1.0-1","sets up simple database in a shell"
"shmux","1.0.2-1","runs commands in parallel on multiple hosts"
"shntool","3.0.10-1","wav data processing and reporting utility"
"shorten","3.6.1-1","lossless audio (de)compressor"
"shout","0.8.0-2","client for the shoutcast mp3 streaming system"
"shout-py24","0.2.1-1","python bindings for libshout 2"
"shout-py25","0.2.1-1","python bindings for libshout 2"
"shout-py26","0.2.1-1","python bindings for libshout 2"
"shout2-pm5100","2.1-1","libshout2 perl module extension"
"shout2-pm586","2.1-1","libshout2 perl module extension"
"shout2-pm588","2.1-1","libshout2 perl module extension"
"showimg","0.9.5-1005","kde - feature-rich image viewer"
"siag","3.6.1-1001","ulric eriksson's office suite"
"sibsim4","0.20-2","align expressed and genomic dna sequences"
"sicp","2.neilvandyke4-1","structure and interp. of computer programs"
"sidplay","1.0.9-1002","command line sid (c64 audio file) player"
"sigma","1.1.1-4","multialign of non-coding dna sequences"
"sign","1.0.7-1001","file signing &amp; signature verification utility"
"signal-oct305","1.1.2-4","signal processing toolkit for octave"
"signal-oct324","1.1.2-4","signal processing toolkit for octave"
"signal-oct343","1.1.2-4","signal processing toolkit for octave"
"signal-oct360","1.1.3-1","signal processing toolkit for octave"
"signal-oct361","1.1.3-1","signal processing toolkit for octave"
"silc-client","1.1.8-2","secure internet live conferencing client"
"silc-toolkit","1.1.10-3","secure internet live conferencing dev files"
"silc-toolkit-shlibs","1.1.10-3","secure internet live conferencing dev files"
"silky","0.5.4-1005","gtk+ client for silc"
"silvercity-py24","0.9.5-1004","provides lexical analysis for languages"
"sim","0.9.4.3-1004","kde - multiprotocol instant messenger"
"simage27","1.6.1-1003","sim lib for images in coin3d openinventor"
"simage27-shlibs","1.6.1-1003","shared libraries for simage package for coin"
"simp-oct305","1.1.0-2","operations on intervals in octave"
"simp-oct324","1.1.0-2","operations on intervals in octave"
"simp-oct343","1.1.0-2","operations on intervals in octave"
"simp-oct360","1.1.0-2","operations on intervals in octave"
"simp-oct361","1.1.0-2","operations on intervals in octave"
"simplejson-py25","2.0.9-1","simple json encoder/decoder for python"
"simplejson-py26","2.0.9-1","simple json encoder/decoder for python"
"simplejson-py27","2.0.9-1","simple json encoder/decoder for python"
"simpleproxy","3.4-1003","simple tcp proxy"
"simplesegy-py26","0.7-1","segy seismic data reader"
"simplesegy-py27","0.7-1","segy seismic data reader"
"simvoleon41","2.0.1-1003","3d volume rendering with coin/openinventor"
"simvoleon41-shlibs","2.0.1-1003","shared libs for 3d volume rendering with coin"
"sineshaper","0.4.2-2","sofware synthesizer (dssi plugin)"
"singular","3.1.4-2","computer algebra system"
"singular-doc","3.1.4-1","documentation for the singular cas"
"sioseis","2011.2.7-1","seismic data processing"
"sip-py24","4.13.2-1","create python bindings for c and c++ libs"
"sip-py24-bin","4.13.2-1","create python bindings for c and c++ libs"
"sip-py25","4.13.2-1","create python bindings for c and c++ libs"
"sip-py25-bin","4.13.2-1","create python bindings for c and c++ libs"
"sip-py26","4.13.2-1","create python bindings for c and c++ libs"
"sip-py26-bin","4.13.2-1","create python bindings for c and c++ libs"
"sip-py27","4.13.2-1","create python bindings for c and c++ libs"
"sip-py27-bin","4.13.2-1","create python bindings for c and c++ libs"
"sip-py31","4.13.2-1","create python bindings for c and c++ libs"
"sip-py31-bin","4.13.2-1","create python bindings for c and c++ libs"
"sip-py32","4.13.2-1","create python bindings for c and c++ libs"
"sip-py32-bin","4.13.2-1","create python bindings for c and c++ libs"
"sir","1.2-1003","simple image resizer based on qt3"
"sisc","1.16.5-1","r5rs scheme implementation for the java vm"
"sitecopy","0.16.6-1","web site uploader"
"sitecopy-ssl","0.16.6-1","obsolete use package 'sitecopy' instead"
"six-py26","1.0.0-1","python 2 and 3 compatibility utilities"
"six-py27","1.0.0-1","python 2 and 3 compatibility utilities"
"six-py31","1.0.0-1","python 2 and 3 compatibility utilities"
"six-py32","1.0.0-1","python 2 and 3 compatibility utilities"
"sjeng","11.2-1","engine for chess variants"
"sjeng-zhbook","11.0-2","crazyhouse opening book for sjeng"
"skanlite-kde4-mac","0.3-1002","kde4 - simple scanning application replaces kooka"
"skanlite-kde4-x11","0.3-1002","kde4 - simple scanning application replaces kooka"
"skk-dict","20060312-1","dictionary file for skk"
"skrooge-kde4-mac","0.7.1-1004","kde4 - personal finances manager"
"skrooge-kde4-mac-shlibs","0.7.1-1004","kde4 - personal finances manager"
"skrooge-kde4-x11","0.7.1-1004","kde4 - personal finances manager"
"skrooge-kde4-x11-shlibs","0.7.1-1004","kde4 - personal finances manager"
"skycal","5-1","astronomer's almanac tools"
"sl","1.0.4-2","corrects your miss typing"
"slang","1.4.9-13","s-lang programming library version 1"
"slang-shlibs","1.4.9-13","s-lang programming library version 1"
"slang2","2.2.1-1","s-lang programming library version 2"
"slang2-shlibs","2.2.1-1","s-lang programming library version 2"
"slatec","4.1-4","common mathematical library"
"slay","1.2-1","kills all of a user's processes"
"sleepnow","0.1-12","command-line tool to put machine to sleep"
"sleepwatcher","2.0.5-3","daemon that monitors sleep and wakeup"
"sleuthkit","3.1.0-3","tools for forensics analysis"
"sleuthkit-dev","3.1.0-3","tools for forensics analysis"
"sleuthkit-shlibs","3.1.0-3","tools for forensics analysis"
"slib","2d6-1003","portable scheme library"
"slib-gu14","2d6-1003","portable scheme library for guile"
"slib-gu16","2d6-1003","portable scheme library for guile16"
"slib3","3b3-1","portable scheme library"
"slib3-gu18","3b3-1","portable scheme library for guile18"
"slime","1.0-3","extends emacs support for common lisp"
"slimevolley","2.4.1-2","simple volleyball simulation"
"sloccount","2.26-1","programs for counting source lines of code"
"slrn","0.9.9-1","nntp / spool based newsreader"
"slrnconf","0.8.4-15","gui utility for editing slrn configurations"
"slurm","0.3.3-3","realtime network interface monitor"
"smalltalk","3.2.2-4","gnu small talk interpreter and image"
"smalltalk-dev","3.2.2-4","gnu small talk interpreter and image"
"smalltalk-shlibs","3.2.2-4","gnu small talk interpreter and image"
"smart-comments-pm5100","1.0.4-1","comments that do more than just sit there"
"smart-comments-pm586","1.0.4-1","comments that do more than just sit there"
"smart-comments-pm588","1.0.4-1","comments that do more than just sit there"
"smarteiffel","1.1-1","gnu eiffel compiler version 1.1"
"smartmontools","5.42-1","suite of smart status monitoring tools"
"smartmontools-daemon","5.42-1","smartmontools daemon"
"smartpm","1.2-1","smart package manager"
"smb4k","0.9.9-1002","kde - advanced network neighborhood browser"
"smb4k-dev","0.9.9-1002","headers and dev libraries for kde advanced netwrk nbhd browser"
"smb4k-kde4-mac","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-kde4-mac-dev","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-kde4-mac-shlibs","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-kde4-x11","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-kde4-x11-dev","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-kde4-x11-shlibs","0.10.5-1003","kde4 - network neighborhood browser"
"smb4k-shlibs","0.9.9-1002","shared libraries for kde advanced netwrk nbhd browser"
"sml-mode","4.0-1","emacs major mode for standard ml source code"
"smlnj","110.71-1","standard ml compiler tools &amp; libraries"
"smlnj-doc","110-2","documentation for standard ml of new jersey"
"smpeg","0.4.4-1027","sdl mpeg player library"
"smpeg-bin","0.4.4-1027","sdl mpeg player library"
"smpeg-shlibs","0.4.4-1027","sdl mpeg player library"
"smtpsend","1.02-1","send email via smtp from the command line"
"sndplay","1.1-1","simple cli sound player for os x"
"snes9x","1.53-1","super nintendo emulator"
"sng","1.0.5-1","markup language for representing png contents"
"sniffit","0.3.7.beta-1013","network packet sniffer"
"snns","4.3-1","software simulator for neural networks"
"snoopy","1.0-1","ascii art calendar sheet with a famous dog"
"snort","2.3.3-1004","open source network intrusion detection"
"snownews","1.5.12-2","text mode rss/rdf newsreader"
"snpfile","2.0.1-1003","library for manipulating large snp datasets"
"snpfile-bin","2.0.1-1003","library for manipulating large snp datasets"
"soap-lite-pm5100","0.712-6","simple object access protocol (soap) modules"
"soap-lite-pm586","0.712-6","simple object access protocol (soap) modules"
"soap-lite-pm586-bin","0.60-19","simple object access protocol (soap) modules"
"soap-lite-pm588","0.712-6","simple object access protocol (soap) modules"
"soap-lite-ssl-pm5100","0.712-6","simple object access protocol (soap) modules"
"soap-lite-ssl-pm586","0.712-6","simple object access protocol (soap) modules"
"soap-lite-ssl-pm588","0.712-6","simple object access protocol (soap) modules"
"socat","2.0.0-b4","multipurp. relay for bidirect. data transfer"
"socat-ssl","1.4.0.3-1001","relay for data transfer between two sockets (with ssl)"
"socket","1.1-1","access to tcp sockets from shell level"
"socket-getaddrinfo-pm5100","0.21-2","getaddrinfo and getnameinfo functions"
"socket-getaddrinfo-pm586","0.21-2","getaddrinfo and getnameinfo functions"
"socket-getaddrinfo-pm588","0.21-2","getaddrinfo and getnameinfo functions"
"socket6-pm5100","0.23-1","ipv6 getaddrinfo() and getnameinfo()"
"socket6-pm588","0.23-1","ipv6 getaddrinfo() and getnameinfo()"
"sockets-oct305","1.0.7-4","socket functions for octave"
"sockets-oct324","1.0.7-4","socket functions for octave"
"sockets-oct343","1.0.7-4","socket functions for octave"
"sockets-oct360","1.0.7-4","socket functions for octave"
"sockets-oct361","1.0.7-4","socket functions for octave"
"socnetv","0.81-1005","social networks visualizer uses qt4"
"socnetv-mac","0.81-1002","social networks visualizer uses qt4-mac"
"software-license-pm5100","0.103004-1","common open source software licenses"
"software-license-pm586","0.103004-1","common open source software licenses"
"software-license-pm588","0.103004-1","common open source software licenses"
"solarsystem","0.1-2","sdl-based screensaver"
"solfege","3.14.10-1","ear training lessons with audio feedback"
"solr-pm5100","0.03-1","solr search engine interface"
"solr-pm586","0.03-1","solr search engine interface"
"solr-pm588","0.03-1","solr search engine interface"
"soprano-mac","2.6.0-8","c++ rdf framework"
"soprano-mac-dev","2.6.0-8","development headers and libraries for soprano"
"soprano-mac-shlibs","2.6.0-8","shared libraries for soprano"
"soprano-x11","2.6.0-8","c++ rdf framework"
"soprano-x11-dev","2.6.0-8","development headers and libraries for soprano"
"soprano-x11-shlibs","2.6.0-8","shared libraries for soprano"
"soqt25","1.4.1-1002","qt gui lib for openinventor/coin3d"
"soqt25-dev","1.4.1-1002","static lib and headers for qt gui library for coin"
"soqt25-shlibs","1.4.1-1002","shared libraries for qt gui library for coin"
"sort-packed-pm5100","0.06-1","sort data packed inside perl scalars"
"sort-packed-pm586","0.06-1","sort data packed inside perl scalars"
"sort-packed-pm588","0.06-1","sort data packed inside perl scalars"
"sort-versions-pm","1.5-1","sorting of revision (and similar) numbers"
"soundkonverter","0.3.9-1004","kde - frontend for audio transcoding tools"
"soundtouch","1.3.1-1004","sound stretching library"
"soundtouch-bin","1.3.1-1004","sound stretching library binaries"
"soundtouch-shlibs","1.3.1-1004","sound stretching library shared libraries"
"soundtracker","0.6.7pre4-3","pattern-oriented music editor"
"source-highlight","3.1.6-1","programs to highlight source by syntax"
"sox","14.3.2-1","universal sound sample translator"
"sox-dev","14.3.2-1","headers for sox"
"sox-shlibs","14.3.2-1","shared libraries for sox"
"soxt3","1.2.2-1002","x11/xt/xm gui lib for openinventor/coin3d"
"soxt3-shlibs","1.2.2-1002","shared libraries for x11/xt/xm gui library for coin"
"spacehulk","1.5-0.beta1.1002","turn-based strategy game"
"spamprobe","1.0a-1002","spam filtering using bayesian statistics"
"sparc-linux-binutils","2.22-1","gnu binutils for sparc-linux"
"sparc-netbsd-binutils","2.22-1","gnu binutils for sparc-netbsd"
"sparc-solaris-binutils","2.22-1","gnu binutils for sparc-solaris"
"sparky-py24","3.115-1003","nmr assignment and integration software"
"sparky-py25","3.115-1003","nmr assignment and integration software"
"sparky-py26","3.115-1003","nmr assignment and integration software"
"sparky-py27","3.115-1003","nmr assignment and integration software"
"spass","3.7-1","theorem prover for first-order logic"
"spatialite-gis","1.0-1","minimalistic gis built on spatialite"
"spatialite-gui","1.2.1-1","user friendly gui tool to spatialite"
"spawg","1.3.2-4","a simple tex dvi previewer with a simple gtk+ ui"
"spawx11","1.3.2-4","a simple tex dvi previewer for x11"
"spe-py24","0.7.2.c-1","stani's python editor"
"specfun-oct305","1.0.9-4","special functions for octave"
"specfun-oct324","1.0.9-4","special functions for octave"
"specfun-oct343","1.1.0-3","special functions for octave"
"specfun-oct360","1.1.0-3","special functions for octave"
"specfun-oct361","1.1.0-3","special functions for octave"
"special-matrix-oct305","1.0.7-2","additional special matrices for octave"
"special-matrix-oct324","1.0.7-2","additional special matrices for octave"
"special-matrix-oct343","1.0.7-2","additional special matrices for octave"
"special-matrix-oct360","1.0.7-2","additional special matrices for octave"
"special-matrix-oct361","1.0.7-2","additional special matrices for octave"
"speedbar","0.14beta4-5","emacs - quick access to files and tags"
"speex3","1.1.6-14","voice compression format (codec)"
"speex3-bin","1.1.6-14","voice compression format (codec)"
"speex3-shlibs","1.1.6-14","voice compression format (codec)"
"spell","1.0-1","gnu wrapper for ispell"
"sphinx-py24","1.1.2-2","python documentation generator"
"sphinx-py25","1.1.2-2","python documentation generator"
"sphinx-py26","1.1.2-2","python documentation generator"
"sphinx-py27","1.1.2-2","python documentation generator"
"sphinx3","0.7-1003","speech recognition engine tools"
"sphinx3-dev","0.7-1003","speech recognition engine development files"
"sphinx3-shlibs","0.7-1003","speech recognition engine shared libs"
"sphinxbase","0.3-1003","speech recognition engine base"
"sphinxbase-bin","0.3-1003","speech recognition engine base executables"
"sphinxbase-shlibs","0.3-1003","speech recognition engine base shared libs"
"spice","3f5sfix-14","circuit simulation application"
"spice-jndikit","1.2-1","toolkit for constructing jndi providers"
"spidermonkey","1.7.0-2","mozilla javascript-c engine"
"spidermonkey-dev","1.7.0-2","mozilla javascript-c engine"
"spidermonkey-shlibs","1.7.0-2","mozilla javascript-c engine"
"spim","7.4-1","mips simulator"
"splines-oct305","1.0.7-2","additional cubic spline functions for octave"
"splines-oct324","1.0.7-2","additional cubic spline functions for octave"
"splines-oct343","1.0.7-2","additional cubic spline functions for octave"
"splines-oct360","1.0.7-2","additional cubic spline functions for octave"
"splines-oct361","1.0.7-2","additional cubic spline functions for octave"
"splint","3.1.2-1","statically checks c programs"
"spotlightfs","0.1.1-2","fuse spotlight filesystem"
"spreadsheet-parseexcel-pm5100","0.59-1","get information from an excel file"
"spreadsheet-parseexcel-pm586","0.59-1","get information from an excel file"
"spreadsheet-parseexcel-pm588","0.59-1","get information from an excel file"
"spreadsheet-writeexcel-pm","2.37-3","write cross-platform excel binary file"
"spreadsheet-xlsx-pm5100","0.13-1","read excel 2007 (.xslx) format"
"spreadsheet-xlsx-pm586","0.13-1","read excel 2007 (.xslx) format"
"spreadsheet-xlsx-pm588","0.13-1","read excel 2007 (.xslx) format"
"spyder-mac-py24","2.1.9-1","scientific python development environment"
"spyder-mac-py25","2.1.9-1","scientific python development environment"
"spyder-mac-py26","2.1.9-1","scientific python development environment"
"spyder-mac-py27","2.1.9-1","scientific python development environment"
"spyder-x11-py24","2.1.9-1","scientific python development environment"
"spyder-x11-py25","2.1.9-1","scientific python development environment"
"spyder-x11-py26","2.1.9-1","scientific python development environment"
"spyder-x11-py27","2.1.9-1","scientific python development environment"
"sql-abstract-limit-pm5100","0.141-1","portable limit emulation"
"sql-abstract-limit-pm586","0.141-1","portable limit emulation"
"sql-abstract-limit-pm588","0.141-1","portable limit emulation"
"sql-abstract-pm5100","1.72-1","generate sql from perl data structures"
"sql-abstract-pm586","1.72-1","generate sql from perl data structures"
"sql-abstract-pm588","1.72-1","generate sql from perl data structures"
"sql-reservedwords-pm5100","0.7-1","reserved sql words by standard and vendors"
"sql-reservedwords-pm586","0.7-1","reserved sql words by standard and vendors"
"sql-reservedwords-pm588","0.7-1","reserved sql words by standard and vendors"
"sqlalchemy-migrate-py25","0.7.1-1","database schema migration for sqlalchemy"
"sqlalchemy-migrate-py26","0.7.1-1","database schema migration for sqlalchemy"
"sqlalchemy-migrate-py27","0.7.1-1","database schema migration for sqlalchemy"
"sqlalchemy-migrate-py31","0.7.1-1","database schema migration for sqlalchemy"
"sqlalchemy-migrate-py32","0.7.1-1","database schema migration for sqlalchemy"
"sqlalchemy-py24","0.7.7-1","python interface to databases"
"sqlalchemy-py25","0.7.7-1","python interface to databases"
"sqlalchemy-py26","0.7.7-1","python interface to databases"
"sqlalchemy-py27","0.7.7-1","python interface to databases"
"sqlalchemy-py31","0.7.7-1","python interface to databases"
"sqlalchemy-py32","0.7.7-1","python interface to databases"
"sqlite","2.8.5-1014","embedded sql database"
"sqlite-dev","2.8.5-1014","embedded sql database"
"sqlite-doc","2.8.17-1002","embedded sql database (html documentation)"
"sqlite-shlibs","2.8.5-1014","embedded sql database"
"sqlite-tcl","2.8.17-1002","embedded sql database (tcl/tk bindings)"
"sqlite3","3.7.2-3","embedded sql database version 3"
"sqlite3-analyzer","3.7.2-3","sqlite3 analyzer program"
"sqlite3-dev","3.7.2-3","embedded sql database (include files and linkable libraries)"
"sqlite3-doc","3.2.8-1001","embedded sql database (html documentation)"
"sqlite3-rb18","1.2.1-1023","sqlite database interface for ruby"
"sqlite3-shlibs","3.7.2-3","embedded sql database (shared libraries)"
"sqlite3-tcl","3.7.2-3","embedded sql database (tcl/tk bindings)"
"sqlobject-py25","1.2.2-1","python database object-relational manager"
"sqlobject-py26","1.2.2-1","python database object-relational manager"
"sqlobject-py27","1.2.2-1","python database object-relational manager"
"squid","3.1.8-2","obsolete use package 'squid-unified' instead"
"squid-ssl","3.1.8-2","obsolete use package 'squid-unified' instead"
"squid-unified","3.1.8-2","proxy caching server"
"srcltx","1.6-1","jump from .dvi file to .tex source and back"
"srecord","1.44-1","set of tools for manipulating eprom files"
"srm","1.2.8-1","secure replacement for rm"
"ssed","3.62-1","super stream editor"
"ssh-copy-id","1.0.0-2","transfer script for ssh public key"
"sshfs","2.2-2","fuse ssh filesystem"
"ssm","0.1-30","macromolecular coordinate library"
"ssm-dev","0.1-30","macromolecular coordinate library"
"ssm-shlibs","0.1-30","macromolecular coordinate library"
"star","1.5.1-5","very fast tar archiver"
"stardict","2.4.8-3","international dictionary for gtk2"
"starttls","0.10-5","tls initialization wrapper and emacs module"
"startup-notification","0.8-3","provides startup notification"
"startup-notification-dev","0.9-103","program-launch feedback notification facility"
"startup-notification-shlibs","0.9-103","program-launch feedback notification facility"
"statistics-descriptive-pm","2.6-1","basic descriptive statistical functions"
"statistics-frequency-pm","0.03-1","count things and frequency of them in sets"
"statistics-oct305","1.1.3-1","additional statistics functions for octave"
"statistics-oct324","1.1.3-1","additional statistics functions for octave"
"statistics-oct343","1.1.3-1","additional statistics functions for octave"
"statistics-oct360","1.1.3-1","additional statistics functions for octave"
"statistics-oct361","1.1.3-1","additional statistics functions for octave"
"statistics-regression-pm","0.53-1","perl module for weighted linear regression"
"statistics-shannon-pm","0.03-1","shannon index of evenness/entropy"
"stax","1.2.0-2","the streaming api for xml"
"stegdetect","0.6-4","detects data hidden in jpeg files"
"stella","3.2.2-1002","emulator for the atari 2600 vcs"
"stellarium","0.10.2-3","obsolete upgrade package do not use"
"stellarium-mac","0.11.0-2","real time 3d sky renderer"
"stellarium-x11","0.11.0-2","real time 3d sky renderer"
"step4-mac","4.4.1-6","kde4 - interactive physics simulator"
"step4-x11","4.4.1-6","kde4 - interactive physics simulator"
"stereoboost","0.1-2","widen/enlarge/boost stereo effects in music"
"stgit-py26","0.15-1","maintain a patch series on top of git"
"stgit-py27","0.15-1","maintain a patch series on top of git"
"stiff","2.1.2-2","converts fits images to tiff"
"stone","2.3.2.7-2","application-layer tcp/ip packet repeater"
"stops","0.3.0-2","organstops for aeolus"
"stow","1.3.3-2","software installation manager"
"stratagus","2.2.4-1","real time strategy engine"
"streamripper","1.61.18-1","record radio streams"
"stride","1.0-4","protein secondary structure assignment"
"strigi","0.7.2-4","desktop search"
"strigi-dev","0.7.2-4","development headers and libraries for strigi"
"strigi-gui-mac","0.7.2-5","desktop search (gui)"
"strigi-gui-mac-dev","0.7.2-5","development headers and libraries for the strigi gui"
"strigi-gui-mac-shlibs","0.7.2-5","shared libraries for the strigi gui"
"strigi-gui-x11","0.7.2-5","desktop search (gui)"
"strigi-gui-x11-dev","0.7.2-5","development headers and libraries for the strigi gui"
"strigi-gui-x11-shlibs","0.7.2-5","shared libraries for the strigi gui"
"strigi-shlibs","0.7.2-4","shared libraries for strigi"
"string-approx-pm5100","3.26-1","perl module for approximate (fuzzy) matching"
"string-approx-pm586","3.26-1","perl module for approximate (fuzzy) matching"
"string-approx-pm588","3.26-1","perl module for approximate (fuzzy) matching"
"string-format-pm","1.16-1","extensible sprintf-style formatting"
"string-shellquote-pm","1.04-1","quotes strings to pass them through the shell"
"strings-oct305","1.0.7-5","string manipulation functions for octave"
"strings-oct324","1.0.7-5","string manipulation functions for octave"
"strings-oct343","1.0.7-5","string manipulation functions for octave"
"strings-oct360","1.1.0-1","string manipulation functions for octave"
"strings-oct361","1.1.0-1","string manipulation functions for octave"
"stringtemplate3","3.2-1","java engine for generating formatted text"
"struct-oct305","1.0.6-2","structure manipulations functions for octave"
"struct-oct324","1.0.9-5","structure manipulations functions for octave"
"struct-oct343","1.0.9-5","structure manipulations functions for octave"
"struct-oct360","1.0.9-5","structure manipulations functions for octave"
"struct-oct361","1.0.9-5","structure manipulations functions for octave"
"structuresynth","0.9.5-1004","3d structure creator x11 version"
"structuresynth-mac","0.9.5-1003","3d structure creator mac version"
"struts","1.2.9-1","web development framework"
"stunnel4","4.53-1","tool to encrypt tcp connections"
"stylebook","1.0-0.b3.5","xml-based documentation generator"
"styleclock","0.5.1-1005","kde - themeable clock applet"
"sub-exporter-pm5100","0.982-1","exporter for custom-built routines"
"sub-exporter-pm586","0.982-1","exporter for custom-built routines"
"sub-exporter-pm588","0.982-1","exporter for custom-built routines"
"sub-identify-pm5100","0.04-1","retrieve names of code references"
"sub-identify-pm586","0.04-1","retrieve names of code references"
"sub-identify-pm588","0.04-1","retrieve names of code references"
"sub-install-pm5100","0.925-1","install subroutines into packages easily"
"sub-install-pm586","0.925-1","install subroutines into packages easily"
"sub-install-pm588","0.925-1","install subroutines into packages easily"
"sub-name-pm5100","0.05-1","sub::name - (re)name a sub"
"sub-name-pm586","0.05-1","sub::name - (re)name a sub"
"sub-name-pm588","0.05-1","sub::name - (re)name a sub"
"sub-uplevel-pm","0.22-1","apparently run function in higher stack frame"
"subsubsub","0.3.0-1005","editing hierarchically-structured documents"
"subtitleeditor","0.33.0-1007","editor for subtitle files (for movies)"
"subtitleeditor-shlibs","0.33.0-1007","editor for subtitle files (for movies)"
"subtitleripper","0.3-4-3","dvd subtitle extractor"
"subvertpy-py25","0.8.10-1","python bindings for subversion"
"subvertpy-py26","0.8.10-1","python bindings for subversion"
"subvertpy-py27","0.8.10-1","python bindings for subversion"
"sudo","1.7.0-1000","grant certain users/groups superuser rights"
"suds-py25","0.4.1-1","lightweight soap client for python"
"suds-py26","0.4.1-1","lightweight soap client for python"
"suds-py27","0.4.1-1","lightweight soap client for python"
"suds-py31","0.4.1-1","lightweight soap client for python"
"suds-py32","0.4.1-1","lightweight soap client for python"
"suikyo","2.1.0-4","romaji hiragana conversion library"
"suikyo-el","2.1.0-4","romaji hiragana conversion library"
"suikyo-rb","2.1.0-4","romaji hiragana conversion library"
"suitesparse","3.6.1-1","suite of sparse matrix packages"
"sundials","2.4.0-1","suite of equation solvers"
"sundials-shlibs","2.4.0-1","suite of equation solvers"
"sunwait","20041208-2","calculates sunrise sunset and twilights"
"super-pm5100","1.17-2","control of superclass method dispatch"
"super-pm586","1.17-2","control of superclass method dispatch"
"super-pm588","1.17-2","control of superclass method dispatch"
"superkaramba","3.5.8-1021","kde - desktop customization and information display"
"superkaramba4-x11","4.4.1-3","kde4 - theme engine"
"supertuxkart","0.6.2a-1003","3d racing game with many tracks and extras"
"surf","1.0.6-2","tool to visualize real algebraic geometry"
"surfer","0.0.120-3","visualization of algebraic surfaces"
"surfraw","1.0.7-2","shell users' revolutionary front rage against the web"
"svg-pm","2.50-1","perl module for svg export"
"svgpart4-mac","4.4.1-3","kde4 - svg support"
"svgpart4-x11","4.4.1-3","kde4 - svg support"
"svn","1.6.18-1","subversion - svnserve tools"
"svn-client","1.6.11-2","obsolete - use svn instead"
"svn-client-ssl","1.4.3-11","obsolete use svn-client instead"
"svn-dev","1.4.4-11","subversion - development headers and libs"
"svn-doc","1.6.18-1","subversion - documentation"
"svn-dump-pm","0.05-1","perl interface to subversion dumps"
"svn-javahl","1.6.18-1","subversion - java bindings"
"svn-mirror-pm586","0.75-3","perl module to mirror svn repository"
"svn-mirror-pm586-bin","0.75-3","perl module to mirror svn repository"
"svn-mirror-pm588","0.75-3","perl module to mirror svn repository"
"svn-mirror-pm588-bin","0.75-3","perl module to mirror svn repository"
"svn-shlibs","1.4.4-11","subversion - shared libraries"
"svn-simple-pm5100","0.28-1","perl module simple interface for svn editors"
"svn-simple-pm586","0.28-1","perl module simple interface for svn editors"
"svn-simple-pm588","0.28-1","perl module simple interface for svn editors"
"svn-ssl","1.4.3-11","obsolete use svn instead"
"svn-ssl-dev","1.4.3-11","obsolete use svn-dev instead"
"svn-ssl-doc","1.4.3-11","obsolete use svn-doc instead"
"svn-ssl-javahl","1.4.3-11","obsolete use svn-javahl instead"
"svn-ssl-shlibs","1.4.3-11","obsolete use svn-shlibs instead"
"svn-ssl-swig-pm586","1.4.3-12","obsolete use svn-swig-pm586 instead"
"svn-ssl-swig-pm586-shlibs","1.4.3-12","obsolete use svn-swig-pm586 instead"
"svn-ssl-swig-pm588","1.4.3-12","obsolete use svn-swig-pm588 instead"
"svn-ssl-swig-pm588-shlibs","1.4.3-12","obsolete use svn-swig-pm588 instead"
"svn-ssl-swig-py24","1.4.3-11","obsolete use svn-swig-py24 instead"
"svn-ssl-swig-py24-shlibs","1.4.3-11","obsolete use svn-swig-py24 instead"
"svn-ssl-swig-py25","1.4.3-11","obsolete use svn-swig-py25 instead"
